"Time (s)","Distance (cm)"
3.474541707E-3,5.000000000E0
7.884979167E-2,0.000000000E0
5.305922500E-1,5.000000000E0
2.889495708E0,0.000000000E0
6.281037950E2,5.000000000E0
6.284726846E2,0.000000000E0
6.288055712E2,5.000000000E0
