"Time (s)","X (µT)","Y (µT)","Z (µT)"
4.426885242E2,1.576428986E1,4.175249481E1,2.065987396E1
4.426984822E2,1.562298584E1,4.180056763E1,2.072886658E1
4.427084402E2,1.564808655E1,4.224121094E1,2.081327820E1
4.427183972E2,1.553633118E1,4.227076721E1,2.092976379E1
4.427283552E2,1.542315674E1,4.231279755E1,2.104201508E1
4.427383132E2,1.547910309E1,4.225408936E1,2.081602478E1
4.427482712E2,1.548229980E1,4.216014862E1,2.114633179E1
4.427582282E2,1.566278076E1,4.221743774E1,2.086046600E1
4.427681862E2,1.556858063E1,4.211277771E1,2.116795349E1
4.427781442E2,1.530580139E1,4.187603760E1,2.107411194E1
4.427881022E2,1.529934692E1,4.197854614E1,2.084767151E1
4.427980592E2,1.534571075E1,4.220463562E1,2.089974213E1
4.428080172E2,1.533261871E1,4.216049957E1,2.112882233E1
4.428179752E2,1.529423523E1,4.206375122E1,2.123043060E1
4.428279332E2,1.511697388E1,4.212538910E1,2.139915466E1
4.428378902E2,1.524119568E1,4.193307495E1,2.134512329E1
4.428478482E2,1.510650635E1,4.220462799E1,2.152438354E1
4.428578062E2,1.484754944E1,4.230102539E1,2.149960327E1
4.428677642E2,1.519010925E1,4.224461365E1,2.177966309E1
4.428777212E2,1.521536255E1,4.225551605E1,2.133874512E1
4.428876792E2,1.521582794E1,4.197373962E1,2.132118988E1
4.428976372E2,1.492018127E1,4.209069061E1,2.165384674E1
4.429075952E2,1.517818451E1,4.210749817E1,2.168492126E1
4.429175522E2,1.502257538E1,4.197698212E1,2.184674072E1
4.429275102E2,1.487306213E1,4.210254669E1,2.173876190E1
4.429374682E2,1.500904846E1,4.208584595E1,2.130498505E1
4.429474262E2,1.497113037E1,4.205734253E1,2.129476166E1
4.429573832E2,1.482086945E1,4.218802643E1,2.167654419E1
4.429673412E2,1.508372498E1,4.222015381E1,2.160612488E1
4.429772992E2,1.503475189E1,4.215577698E1,2.166369629E1
4.429872572E2,1.508419800E1,4.189947510E1,2.141490936E1
4.429972142E2,1.496861267E1,4.192954254E1,2.143410492E1
4.430071722E2,1.502387238E1,4.228756714E1,2.120189667E1
4.430171302E2,1.514036560E1,4.194288635E1,2.142756653E1
4.430270872E2,1.528028870E1,4.210037994E1,2.165280914E1
4.430370452E2,1.516160583E1,4.216516876E1,2.119834137E1
4.430470032E2,1.504390717E1,4.216024780E1,2.122510529E1
4.430569612E2,1.522676849E1,4.218174744E1,2.147942352E1
4.430669182E2,1.512760925E1,4.202255249E1,2.119126892E1
4.430768762E2,1.517559814E1,4.214566803E1,2.105281067E1
4.430868342E2,1.506898499E1,4.225347137E1,2.134657288E1
4.430967922E2,1.507710266E1,4.213198853E1,2.132688141E1
4.431067492E2,1.498930359E1,4.209844971E1,2.125762177E1
4.431167072E2,1.503421783E1,4.185344696E1,2.116473389E1
4.431266652E2,1.517279816E1,4.201187134E1,2.091282654E1
4.431366232E2,1.549893188E1,4.203606415E1,2.108850861E1
4.431465802E2,1.541730499E1,4.207229614E1,2.086374664E1
4.431565382E2,1.534785461E1,4.213990784E1,2.107739258E1
4.431664962E2,1.548403931E1,4.188925934E1,2.109492493E1
4.431764542E2,1.564156342E1,4.204517365E1,2.087457275E1
4.431864116E2,1.543952942E1,4.205619049E1,2.088804626E1
4.431963696E2,1.549810791E1,4.217204285E1,2.105539703E1
4.432063276E2,1.545172119E1,4.218039703E1,2.097666168E1
4.432162856E2,1.544091034E1,4.213511658E1,2.113705444E1
4.432262426E2,1.560896301E1,4.206988525E1,2.104773712E1
4.432362006E2,1.548391724E1,4.192335510E1,2.107876587E1
4.432461586E2,1.548934937E1,4.213007355E1,2.143430328E1
4.432561166E2,1.561926270E1,4.224494171E1,2.143036652E1
4.432660736E2,1.557097626E1,4.217324829E1,2.155707550E1
4.432760316E2,1.579998016E1,4.191739655E1,2.134887695E1
4.432859896E2,1.578249359E1,4.204012299E1,2.147519684E1
4.432959476E2,1.552554321E1,4.221019745E1,2.162241364E1
4.433059046E2,1.550225067E1,4.221587372E1,2.145560455E1
4.433158626E2,1.575747681E1,4.225856781E1,2.141352081E1
4.433258206E2,1.567835999E1,4.225004578E1,2.128597260E1
4.433357786E2,1.575821686E1,4.210912323E1,2.159387207E1
