"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.394647314E2,1.304686890E0,-9.621841278E0,5.593867493E-1
3.394746884E2,1.254990234E0,-9.654323730E0,5.801934814E-1
3.394846464E2,1.243015137E0,-9.706714783E0,5.755531311E-1
3.394946044E2,1.220112762E0,-9.737550659E0,5.766009521E-1
3.395045624E2,1.211879883E0,-9.736203461E0,5.542973328E-1
3.395145194E2,1.201401672E0,-9.749226379E0,5.390290833E-1
3.395244774E2,1.172811127E0,-9.747579803E0,5.519023132E-1
3.395344354E2,1.143921204E0,-9.744735718E0,5.834866333E-1
3.395443934E2,1.080303497E0,-9.721384277E0,6.352789307E-1
3.395543514E2,1.054706726E0,-9.697883148E0,6.358776855E-1
3.395643084E2,1.012943573E0,-9.675280151E0,6.116281128E-1
3.395742664E2,1.009351044E0,-9.642797699E0,5.647755432E-1
3.395842244E2,1.029109955E0,-9.633367310E0,5.581892395E-1
3.395941824E2,1.037791901E0,-9.674681396E0,5.920188904E-1
3.396041394E2,1.030307465E0,-9.727371826E0,6.370751953E-1
3.396140974E2,1.005309448E0,-9.729766846E0,6.253994751E-1
3.396240554E2,9.978250122E-1,-9.713600464E0,6.328839111E-1
3.396340134E2,9.830058289E-1,-9.688153381E0,6.297404480E-1
3.396439704E2,9.815089417E-1,-9.698930969E0,6.355783081E-1
3.396539284E2,9.704319763E-1,-9.734107819E0,6.282435608E-1
3.396638864E2,9.629475403E-1,-9.755363617E0,6.444099426E-1
3.396738444E2,1.018631744E0,-9.748028870E0,6.652166748E-1
3.396838024E2,1.010847931E0,-9.671987000E0,6.728507996E-1
3.396937594E2,1.041683807E0,-9.631870422E0,6.709048462E-1
3.397037174E2,1.011446686E0,-9.641001434E0,6.509962463E-1
3.397136754E2,1.006956024E0,-9.674232330E0,6.399192810E-1
3.397236334E2,9.541159058E-1,-9.730964355E0,6.622229004E-1
3.397335904E2,9.337582397E-1,-9.776918793E0,6.682104492E-1
3.397435484E2,8.979826355E-1,-9.834249573E0,6.731501770E-1
3.397535064E2,9.307644653E-1,-9.864636383E0,6.703060913E-1
3.397634644E2,9.770182800E-1,-9.833201752E0,6.512956238E-1
3.397734224E2,1.002016296E0,-9.768236847E0,6.415658569E-1
3.397833794E2,9.972262573E-1,-9.716743927E0,6.123765564E-1
3.397933374E2,9.851014709E-1,-9.670340424E0,5.739065552E-1
3.398032954E2,9.642947388E-1,-9.642498322E0,5.322930908E-1
3.398132534E2,9.644444275E-1,-9.648635559E0,5.066963196E-1
3.398232104E2,9.924362183E-1,-9.688602448E0,4.724176025E-1
3.398331684E2,1.040635986E0,-9.704469452E0,4.867877197E-1
3.398431264E2,1.126707001E0,-9.714797974E0,4.779560852E-1
3.398530844E2,1.148711243E0,-9.687404938E0,4.469705200E-1
3.398630414E2,1.144370270E0,-9.693841553E0,4.647834778E-1
3.398729994E2,1.131646729E0,-9.725575562E0,4.436773682E-1
3.398829574E2,1.111887817E0,-9.749525757E0,4.158352661E-1
3.398929154E2,1.153351593E0,-9.745184784E0,4.210743713E-1
3.399028734E2,1.192570038E0,-9.730664978E0,4.185296631E-1
3.399128304E2,1.236428833E0,-9.685758362E0,4.026626587E-1
3.399227884E2,1.218915253E0,-9.646689606E0,4.167333984E-1
3.399327464E2,1.169967041E0,-9.660460968E0,4.044589233E-1
3.399427044E2,1.083446960E0,-9.705217896E0,3.932322693E-1
3.399526614E2,1.030457153E0,-9.741442566E0,4.246669006E-1
3.399626194E2,1.035546570E0,-9.758207703E0,4.784051514E-1
3.399725774E2,1.076860657E0,-9.729467468E0,5.340893555E-1
3.399825354E2,1.065484314E0,-9.683812408E0,5.474116516E-1
3.399924924E2,1.057850189E0,-9.685908051E0,6.001020813E-1
3.400024504E2,1.026415558E0,-9.674980774E0,6.499484253E-1
3.400124084E2,1.052910461E0,-9.699529724E0,6.747967529E-1
3.400223664E2,1.057401123E0,-9.693691864E0,7.072792053E-1
3.400323244E2,1.049018555E0,-9.686656494E0,7.069798279E-1
3.400422814E2,1.006956024E0,-9.702523499E0,7.038363647E-1
3.400522394E2,9.868977356E-1,-9.729168091E0,7.045848083E-1
3.400621974E2,9.800120544E-1,-9.757908325E0,6.909631348E-1
3.400721554E2,9.744735718E-1,-9.790690155E0,7.044351196E-1
3.400821125E2,9.930349731E-1,-9.819729767E0,7.339237976E-1
3.400920705E2,9.922865295E-1,-9.803563385E0,7.782316589E-1
3.401020285E2,9.952803040E-1,-9.768087158E0,8.056246948E-1
3.401119865E2,9.735754395E-1,-9.713301086E0,8.048762512E-1
3.401219445E2,9.595046997E-1,-9.676777039E0,7.804769897E-1
3.401319015E2,9.758207703E-1,-9.654473419E0,7.496411133E-1
3.401418595E2,9.394464111E-1,-9.622589722E0,7.270381165E-1
3.401518175E2,9.199868774E-1,-9.640103302E0,6.975494385E-1
3.401617755E2,8.891510010E-1,-9.684860229E0,6.954537964E-1
3.401717325E2,9.268725586E-1,-9.735754395E0,7.020401001E-1
3.401816905E2,9.470805359E-1,-9.779014435E0,7.212002563E-1
3.401916485E2,1.005758514E0,-9.811197510E0,7.289840698E-1
3.402016065E2,1.037492523E0,-9.783505096E0,7.234455872E-1
3.402115635E2,1.078058167E0,-9.734856262E0,7.134164429E-1
3.402215215E2,1.079704742E0,-9.678722992E0,6.852749634E-1
3.402314795E2,1.100661163E0,-9.637109528E0,6.261479187E-1
3.402414375E2,1.106499023E0,-9.624685364E0,5.749543762E-1
3.402513955E2,1.130449219E0,-9.632469177E0,5.345384216E-1
3.402613525E2,1.131347351E0,-9.656718750E0,5.077441406E-1
3.402713105E2,1.140178986E0,-9.698032837E0,5.309458923E-1
3.402812685E2,1.121018829E0,-9.712552643E0,5.640270996E-1
3.402912265E2,1.124012604E0,-9.736951904E0,5.748046875E-1
3.403011835E2,1.144070892E0,-9.763895874E0,5.963598633E-1
3.403111415E2,1.126407623E0,-9.713151398E0,6.265969849E-1
3.403210995E2,1.131946106E0,-9.658515015E0,6.265969849E-1
3.403310575E2,1.107846222E0,-9.616751862E0,6.212081909E-1
3.403410145E2,1.085392914E0,-9.632618866E0,6.007008362E-1
3.403509725E2,1.047521667E0,-9.636211395E0,5.884263611E-1
3.403609305E2,1.012793884E0,-9.663604431E0,5.692662048E-1
3.403708885E2,9.937834167E-1,-9.687404938E0,5.803431702E-1
3.403808465E2,1.006806335E0,-9.712103577E0,5.670208740E-1
3.403908035E2,1.034349060E0,-9.727970581E0,5.893244934E-1
3.404007615E2,1.094972992E0,-9.751022644E0,5.945635986E-1
3.404107195E2,1.159937897E0,-9.779313812E0,6.399192810E-1
3.404206775E2,1.242566071E0,-9.804461517E0,6.730004883E-1
3.404306345E2,1.297352142E0,-9.782008209E0,6.786886597E-1
3.404405925E2,1.313069458E0,-9.709858246E0,6.676116943E-1
3.404505505E2,1.305285645E0,-9.640552368E0,6.234535217E-1
3.404605085E2,1.255888367E0,-9.641151123E0,6.198609924E-1
3.404704665E2,1.229243774E0,-9.700128479E0,5.890251160E-1
3.404804235E2,1.233584747E0,-9.730215912E0,6.195616150E-1
3.404903815E2,1.201102295E0,-9.699829102E0,6.138734436E-1
3.405003395E2,1.166973267E0,-9.659862213E0,6.212081909E-1
3.405102975E2,1.116079102E0,-9.641749878E0,6.505471802E-1
3.405202545E2,1.096020813E0,-9.664203186E0,6.622229004E-1
3.405302125E2,1.070274353E0,-9.702972565E0,6.813830566E-1
3.405401705E2,1.080004120E0,-9.734257507E0,7.081773376E-1
3.405501285E2,1.082997894E0,-9.737850037E0,7.149133301E-1
3.405600855E2,1.105451202E0,-9.730215912E0,6.971003723E-1
3.405700435E2,1.107846222E0,-9.717043304E0,6.821315002E-1
3.405800015E2,1.049317932E0,-9.717642059E0,6.444099426E-1
3.405899595E2,1.013392639E0,-9.739197235E0,6.462062073E-1
3.405999175E2,9.491761780E-1,-9.771829376E0,6.900650024E-1
3.406098745E2,9.469308472E-1,-9.778116302E0,7.234455872E-1
3.406198325E2,9.530680847E-1,-9.745633850E0,7.608677673E-1
3.406297905E2,9.503736877E-1,-9.703421631E0,7.569758606E-1
3.406397485E2,9.288185120E-1,-9.682764587E0,7.619155884E-1
3.406497055E2,9.059161377E-1,-9.679621124E0,7.599696350E-1
3.406596635E2,8.919950867E-1,-9.641749878E0,7.412585449E-1
3.406696215E2,8.634045410E-1,-9.605674896E0,7.244934082E-1
3.406795795E2,8.907975769E-1,-9.633067932E0,7.063810730E-1
3.406895365E2,9.003776550E-1,-9.678872681E0,6.837780762E-1
3.406994945E2,9.946815491E-1,-9.705816650E0,6.643185425E-1
3.407094525E2,1.014290771E0,-9.735455017E0,6.506968689E-1
3.407194105E2,1.081650696E0,-9.771679688E0,6.318360901E-1
3.407293685E2,1.092428284E0,-9.790241089E0,5.998027039E-1
3.407393255E2,1.158141632E0,-9.781858521E0,5.459147644E-1
3.407492835E2,1.165027313E0,-9.744885406E0,4.815486145E-1
3.407592415E2,1.177451477E0,-9.715247040E0,4.504133606E-1
3.407691995E2,1.184786224E0,-9.691147156E0,4.534071350E-1
3.407791565E2,1.198407898E0,-9.636660461E0,4.776567078E-1
3.407891145E2,1.188977509E0,-9.611662445E0,5.207670593E-1
3.407990725E2,1.174008636E0,-9.583820343E0,5.444178772E-1
3.408090305E2,1.153351593E0,-9.603728943E0,5.629792786E-1
3.408189885E2,1.127605133E0,-9.656868439E0,6.170169067E-1
3.408289455E2,1.100810852E0,-9.732610931E0,6.779402161E-1
3.408389035E2,1.101110229E0,-9.768236847E0,7.244934082E-1
3.408488615E2,1.081051941E0,-9.761800232E0,7.414082336E-1
3.408588195E2,1.064286804E0,-9.732910309E0,7.409591675E-1
3.408687765E2,1.043180695E0,-9.700876923E0,7.188052368E-1
3.408787345E2,1.007854156E0,-9.686806183E0,6.887178040E-1
3.408886925E2,9.684860229E-1,-9.698032837E0,6.923103333E-1
3.408986505E2,9.289682007E-1,-9.714498596E0,6.854246521E-1
