"Time (s)","X (hPa)"
-5.511147084E-1,1.008960190E3
4.565622917E-1,1.008967133E3
1.464256292E0,1.008971939E3
2.471950292E0,1.008973999E3
3.479679292E0,1.008977661E3
3.828397292E0,1.008985748E3
4.903225292E0,1.008986130E3
5.978086292E0,1.008986206E3
7.052968292E0,1.008990173E3
8.127832292E0,1.008992462E3
9.202627292E0,1.008992462E3
1.027746029E1,1.008992310E3
1.135230729E1,1.008992233E3
1.242712529E1,1.008991699E3
1.350195929E1,1.008991623E3
1.457680629E1,1.008990555E3
1.565170329E1,1.008989334E3
1.672660329E1,1.008988876E3
1.780159029E1,1.008988495E3
1.887652429E1,1.008988495E3
1.995136629E1,1.008988647E3
2.102622729E1,1.008989944E3
2.210108529E1,1.008990326E3
2.317592829E1,1.008991165E3
2.425079729E1,1.008992310E3
2.532566629E1,1.008992310E3
2.640053229E1,1.008992310E3
2.747537529E1,1.008991623E3
2.855025229E1,1.008991013E3
2.962509129E1,1.008987198E3
3.069998429E1,1.008982544E3
3.177483829E1,1.008979263E3
3.284965029E1,1.008974533E3
3.392448929E1,1.008968964E3
3.499934229E1,1.008965378E3
3.607425529E1,1.008961563E3
3.714914829E1,1.008959885E3
3.822399329E1,1.008957138E3
3.929885029E1,1.008957138E3
4.037374229E1,1.008958130E3
4.144861029E1,1.008960495E3
4.252352929E1,1.008962173E3
4.359840129E1,1.008965378E3
4.467329029E1,1.008970184E3
4.574819529E1,1.008972092E3
4.682302029E1,1.008975906E3
4.789789929E1,1.008979797E3
4.897278729E1,1.008981476E3
5.004766329E1,1.008982620E3
5.112254829E1,1.008982849E3
5.219750029E1,1.008982849E3
5.327238529E1,1.008982849E3
5.434723729E1,1.008983917E3
5.542211729E1,1.008984756E3
5.649698229E1,1.008985062E3
5.757186929E1,1.008985291E3
5.864673729E1,1.008985062E3
5.972167429E1,1.008983917E3
6.079662129E1,1.008983002E3
6.187151529E1,1.008983002E3
6.294642529E1,1.008982010E3
6.402131929E1,1.008979797E3
6.509623129E1,1.008977966E3
6.617113729E1,1.008974991E3
6.724606329E1,1.008969574E3
6.832098629E1,1.008965759E3
6.939596129E1,1.008962326E3
7.047084429E1,1.008960648E3
7.154573929E1,1.008959045E3
7.262068629E1,1.008959045E3
7.369559629E1,1.008960495E3
7.477051929E1,1.008962326E3
7.584544929E1,1.008963852E3
7.692033729E1,1.008964844E3
7.799523429E1,1.008966827E3
7.907011029E1,1.008967819E3
8.014497229E1,1.008967819E3
8.121983429E1,1.008967056E3
8.229468729E1,1.008966217E3
8.336954529E1,1.008965988E3
8.444442929E1,1.008965988E3
8.551935329E1,1.008967056E3
8.659426429E1,1.008968430E3
8.766915329E1,1.008968430E3
8.874402229E1,1.008968887E3
8.981893429E1,1.008968887E3
9.089382129E1,1.008968430E3
9.196870029E1,1.008968048E3
9.304366529E1,1.008968048E3
9.411854029E1,1.008968430E3
9.519343529E1,1.008969803E3
9.626834829E1,1.008969803E3
9.734325429E1,1.008969803E3
