"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
9.615173690E-1,6.948265991E2,3.080500031E1,-8.458381958E2
9.715051620E-1,6.947777710E2,3.010960007E1,-8.472290039E2
9.815176140E-1,6.946557617E2,3.069519997E1,-8.466433716E2
9.915105330E-1,6.941799927E2,3.020719910E1,-8.470581665E2
1.001517369E0,6.945947876E2,3.057320023E1,-8.475462036E2
1.011517858E0,6.949729614E2,3.040239906E1,-8.472290039E2
1.021517614E0,6.944849854E2,3.020719910E1,-8.472412109E2
1.031517369E0,6.944483643E2,3.040239906E1,-8.464481812E2
1.041506383E0,6.948631592E2,3.068299866E1,-8.470338135E2
1.051517614E0,6.943751831E2,3.048779869E1,-8.470581665E2
1.061499791E0,6.944727783E2,3.040239906E1,-8.468507690E2
1.071502721E0,6.950584106E2,3.021939850E1,-8.468142090E2
1.081505895E0,6.945947876E2,3.095139885E1,-8.477658081E2
1.091517369E0,6.944605713E2,3.031699944E1,-8.465457764E2
1.101505651E0,6.949241943E2,3.013399887E1,-8.460211792E2
1.111517614E0,6.942409668E2,3.098799896E1,-8.458747559E2
1.121505406E0,6.943873901E2,3.029259872E1,-8.474486084E2
1.131517614E0,6.945703735E2,3.078059959E1,-8.469483643E2
1.141502965E0,6.945703735E2,3.020719910E1,-8.469361572E2
1.151505895E0,6.946801758E2,3.020719910E1,-8.472412109E2
1.161508336E0,6.946801758E2,3.020719910E1,-8.472412109E2
1.171517369E0,6.943507690E2,3.051219940E1,-8.461553955E2
1.181505406E0,6.939725952E2,3.020719910E1,-8.466677856E2
1.191517614E0,6.946436157E2,3.107339859E1,-8.462529907E2
1.201517614E0,6.952658081E2,3.020719910E1,-8.473143921E2
1.211517369E0,6.953999634E2,3.043899918E1,-8.453989868E2
1.221516393E0,6.953877563E2,3.092700005E1,-8.449110107E2
1.231505406E0,6.955097656E2,3.090259933E1,-8.457039795E2
1.241517614E0,6.956928101E2,3.091479874E1,-8.452037964E2
1.251505651E0,6.956073608E2,3.081719971E1,-8.456063843E2
1.261517369E0,6.952901611E2,3.130519867E1,-8.449231567E2
1.271505651E0,6.959733887E2,3.045119858E1,-8.451671753E2
1.281517614E0,6.955952148E2,3.081719971E1,-8.453013916E2
1.291505406E0,6.958026123E2,3.053660011E1,-8.456795654E2
1.301517369E0,6.956928101E2,3.063419914E1,-8.453867798E2
1.311513951E0,6.956073608E2,3.024379921E1,-8.458869629E2
1.321517858E0,6.959855957E2,3.015839958E1,-8.453623657E2
1.331508580E0,6.955830078E2,3.035359955E1,-8.451915894E2
1.341517369E0,6.953999634E2,3.062199974E1,-8.455087891E2
1.351525426E0,6.955097656E2,3.034140015E1,-8.456917725E2
1.361517614E0,6.960831909E2,3.073180008E1,-8.454721680E2
1.371517369E0,6.952047729E2,3.034140015E1,-8.454111938E2
1.381505895E0,6.953267822E2,3.108559990E1,-8.461187744E2
1.391517369E0,6.949486084E2,3.051219940E1,-8.464237671E2
1.401505651E0,6.951560059E2,3.059759903E1,-8.468263550E2
1.411517614E0,6.965711670E2,3.054879951E1,-8.453501587E2
1.421506139E0,6.954121704E2,3.034140015E1,-8.458015747E2
1.431517369E0,6.955952148E2,3.015839958E1,-8.452891846E2
1.441505651E0,6.956806030E2,3.045119858E1,-8.449841919E2
1.451517614E0,6.959855957E2,3.035359955E1,-8.454721680E2
1.461505651E0,6.961929932E2,3.043899918E1,-8.455697632E2
1.471517369E0,6.954975586E2,3.082939911E1,-8.452037964E2
1.481504186E0,6.953023682E2,2.996319962E1,-8.454965820E2
1.491517614E0,6.957050171E2,3.052439880E1,-8.458869629E2
1.501505651E0,6.953756104E2,3.026819992E1,-8.447890015E2
1.511517369E0,6.952047729E2,3.006079865E1,-8.453013916E2
1.521515660E0,6.960831909E2,3.064639854E1,-8.451793823E2
1.531505406E0,6.960831909E2,3.045119858E1,-8.452647705E2
1.541517614E0,6.959978027E2,3.063419914E1,-8.456795654E2
1.551517369E0,6.960831909E2,3.015839958E1,-8.454599609E2
1.561517369E0,6.956073608E2,3.109779930E1,-8.459113770E2
1.571502233E0,6.953145752E2,3.062199974E1,-8.459113770E2
1.581517614E0,6.956317749E2,3.031699944E1,-8.465946045E2
1.591505406E0,6.958269653E2,3.023159981E1,-8.464848022E2
1.601517614E0,6.949729614E2,3.020719910E1,-8.475217896E2
1.611505651E0,6.951560059E2,3.012179947E1,-8.468142090E2
1.621517614E0,6.953634033E2,3.030480003E1,-8.473021851E2
1.631505406E0,6.952780151E2,3.039019966E1,-8.476193848E2
1.641512487E0,6.951803589E2,3.019499969E1,-8.478145752E2
1.651515905E0,6.951682129E2,2.992659950E1,-8.473021851E2
1.661517614E0,6.947899780E2,3.009739876E1,-8.476315918E2
1.671503942E0,6.948875732E2,3.039019966E1,-8.475339966E2
1.681517614E0,6.955341797E2,3.013399887E1,-8.464970093E2
1.691522496E0,6.957050171E2,3.043899918E1,-8.458869629E2
1.701517614E0,6.957050171E2,3.043899918E1,-8.458869629E2
1.711517614E0,6.962905884E2,3.035359955E1,-8.455575562E2
1.721505406E0,6.958026123E2,3.043899918E1,-8.455819702E2
1.731517614E0,6.953999634E2,3.035359955E1,-8.453013916E2
1.741505406E0,6.951193848E2,3.070739937E1,-8.459235840E2
1.751517614E0,6.957050171E2,3.100020027E1,-8.456063843E2
1.761505651E0,6.954854126E2,3.025599861E1,-8.451915894E2
1.771517369E0,6.960587769E2,3.064639854E1,-8.447767944E2
1.781505651E0,6.949241943E2,3.004859924E1,-8.459113770E2
1.791517614E0,6.957904053E2,3.035359955E1,-8.454843750E2
1.801505651E0,6.960831909E2,3.073180008E1,-8.453745728E2
1.811517369E0,6.960709839E2,3.064639854E1,-8.450695801E2
1.821505406E0,6.962174072E2,3.070739937E1,-8.462774048E2
1.831517369E0,6.954365845E2,3.060980034E1,-8.465091553E2
1.841513707E0,6.957293701E2,3.032919884E1,-8.465823975E2
1.851517369E0,6.947533569E2,3.050000000E1,-8.464359741E2
1.861513219E0,6.952291870E2,3.052439880E1,-8.460089722E2
1.871517614E0,6.959611816E2,3.074399948E1,-8.445816040E2
1.881517369E0,6.955952148E2,3.043899918E1,-8.454965820E2
1.891517125E0,6.958880005E2,3.035359955E1,-8.452769775E2
1.901517369E0,6.957050171E2,3.034140015E1,-8.456795654E2
1.911507115E0,6.954732056E2,2.988999939E1,-8.445816040E2
1.921517369E0,6.956928101E2,3.034140015E1,-8.454843750E2
1.931505651E0,6.954975586E2,3.101239967E1,-8.453135986E2
1.941517369E0,6.949119873E2,3.043899918E1,-8.453258057E2
1.951506139E0,6.957904053E2,3.043899918E1,-8.453867798E2
1.961517614E0,6.958757935E2,3.035359955E1,-8.451793823E2
1.971505651E0,6.960709839E2,3.045119858E1,-8.450695801E2
1.981517369E0,6.954121704E2,3.100020027E1,-8.458137817E2
1.991507360E0,6.959002075E2,3.100020027E1,-8.458991699E2
2.001517858E0,6.957904053E2,3.015839958E1,-8.455697632E2
2.011505406E0,6.955097656E2,3.024379921E1,-8.456917725E2
2.021517125E0,6.963759766E2,3.073180008E1,-8.454599609E2
2.031505406E0,6.951682129E2,3.068299866E1,-8.471314087E2
2.041517858E0,6.952658081E2,3.010960007E1,-8.473021851E2
2.051517614E0,6.955585938E2,3.078059959E1,-8.472045898E2
2.061505651E0,6.950705566E2,3.039019966E1,-8.474241943E2
2.071517369E0,6.957293701E2,3.032919884E1,-8.463872070E2
2.081505895E0,6.950462036E2,3.051219940E1,-8.464237671E2
2.091517614E0,6.964248047E2,3.067079926E1,-8.438496094E2
2.101505651E0,6.957781982E2,3.035359955E1,-8.449841919E2
2.111517614E0,6.955097656E2,3.024379921E1,-8.457893677E2
2.121505406E0,6.957171631E2,3.014620018E1,-8.461798096E2
2.131517614E0,6.955952148E2,3.043899918E1,-8.453867798E2
2.141505895E0,6.956928101E2,3.034140015E1,-8.454843750E2
2.151517369E0,6.954243774E2,3.023159981E1,-8.461919556E2
2.161514928E0,6.954975586E2,3.063419914E1,-8.454965820E2
2.171517614E0,6.955952148E2,3.024379921E1,-8.455819702E2
2.181505895E0,6.956928101E2,3.035359955E1,-8.452891846E2
2.191517614E0,6.955097656E2,3.053660011E1,-8.455941772E2
2.201505651E0,6.961807861E2,3.045119858E1,-8.454599609E2
2.211517369E0,6.955952148E2,3.015839958E1,-8.452891846E2
2.221517614E0,6.958880005E2,3.110999870E1,-8.454965820E2
2.231517369E0,6.958880005E2,3.043899918E1,-8.454721680E2
2.241517369E0,6.954121704E2,3.081719971E1,-8.456063843E2
2.251505406E0,6.957050171E2,3.081719971E1,-8.458015747E2
2.261517614E0,6.946436157E2,3.051219940E1,-8.461431885E2
2.271502721E0,6.956439819E2,3.060980034E1,-8.467044067E2
2.281517125E0,6.949729614E2,3.010960007E1,-8.472167969E2
2.291505406E0,6.954975586E2,3.053660011E1,-8.453989868E2
2.301517858E0,6.959978027E2,3.071959877E1,-8.456795654E2
2.311505651E0,6.954365845E2,3.032919884E1,-8.463994141E2
2.321517369E0,6.960587769E2,3.036579895E1,-8.447645874E2
2.331512487E0,6.956073608E2,3.071959877E1,-8.457039795E2
2.341517614E0,6.958757935E2,3.054879951E1,-8.450817871E2
2.351499059E0,6.955341797E2,3.070739937E1,-8.464115601E2
2.361517369E0,6.961563721E2,3.046339989E1,-8.447645874E2
2.371499547E0,6.959124146E2,3.071959877E1,-8.459845581E2
2.381517858E0,6.960953979E2,3.043899918E1,-8.457649536E2
2.391517369E0,6.959002075E2,3.063419914E1,-8.455819702E2
2.401500768E0,6.958880005E2,3.053660011E1,-8.452769775E2
2.411517369E0,6.954975586E2,3.071959877E1,-8.453989868E2
2.421505895E0,6.959002075E2,3.043899918E1,-8.456795654E2
2.431517614E0,6.959124146E2,3.042679977E1,-8.460821533E2
2.441505651E0,6.954121704E2,3.024379921E1,-8.456917725E2
2.451517369E0,6.959733887E2,3.026819992E1,-8.450695801E2
2.461505895E0,6.954243774E2,3.060980034E1,-8.461065674E2
2.471518834E0,6.959245605E2,3.060980034E1,-8.464848022E2
2.481506383E0,6.952536011E2,3.030480003E1,-8.471069946E2
2.491517614E0,6.951315918E2,3.052439880E1,-8.460211792E2
2.501512975E0,6.958147583E2,3.052439880E1,-8.461919556E2
2.511517369E0,6.958147583E2,3.052439880E1,-8.462896118E2
2.521504918E0,6.961929932E2,3.053660011E1,-8.458626099E2
2.531517369E0,6.955952148E2,3.063419914E1,-8.453989868E2
2.541506871E0,6.959855957E2,3.053660011E1,-8.454721680E2
2.551517369E0,6.950462036E2,3.089039993E1,-8.465335693E2
2.561517614E0,6.952291870E2,3.023159981E1,-8.462041626E2
2.571517369E0,6.959978027E2,3.034140015E1,-8.456673584E2
2.581517369E0,6.958147583E2,3.080500031E1,-8.459967651E2
2.591504186E0,6.957904053E2,3.025599861E1,-8.452769775E2
2.601517614E0,6.957050171E2,3.043899918E1,-8.455819702E2
2.611505895E0,6.958026123E2,2.986559868E1,-8.459724121E2
2.621517369E0,6.957050171E2,3.034140015E1,-8.456795654E2
2.631505895E0,6.960953979E2,3.035359955E1,-8.455697632E2
2.641505895E0,6.960709839E2,3.036579895E1,-8.449597778E2
2.651505651E0,6.960953979E2,3.091479874E1,-8.455819702E2
2.661517369E0,6.956317749E2,3.060980034E1,-8.465946045E2
2.671505162E0,6.955341797E2,3.041459846E1,-8.465946045E2
2.681517614E0,6.955463867E2,2.984119987E1,-8.470825806E2
2.691515172E0,6.950827637E2,3.001199913E1,-8.477169800E2
2.701517125E0,6.958757935E2,3.026819992E1,-8.450695801E2
2.711515416E0,6.956073608E2,3.043899918E1,-8.455941772E2
2.721517614E0,6.956073608E2,3.080500031E1,-8.458991699E2
2.731517614E0,6.959733887E2,3.064639854E1,-8.450817871E2
2.741505651E0,6.953145752E2,3.014620018E1,-8.459967651E2
2.751517369E0,6.957904053E2,3.015839958E1,-8.454721680E2
2.761505651E0,6.957050171E2,3.015839958E1,-8.456795654E2
2.771517614E0,6.957050171E2,3.071959877E1,-8.456917725E2
2.781505895E0,6.956928101E2,3.043899918E1,-8.454843750E2
2.791517369E0,6.955952148E2,3.024379921E1,-8.455819702E2
2.801505895E0,6.953389893E2,3.041459846E1,-8.464115601E2
2.811517614E0,6.959124146E2,3.034140015E1,-8.460821533E2
2.821505651E0,6.964003906E2,3.034140015E1,-8.459602051E2
2.831517369E0,6.954243774E2,3.032919884E1,-8.459967651E2
2.841505406E0,6.952047729E2,3.071959877E1,-8.455209961E2
