"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.309348875E0,3.724153712E-2,-6.850653887E-2,2.072207630E-1
3.319302875E0,-4.062929377E-2,4.700860381E-2,2.697792053E-1
3.329256875E0,-9.495114535E-2,1.454738379E-1,2.981865108E-1
3.339211875E0,-1.101878881E-1,2.400560081E-1,3.011444807E-1
3.349165875E0,-9.775849432E-2,2.730861902E-1,2.946080863E-1
3.359119875E0,-1.037151814E-1,2.612111568E-1,2.881983817E-1
3.369074875E0,-1.257980317E-1,1.888375431E-1,3.016073704E-1
3.379028875E0,-1.288947612E-1,-2.129757218E-2,3.003942966E-1
3.388982875E0,-1.360497773E-1,-1.404966712E-1,3.066276312E-1
3.398937875E0,-1.373022646E-1,-1.120141521E-1,2.942806780E-1
3.408891875E0,-1.209722236E-1,-8.875810355E-2,2.597365379E-1
3.418845875E0,-9.357681870E-2,-1.199285388E-1,2.128260136E-1
3.428799875E0,-6.702326238E-2,-1.947834343E-1,1.611196995E-1
3.438754875E0,-2.484438568E-2,-2.888718545E-1,1.134238020E-1
3.448708875E0,7.091779262E-4,-3.117180467E-1,8.255403489E-2
3.458662875E0,-2.417639364E-3,-2.280204892E-1,6.743447483E-2
3.468617875E0,-1.719727367E-2,-8.147560060E-2,6.904242188E-2
3.478571875E0,-4.114308581E-2,4.082474858E-2,9.651905298E-2
3.488525875E0,-6.662359089E-2,1.148047894E-1,1.287166327E-1
3.498479875E0,-1.133335754E-1,1.738915443E-1,1.301824450E-1
3.508434875E0,-1.629015952E-1,1.996878088E-1,1.019294709E-1
3.518388875E0,-1.952257156E-1,1.760924608E-1,8.034321666E-2
3.528342875E0,-2.033390701E-1,1.294529736E-1,7.928128541E-2
3.538297875E0,-1.860269159E-1,4.465233535E-2,9.614841640E-2
3.548251875E0,-1.691373736E-1,-9.393347800E-2,1.134859622E-1
3.558205875E0,-1.702026427E-1,-2.205915600E-1,1.045238897E-1
3.568160875E0,-1.659849435E-1,-2.563260794E-1,8.030696213E-2
3.578114875E0,-1.432745606E-1,-1.974246651E-1,4.949924722E-2
3.588068875E0,-9.359955043E-2,-2.054773420E-1,4.856294021E-2
3.598022875E0,-5.084143579E-2,-1.956047416E-1,4.542839900E-2
3.607977875E0,-3.060538881E-2,-1.727309376E-1,3.167783096E-2
3.617931875E0,-2.328915149E-2,-1.772047877E-1,1.305780746E-2
3.627885875E0,-2.671795711E-2,-2.033646554E-1,-7.136958186E-3
3.637840875E0,-6.480169296E-2,-2.103975266E-1,5.912264343E-3
3.647794875E0,-1.024911255E-1,-1.643564552E-1,1.679332927E-2
3.657748875E0,-1.231436729E-1,-1.163897216E-1,1.726311073E-2
3.667703875E0,-1.341822445E-1,-1.259603351E-1,1.245811954E-2
3.677657875E0,-1.463467628E-1,-1.360694170E-1,1.097100973E-2
3.687611875E0,-1.616294980E-1,-1.289732456E-1,1.341855619E-2
3.697565875E0,-1.790732145E-1,-1.217920482E-1,-3.047502134E-3
3.707520875E0,-1.976771802E-1,-6.091750041E-2,-1.550008357E-2
3.717474875E0,-2.150963843E-1,3.606417403E-2,-1.821331307E-2
3.727428875E0,-2.367075980E-1,9.441802651E-2,-1.902880333E-2
3.737383875E0,-2.600174546E-1,6.340391934E-2,-3.190545365E-2
