"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.701856902334000E9,"2023-12-06 19:01:42.334 UTC+09:00"
"PAUSE",8.380455599583220E2,1.701857740379000E9,"2023-12-06 19:15:40.379 UTC+09:00"
