"Time (s)","X (hPa)"
1.220561885E2,1.008772507E3
1.231309575E2,1.008769760E3
1.242057815E2,1.008766022E3
1.252805825E2,1.008765793E3
1.263554045E2,1.008765793E3
1.274301905E2,1.008768082E3
1.285049735E2,1.008771896E3
1.295797405E2,1.008775864E3
1.306545715E2,1.008778458E3
1.317293215E2,1.008783264E3
1.328040965E2,1.008784943E3
1.338789235E2,1.008785400E3
1.349536875E2,1.008785706E3
1.360284655E2,1.008785706E3
1.371032365E2,1.008780975E3
1.381780485E2,1.008778610E3
1.392528435E2,1.008774338E3
1.403276255E2,1.008770599E3
1.414024175E2,1.008770599E3
1.424771905E2,1.008770142E3
1.435519715E2,1.008768921E3
1.446267745E2,1.008768921E3
1.457015975E2,1.008769531E3
1.467764065E2,1.008770218E3
1.478512145E2,1.008773117E3
1.489260235E2,1.008773804E3
1.500008295E2,1.008775024E3
1.510755985E2,1.008776245E3
1.521504245E2,1.008776245E3
1.532252205E2,1.008774033E3
1.543000615E2,1.008770447E3
1.553748965E2,1.008769379E3
1.564497075E2,1.008767090E3
1.575245515E2,1.008765945E3
1.585993965E2,1.008765945E3
1.596742395E2,1.008768692E3
1.607490685E2,1.008770218E3
1.618239525E2,1.008773804E3
1.628988265E2,1.008776245E3
1.639736915E2,1.008778000E3
1.650485685E2,1.008782578E3
1.661234065E2,1.008783875E3
1.671982835E2,1.008787003E3
1.682731555E2,1.008787003E3
1.693479995E2,1.008786545E3
1.704228715E2,1.008786240E3
1.714977185E2,1.008786545E3
1.725725485E2,1.008785553E3
1.736474255E2,1.008786392E3
1.747222775E2,1.008785400E3
1.757970835E2,1.008785172E3
1.768718675E2,1.008782654E3
1.779467445E2,1.008782196E3
1.790215405E2,1.008782120E3
1.800963785E2,1.008782196E3
1.811712305E2,1.008782120E3
1.822460255E2,1.008780975E3
1.833208185E2,1.008778458E3
1.843956255E2,1.008776550E3
1.854705055E2,1.008776550E3
1.865452865E2,1.008777084E3
1.876200505E2,1.008781815E3
1.886948755E2,1.008786545E3
1.897697445E2,1.008786774E3
1.908445385E2,1.008789062E3
1.919193845E2,1.008789062E3
1.929941905E2,1.008788300E3
1.940689705E2,1.008786850E3
1.951437855E2,1.008786240E3
1.962185875E2,1.008786240E3
1.972933995E2,1.008785934E3
1.983681685E2,1.008785400E3
1.994429685E2,1.008785324E3
2.005177965E2,1.008783493E3
2.015926305E2,1.008782120E3
2.026674245E2,1.008781509E3
2.037421965E2,1.008779907E3
2.048169785E2,1.008781509E3
2.058917265E2,1.008782578E3
2.069664645E2,1.008783722E3
2.080412175E2,1.008783722E3
2.091160165E2,1.008783646E3
2.101907975E2,1.008782959E3
2.112656395E2,1.008781586E3
2.123404955E2,1.008780518E3
2.134152955E2,1.008780060E3
2.144901015E2,1.008778839E3
2.155649685E2,1.008778458E3
2.166397635E2,1.008777161E3
2.177146225E2,1.008777161E3
2.187894445E2,1.008777924E3
2.198642605E2,1.008781128E3
2.209390855E2,1.008782425E3
2.220139125E2,1.008785172E3
2.230887455E2,1.008786774E3
2.241636665E2,1.008787918E3
2.252385385E2,1.008789825E3
2.263134385E2,1.008790817E3
2.273883335E2,1.008792038E3
2.284631835E2,1.008792496E3
2.295380185E2,1.008792496E3
2.306128935E2,1.008791656E3
2.316877325E2,1.008790436E3
2.327625275E2,1.008790131E3
2.338373315E2,1.008786392E3
2.349121165E2,1.008783035E3
2.359869355E2,1.008782959E3
2.370617375E2,1.008782425E3
2.381365015E2,1.008781738E3
2.392113055E2,1.008781738E3
2.402860965E2,1.008781738E3
2.413608405E2,1.008780975E3
2.424356955E2,1.008780975E3
2.435104205E2,1.008781509E3
2.445852165E2,1.008781967E3
2.456600155E2,1.008781967E3
2.467347775E2,1.008782196E3
2.478095035E2,1.008783417E3
2.488842745E2,1.008783493E3
2.499590205E2,1.008784256E3
2.510337945E2,1.008786240E3
2.521085755E2,1.008786621E3
2.531833585E2,1.008787231E3
2.542582125E2,1.008787231E3
2.553330115E2,1.008786545E3
2.564077405E2,1.008786545E3
2.574825035E2,1.008786011E3
2.585573105E2,1.008786011E3
2.596321115E2,1.008786011E3
2.607068685E2,1.008787231E3
2.617816425E2,1.008787231E3
2.628564195E2,1.008787231E3
2.639312675E2,1.008787918E3
2.650060155E2,1.008788223E3
2.660808505E2,1.008787918E3
2.671556495E2,1.008785934E3
2.682304275E2,1.008785706E3
2.693052055E2,1.008784866E3
2.703800035E2,1.008783417E3
2.714548895E2,1.008783417E3
2.725297085E2,1.008783417E3
2.736044595E2,1.008782578E3
2.746792285E2,1.008782578E3
2.757540595E2,1.008784256E3
2.768288425E2,1.008785324E3
2.779036225E2,1.008786011E3
2.789783975E2,1.008786621E3
2.800531455E2,1.008786621E3
2.811279175E2,1.008786621E3
2.822027255E2,1.008785782E3
2.832774835E2,1.008784027E3
2.843522155E2,1.008784027E3
2.854269985E2,1.008780746E3
2.865017875E2,1.008780518E3
2.875766195E2,1.008778610E3
2.886513475E2,1.008777542E3
2.897260875E2,1.008772736E3
2.908008525E2,1.008770981E3
2.918755965E2,1.008767853E3
2.929504285E2,1.008765564E3
2.940251715E2,1.008765564E3
2.950999415E2,1.008769073E3
2.961747295E2,1.008770599E3
2.972495045E2,1.008772049E3
2.983242745E2,1.008774872E3
2.993990585E2,1.008775024E3
3.004737545E2,1.008774872E3
3.015485105E2,1.008774872E3
3.026232925E2,1.008774872E3
3.036980775E2,1.008775406E3
3.047728555E2,1.008775406E3
3.058476475E2,1.008773346E3
3.069224705E2,1.008773117E3
3.079972855E2,1.008771210E3
3.090720695E2,1.008767395E3
3.101468175E2,1.008765106E3
3.112216215E2,1.008760071E3
3.122963965E2,1.008755875E3
3.133711305E2,1.008753967E3
3.144458525E2,1.008749924E3
3.155206595E2,1.008749924E3
3.165954465E2,1.008750458E3
3.176702865E2,1.008752518E3
3.187451295E2,1.008752975E3
3.198199085E2,1.008755875E3
3.208946765E2,1.008758545E3
3.219694625E2,1.008760071E3
3.230442195E2,1.008760300E3
3.241189665E2,1.008760300E3
3.251937355E2,1.008755875E3
3.262685725E2,1.008751678E3
3.273433465E2,1.008745499E3
3.284181505E2,1.008739853E3
3.294929695E2,1.008736496E3
3.305677565E2,1.008735275E3
3.316425625E2,1.008735275E3
3.327173565E2,1.008735504E3
3.337921535E2,1.008736725E3
3.348669175E2,1.008737717E3
3.359416535E2,1.008737717E3
3.370164005E2,1.008736649E3
3.380911955E2,1.008736649E3
3.391660785E2,1.008736496E3
3.402409255E2,1.008735657E3
3.413157265E2,1.008735657E3
3.423905175E2,1.008736877E3
3.434653185E2,1.008736877E3
3.445401115E2,1.008735657E3
3.456149625E2,1.008735275E3
3.466897645E2,1.008731079E3
3.477645515E2,1.008727493E3
3.488394185E2,1.008720856E3
3.499142025E2,1.008714218E3
3.509889925E2,1.008709259E3
3.520637495E2,1.008707657E3
3.531385745E2,1.008707657E3
3.542133915E2,1.008709564E3
3.552881825E2,1.008714447E3
3.563630095E2,1.008720932E3
3.574378135E2,1.008723679E3
3.585125795E2,1.008728256E3
3.595873485E2,1.008733597E3
3.606621115E2,1.008737946E3
3.617369155E2,1.008739014E3
3.628116745E2,1.008742142E3
3.638864225E2,1.008742142E3
3.649612125E2,1.008739624E3
3.660359665E2,1.008736649E3
3.671107205E2,1.008733978E3
3.681855285E2,1.008731232E3
3.692603065E2,1.008731232E3
3.703351135E2,1.008731842E3
3.714098325E2,1.008732224E3
3.724845445E2,1.008734818E3
3.735593305E2,1.008735809E3
3.746341425E2,1.008736725E3
3.757089485E2,1.008737183E3
3.767837245E2,1.008739090E3
3.778585265E2,1.008740082E3
3.789333305E2,1.008740768E3
3.800081515E2,1.008744125E3
3.810829095E2,1.008745956E3
3.821576895E2,1.008746185E3
3.832324575E2,1.008746185E3
3.843072025E2,1.008745804E3
3.853819685E2,1.008741379E3
3.864567545E2,1.008735428E3
3.875315405E2,1.008728485E3
3.886063575E2,1.008720856E3
3.896811055E2,1.008714218E3
3.907558765E2,1.008706589E3
3.918306485E2,1.008701782E3
3.929054365E2,1.008698196E3
3.939802495E2,1.008696747E3
3.950550775E2,1.008696747E3
3.961299435E2,1.008699417E3
3.972047885E2,1.008703842E3
3.982796045E2,1.008707199E3
3.993544215E2,1.008714371E3
4.004292585E2,1.008719635E3
4.015040905E2,1.008723907E3
4.025788835E2,1.008726196E3
4.036537195E2,1.008727493E3
4.047285885E2,1.008727493E3
4.058034055E2,1.008725967E3
4.068781935E2,1.008725662E3
4.079529855E2,1.008725967E3
4.090277945E2,1.008727264E3
4.101026335E2,1.008728943E3
4.111775115E2,1.008733139E3
4.122522435E2,1.008734207E3
4.133270205E2,1.008734207E3
4.144018485E2,1.008733368E3
4.154767425E2,1.008731613E3
4.165515565E2,1.008727722E3
4.176263365E2,1.008724747E3
4.187011175E2,1.008724136E3
4.197758715E2,1.008724060E3
4.208506935E2,1.008724060E3
4.219255295E2,1.008725281E3
4.230003365E2,1.008725281E3
4.240750625E2,1.008723831E3
4.251497585E2,1.008721085E3
4.262245325E2,1.008717346E3
4.272992815E2,1.008712692E3
4.283740415E2,1.008712234E3
4.294488155E2,1.008712234E3
4.305235945E2,1.008713379E3
4.315983635E2,1.008716736E3
4.326731875E2,1.008719864E3
4.337480565E2,1.008722992E3
4.348228675E2,1.008726578E3
4.358976865E2,1.008729324E3
4.369725115E2,1.008732529E3
4.380473035E2,1.008736038E3
4.391222285E2,1.008739929E3
4.401970815E2,1.008742447E3
4.412718825E2,1.008742447E3
4.423466795E2,1.008739853E3
4.434215085E2,1.008739853E3
4.444962875E2,1.008740311E3
4.455710765E2,1.008741074E3
4.466458615E2,1.008741074E3
4.477206665E2,1.008741074E3
4.487954755E2,1.008747253E3
4.498702735E2,1.008747253E3
4.509450575E2,1.008747253E3
4.520198845E2,1.008746872E3
4.530947355E2,1.008745728E3
4.541695695E2,1.008743057E3
4.552443045E2,1.008738327E3
4.563190605E2,1.008731613E3
4.573938515E2,1.008726807E3
4.584685905E2,1.008722382E3
4.595433555E2,1.008719711E3
4.606181365E2,1.008719711E3
4.616929075E2,1.008720093E3
4.627676555E2,1.008722610E3
4.638424255E2,1.008726425E3
4.649172195E2,1.008730164E3
4.659920825E2,1.008736725E3
4.670668045E2,1.008740311E3
4.681414965E2,1.008743668E3
4.692162235E2,1.008745346E3
4.702909695E2,1.008745346E3
4.713657485E2,1.008745193E3
4.724405455E2,1.008744354E3
4.735153285E2,1.008742752E3
4.745901515E2,1.008740234E3
4.756649595E2,1.008737335E3
4.767397435E2,1.008735275E3
4.778145005E2,1.008734589E3
4.788892705E2,1.008734436E3
4.799639925E2,1.008734436E3
4.810387345E2,1.008736877E3
4.821135225E2,1.008737335E3
4.831883225E2,1.008737717E3
4.842631195E2,1.008737335E3
4.853379595E2,1.008736725E3
4.864127085E2,1.008734970E3
4.874874505E2,1.008733368E3
4.885622515E2,1.008732986E3
4.896370105E2,1.008731842E3
4.907117465E2,1.008731232E3
4.917865265E2,1.008731842E3
4.928612805E2,1.008733597E3
4.939360165E2,1.008733597E3
4.950107715E2,1.008732986E3
4.960854975E2,1.008732986E3
4.971602635E2,1.008733139E3
4.982350215E2,1.008733139E3
4.993097885E2,1.008732758E3
5.003845975E2,1.008732758E3
5.014593775E2,1.008733826E3
5.025341515E2,1.008733826E3
5.036089595E2,1.008733826E3
5.046837535E2,1.008734589E3
5.057584965E2,1.008734589E3
5.068332215E2,1.008734589E3
5.079079765E2,1.008734589E3
5.089827075E2,1.008737106E3
5.100574465E2,1.008737106E3
5.111322355E2,1.008737106E3
5.122070225E2,1.008739624E3
5.132817895E2,1.008741913E3
5.143565575E2,1.008742447E3
5.154313395E2,1.008744965E3
5.165061495E2,1.008744965E3
5.175809705E2,1.008744965E3
5.186557665E2,1.008743210E3
5.197305525E2,1.008742599E3
5.208052875E2,1.008743057E3
5.218800465E2,1.008742599E3
5.229548435E2,1.008743057E3
5.240296325E2,1.008744736E3
5.251043935E2,1.008744736E3
5.261791775E2,1.008741760E3
5.272539365E2,1.008741150E3
5.283287125E2,1.008740768E3
5.294034605E2,1.008738785E3
5.304782135E2,1.008733292E3
5.315529215E2,1.008731689E3
5.326276925E2,1.008730545E3
5.337024425E2,1.008727493E3
5.347771535E2,1.008727493E3
5.358518695E2,1.008730164E3
5.369266325E2,1.008731689E3
5.380014275E2,1.008733978E3
5.390762185E2,1.008739700E3
5.401509955E2,1.008739929E3
5.412257615E2,1.008741150E3
5.423005885E2,1.008744507E3
5.433754325E2,1.008748093E3
5.444502945E2,1.008748322E3
5.455251675E2,1.008749161E3
5.465999345E2,1.008750153E3
5.476747765E2,1.008751907E3
5.487495455E2,1.008751907E3
5.498243625E2,1.008750458E3
5.508991465E2,1.008750000E3
5.519739695E2,1.008749084E3
5.530488215E2,1.008746643E3
5.541236955E2,1.008743439E3
5.551985635E2,1.008741074E3
5.562733815E2,1.008741074E3
5.573482185E2,1.008741302E3
5.584230235E2,1.008741989E3
5.594978595E2,1.008743591E3
5.605726855E2,1.008743591E3
5.616474865E2,1.008746033E3
5.627222715E2,1.008746033E3
5.637970565E2,1.008744659E3
5.648718615E2,1.008744659E3
5.659466745E2,1.008744278E3
5.670214865E2,1.008744278E3
5.680962895E2,1.008744278E3
5.691710715E2,1.008743591E3
5.702458825E2,1.008743591E3
5.713206675E2,1.008743591E3
5.723955105E2,1.008742828E3
5.734703645E2,1.008741150E3
5.745452475E2,1.008741150E3
5.756200495E2,1.008740692E3
5.766949025E2,1.008739090E3
5.777697675E2,1.008737106E3
5.788445145E2,1.008735809E3
5.799193195E2,1.008734818E3
5.809941155E2,1.008733826E3
5.820690095E2,1.008733521E3
5.831438675E2,1.008733521E3
5.842187365E2,1.008735046E3
5.852936245E2,1.008735657E3
5.863685005E2,1.008736649E3
5.874432865E2,1.008735657E3
5.885181635E2,1.008734131E3
5.895930745E2,1.008733597E3
5.906679605E2,1.008733368E3
5.917427825E2,1.008732147E3
5.928176485E2,1.008729324E3
5.938925345E2,1.008726807E3
5.949674045E2,1.008725281E3
5.960422475E2,1.008721771E3
5.971170795E2,1.008715439E3
5.981918995E2,1.008714600E3
5.992667285E2,1.008713913E3
6.003415745E2,1.008713913E3
6.014163735E2,1.008713913E3
6.024911375E2,1.008715439E3
6.035659605E2,1.008718185E3
6.046407285E2,1.008719177E3
6.057154915E2,1.008720322E3
6.067902235E2,1.008721161E3
6.078649645E2,1.008721619E3
6.089397215E2,1.008723221E3
6.100144785E2,1.008724899E3
6.110892355E2,1.008726196E3
6.121639465E2,1.008727646E3
6.132387015E2,1.008729935E3
6.143134775E2,1.008729935E3
6.153882665E2,1.008729401E3
6.164630985E2,1.008729172E3
6.175378865E2,1.008729172E3
6.186127225E2,1.008729172E3
6.196875585E2,1.008729172E3
6.207623485E2,1.008727036E3
6.218371965E2,1.008727036E3
6.229119775E2,1.008727722E3
6.239867385E2,1.008727722E3
6.250615035E2,1.008725662E3
6.261362555E2,1.008724136E3
6.272109825E2,1.008724670E3
6.282857105E2,1.008723907E3
6.293604485E2,1.008723907E3
6.304351595E2,1.008722839E3
6.315098735E2,1.008721542E3
6.325846255E2,1.008721390E3
6.336593695E2,1.008721313E3
6.347341635E2,1.008721313E3
6.358089255E2,1.008722992E3
6.368837425E2,1.008722992E3
6.379585845E2,1.008722763E3
6.390333765E2,1.008720093E3
6.401080965E2,1.008720093E3
6.411828405E2,1.008720093E3
6.422575975E2,1.008719864E3
6.433323255E2,1.008719025E3
6.444070695E2,1.008717804E3
6.454818475E2,1.008716049E3
6.465566865E2,1.008714447E3
6.476314755E2,1.008713379E3
6.487061995E2,1.008712692E3
6.497810005E2,1.008710861E3
6.508557765E2,1.008709564E3
6.519305505E2,1.008708115E3
6.530053575E2,1.008704987E3
6.540801425E2,1.008704987E3
6.551549725E2,1.008704453E3
6.562297845E2,1.008704758E3
6.573045625E2,1.008704758E3
6.583794485E2,1.008704758E3
6.594542455E2,1.008703690E3
6.605289915E2,1.008702850E3
6.616037705E2,1.008699875E3
6.626785745E2,1.008698654E3
6.637533505E2,1.008695450E3
6.648281525E2,1.008695068E3
6.659029485E2,1.008694611E3
6.669777685E2,1.008693085E3
6.680525635E2,1.008691025E3
6.691273535E2,1.008690414E3
6.702021065E2,1.008688507E3
6.712768475E2,1.008687057E3
6.723516285E2,1.008687057E3
6.734263955E2,1.008689728E3
6.745011725E2,1.008689957E3
6.755759085E2,1.008693314E3
6.766507495E2,1.008693314E3
6.777254845E2,1.008693161E3
6.788002135E2,1.008693161E3
6.798749465E2,1.008693161E3
6.809496685E2,1.008690643E3
6.820244555E2,1.008690643E3
6.830991915E2,1.008687439E3
6.841739725E2,1.008683624E3
6.852487125E2,1.008677979E3
6.863234845E2,1.008674622E3
6.873982655E2,1.008671875E3
6.884730885E2,1.008671875E3
6.895479165E2,1.008674774E3
6.906227135E2,1.008675919E3
6.916975365E2,1.008678131E3
6.927723565E2,1.008679657E3
6.938471625E2,1.008679657E3
6.949219405E2,1.008676987E3
6.959967555E2,1.008676071E3
6.970715535E2,1.008674545E3
6.981462555E2,1.008673935E3
6.992210625E2,1.008673706E3
7.002958445E2,1.008673172E3
7.013706205E2,1.008673172E3
7.024454015E2,1.008672943E3
7.035201685E2,1.008672943E3
7.045949645E2,1.008672943E3
7.056697295E2,1.008673325E3
7.067444825E2,1.008673325E3
7.078191965E2,1.008673401E3
7.088939625E2,1.008674774E3
7.099687105E2,1.008674774E3
7.110434955E2,1.008675003E3
7.121182925E2,1.008674622E3
7.131931255E2,1.008673782E3
7.142678875E2,1.008672714E3
7.153426385E2,1.008672485E3
7.164173735E2,1.008672333E3
7.174921375E2,1.008670425E3
7.185669585E2,1.008670425E3
7.196417055E2,1.008668900E3
7.207164555E2,1.008665085E3
7.217912275E2,1.008663864E3
7.228659645E2,1.008663025E3
7.239407665E2,1.008663177E3
7.250155435E2,1.008663177E3
7.260903045E2,1.008663788E3
7.271650675E2,1.008663788E3
7.282398705E2,1.008663177E3
7.293146585E2,1.008661728E3
7.303894685E2,1.008660355E3
7.314642435E2,1.008656540E3
7.325389865E2,1.008656311E3
7.336137985E2,1.008655014E3
7.346886175E2,1.008654556E3
7.357634275E2,1.008650818E3
7.368381645E2,1.008649979E3
7.379128865E2,1.008646164E3
7.389876845E2,1.008645172E3
7.400624895E2,1.008644867E3
7.411373195E2,1.008644562E3
7.422121465E2,1.008643417E3
7.432869635E2,1.008642807E3
7.443617615E2,1.008639450E3
7.454365625E2,1.008636932E3
7.465113125E2,1.008636932E3
7.475860765E2,1.008637543E3
7.486608215E2,1.008641357E3
7.497355485E2,1.008644028E3
7.508103605E2,1.008645401E3
7.518851475E2,1.008647385E3
7.529599225E2,1.008649597E3
7.540347345E2,1.008650131E3
7.551095895E2,1.008651199E3
7.561843895E2,1.008652267E3
7.572591995E2,1.008652267E3
7.583340005E2,1.008648529E3
7.594088005E2,1.008646164E3
7.604835455E2,1.008638840E3
7.615582905E2,1.008630829E3
7.626330605E2,1.008626251E3
7.637078755E2,1.008624725E3
7.647826105E2,1.008624725E3
7.658574075E2,1.008628922E3
7.669322275E2,1.008633499E3
7.680070515E2,1.008639450E3
7.690818155E2,1.008642426E3
7.701565965E2,1.008643646E3
7.712313745E2,1.008644257E3
7.723061265E2,1.008643646E3
7.733808595E2,1.008642044E3
7.744555895E2,1.008642044E3
7.755303385E2,1.008641510E3
7.766050535E2,1.008641510E3
7.776798185E2,1.008640900E3
7.787545695E2,1.008640900E3
7.798293065E2,1.008640060E3
7.809040555E2,1.008638458E3
7.819787925E2,1.008638382E3
7.830535655E2,1.008637543E3
7.841283105E2,1.008634186E3
7.852030785E2,1.008631058E3
7.862778805E2,1.008629303E3
7.873526275E2,1.008628922E3
7.884274385E2,1.008629303E3
7.895022405E2,1.008630981E3
7.905770435E2,1.008631516E3
7.916519115E2,1.008634491E3
7.927268305E2,1.008634796E3
7.938016735E2,1.008635712E3
7.948764575E2,1.008635712E3
7.959512075E2,1.008635483E3
7.970259945E2,1.008633728E3
7.981007825E2,1.008629761E3
7.991755595E2,1.008624878E3
8.002502545E2,1.008620529E3
8.013250155E2,1.008616867E3
8.023997615E2,1.008613739E3
8.034744985E2,1.008613358E3
8.045492285E2,1.008613739E3
8.056239325E2,1.008614655E3
8.066986595E2,1.008616867E3
8.077734965E2,1.008616867E3
8.088483085E2,1.008616867E3
8.099231375E2,1.008616867E3
8.109979755E2,1.008619461E3
8.120727905E2,1.008620911E3
8.131476365E2,1.008623199E3
8.142224885E2,1.008625793E3
8.152972575E2,1.008628082E3
8.163721165E2,1.008628540E3
8.174469165E2,1.008628540E3
8.185216925E2,1.008628540E3
8.195964395E2,1.008627472E3
8.206711595E2,1.008626404E3
8.217459385E2,1.008626404E3
8.228206655E2,1.008627396E3
8.238954025E2,1.008628693E3
8.249702945E2,1.008630829E3
8.260451315E2,1.008631821E3
8.271199885E2,1.008632278E3
8.281948285E2,1.008632278E3
8.292695865E2,1.008628922E3
8.303444375E2,1.008628693E3
8.314192235E2,1.008628311E3
8.324940625E2,1.008627853E3
8.335688435E2,1.008627853E3
8.346436115E2,1.008628922E3
8.357183565E2,1.008628922E3
8.367931065E2,1.008628769E3
8.378678605E2,1.008628769E3
8.389426255E2,1.008628769E3
8.400174195E2,1.008629608E3
8.410921955E2,1.008629761E3
8.421669025E2,1.008629990E3
8.432416325E2,1.008630676E3
8.443163415E2,1.008631668E3
8.453910985E2,1.008632355E3
8.464657875E2,1.008632355E3
8.475405285E2,1.008630981E3
8.486153015E2,1.008629379E3
8.496900455E2,1.008627396E3
8.507648325E2,1.008627396E3
8.518395785E2,1.008628082E3
8.529142585E2,1.008628693E3
8.539890195E2,1.008629074E3
8.550637505E2,1.008630142E3
8.561384545E2,1.008630142E3
8.572131275E2,1.008628693E3
8.582878225E2,1.008628693E3
8.593625375E2,1.008628693E3
8.604372765E2,1.008628082E3
8.615120325E2,1.008628082E3
8.625867335E2,1.008628082E3
8.636615235E2,1.008626862E3
8.647362805E2,1.008626862E3
8.658110225E2,1.008627701E3
8.668857305E2,1.008627701E3
8.679604105E2,1.008627701E3
8.690351255E2,1.008628235E3
8.701098365E2,1.008628235E3
8.711845835E2,1.008627396E3
8.722593555E2,1.008627396E3
8.733340855E2,1.008626251E3
8.744088045E2,1.008626022E3
8.754835315E2,1.008623428E3
8.765582505E2,1.008619843E3
8.776329835E2,1.008616562E3
8.787077655E2,1.008610840E3
8.797825675E2,1.008605728E3
8.808572785E2,1.008602448E3
8.819320615E2,1.008598785E3
8.830067815E2,1.008598557E3
8.840815355E2,1.008598557E3
8.851562475E2,1.008602982E3
8.862310185E2,1.008604736E3
8.873057305E2,1.008606339E3
8.883803805E2,1.008610001E3
8.894550625E2,1.008610001E3
8.905297695E2,1.008607635E3
8.916044555E2,1.008605957E3
8.926791775E2,1.008605804E3
8.937538775E2,1.008605957E3
8.948286065E2,1.008607254E3
8.959033165E2,1.008609619E3
8.969779955E2,1.008612289E3
8.980527495E2,1.008614426E3
8.991274905E2,1.008617172E3
9.002021775E2,1.008618546E3
9.012768655E2,1.008618622E3
9.023516015E2,1.008620682E3
9.034263385E2,1.008621140E3
9.045010325E2,1.008621597E3
9.055757095E2,1.008622131E3
9.066504285E2,1.008623505E3
9.077250975E2,1.008623505E3
9.087997785E2,1.008623428E3
9.098744355E2,1.008622360E3
9.109491245E2,1.008621597E3
9.120238225E2,1.008618774E3
9.130984945E2,1.008617325E3
9.141731915E2,1.008617172E3
9.152478995E2,1.008614578E3
9.163226285E2,1.008613510E3
9.173973405E2,1.008612976E3
9.184719905E2,1.008612747E3
9.195465965E2,1.008612747E3
9.206212865E2,1.008614349E3
9.216959745E2,1.008618393E3
9.227706245E2,1.008620300E3
9.238453535E2,1.008625717E3
9.249200835E2,1.008625793E3
9.259948235E2,1.008626633E3
9.270695835E2,1.008626633E3
9.281443365E2,1.008626175E3
9.292191305E2,1.008624496E3
9.302938725E2,1.008619919E3
9.313685855E2,1.008615265E3
9.324433545E2,1.008604050E3
9.335181025E2,1.008599091E3
9.345928435E2,1.008591461E3
