"Time (s)","Temperature (°C)"
1.633189140E1,3.171093750E1
1.634978905E1,3.170312500E1
1.636767998E1,3.171093750E1
1.638557427E1,3.171093750E1
1.640346880E1,3.169531250E1
1.642136339E1,3.171093750E1
1.643924565E1,3.165234375E1
1.645714946E1,3.167968750E1
1.647503496E1,3.170703125E1
1.649294097E1,3.167578125E1
1.651083556E1,3.167968750E1
1.652872978E1,3.167968750E1
1.654662425E1,3.166406250E1
1.656451860E1,3.167187500E1
1.658241283E1,3.167187500E1
1.660029564E1,3.169921875E1
1.661819890E1,3.166015625E1
1.663609496E1,3.166406250E1
1.665399053E1,3.170703125E1
1.667188249E1,3.170312500E1
1.668977959E1,3.166015625E1
1.670767388E1,3.166406250E1
1.672556841E1,3.167187500E1
1.674345079E1,3.168359375E1
1.676135729E1,3.171875000E1
1.677923961E1,3.169531250E1
1.679714311E1,3.166015625E1
1.681504326E1,3.162890625E1
1.683293486E1,3.167968750E1
1.685082652E1,3.167187500E1
1.686872368E1,3.167187500E1
1.688661821E1,3.167968750E1
1.690451250E1,3.167187500E1
1.692240678E1,3.169921875E1
1.694029296E1,3.167968750E1
1.695819286E1,3.169531250E1
1.697609331E1,3.167968750E1
1.699398448E1,3.172656250E1
1.701187901E1,3.166015625E1
1.702977355E1,3.169140625E1
1.704766808E1,3.171093750E1
1.706556236E1,3.170312500E1
1.708345983E1,3.170312500E1
1.710134825E1,3.167578125E1
1.711923400E1,3.165625000E1
1.713713701E1,3.167968750E1
1.715503423E1,3.165625000E1
1.717292876E1,3.169140625E1
1.719082329E1,3.167968750E1
1.720870537E1,3.166015625E1
1.722661205E1,3.166406250E1
1.724450670E1,3.168359375E1
1.726238634E1,3.171093750E1
1.728027770E1,3.171093750E1
1.729818828E1,3.170312500E1
1.731607213E1,3.169531250E1
1.733397856E1,3.167578125E1
1.735187309E1,3.169921875E1
1.736976714E1,3.167578125E1
1.738766161E1,3.167187500E1
1.740555290E1,3.167968750E1
1.742345049E1,3.166406250E1
1.744134508E1,3.169140625E1
1.745923277E1,3.164453125E1
1.747713091E1,3.166406250E1
1.749502837E1,3.166406250E1
1.751292265E1,3.164062500E1
1.753081713E1,3.168359375E1
1.754871178E1,3.167968750E1
1.756660594E1,3.163281250E1
1.758450005E1,3.169140625E1
1.760238011E1,3.167968750E1
1.762027715E1,3.167968750E1
1.763818077E1,3.167578125E1
1.765608110E1,3.164843750E1
1.767397203E1,3.165625000E1
1.769186675E1,3.169140625E1
1.770976109E1,3.167968750E1
1.772765557E1,3.165234375E1
1.774554912E1,3.169140625E1
1.776344438E1,3.168750000E1
1.778133592E1,3.169531250E1
1.779923277E1,3.166796875E1
1.781712480E1,3.166406250E1
1.783502202E1,3.167968750E1
1.785291655E1,3.166406250E1
1.787079888E1,3.164843750E1
1.788870531E1,3.167187500E1
1.790659990E1,3.167968750E1
1.792449419E1,3.167968750E1
1.794238848E1,3.167968750E1
1.796027074E1,3.168359375E1
1.797817455E1,3.169531250E1
1.799607475E1,3.170312500E1
1.801396617E1,3.166796875E1
1.803186070E1,3.168359375E1
1.804975493E1,3.166015625E1
1.806764659E1,3.167187500E1
1.808554399E1,3.167968750E1
1.810342668E1,3.168359375E1
1.812133232E1,3.168750000E1
1.813921880E1,3.167968750E1
1.815711870E1,3.169531250E1
1.817501561E1,3.166015625E1
1.819291020E1,3.167187500E1
1.821080669E1,3.167187500E1
1.822869927E1,3.164062500E1
1.824659355E1,3.169140625E1
1.826448808E1,3.166015625E1
1.828238243E1,3.167968750E1
1.830026451E1,3.166406250E1
1.831816826E1,3.168359375E1
1.833606890E1,3.166796875E1
1.835395982E1,3.165625000E1
1.837185430E1,3.166406250E1
1.838974858E1,3.167968750E1
1.840764311E1,3.168359375E1
1.842553771E1,3.163281250E1
1.844343218E1,3.167187500E1
1.846132646E1,3.168359375E1
1.847921178E1,3.167968750E1
1.849711229E1,3.166015625E1
1.851501036E1,3.167968750E1
1.853290410E1,3.167968750E1
1.855079845E1,3.164843750E1
1.856867827E1,3.168359375E1
1.858658720E1,3.165234375E1
1.860446959E1,3.162890625E1
1.862237584E1,3.166406250E1
1.864025963E1,3.166406250E1
1.865816185E1,3.168359375E1
1.867606212E1,3.166015625E1
1.869395366E1,3.167968750E1
1.871184819E1,3.167187500E1
1.872974224E1,3.167968750E1
1.874763707E1,3.169140625E1
1.876553130E1,3.165234375E1
1.878342558E1,3.167968750E1
1.880131712E1,3.166406250E1
1.881921178E1,3.165625000E1
1.883710601E1,3.168359375E1
1.885500322E1,3.167578125E1
1.887289751E1,3.167187500E1
1.889079228E1,3.168359375E1
1.890868657E1,3.167968750E1
1.892658086E1,3.167578125E1
1.894447844E1,3.162890625E1
1.896236974E1,3.167187500E1
1.898025298E1,3.169140625E1
1.899815593E1,3.170312500E1
1.901605577E1,3.167968750E1
1.903394731E1,3.166796875E1
1.905184209E1,3.167968750E1
1.906972118E1,3.165625000E1
1.908763066E1,3.167968750E1
1.910552782E1,3.168359375E1
1.912341948E1,3.166796875E1
1.914131377E1,3.167187500E1
1.915919493E1,3.167968750E1
1.917709996E1,3.167187500E1
1.919499718E1,3.166406250E1
1.921289171E1,3.167187500E1
1.923078594E1,3.164843750E1
1.924868016E1,3.167187500E1
1.926657469E1,3.162890625E1
1.928446928E1,3.164843750E1
1.930236363E1,3.165625000E1
1.932025109E1,3.169921875E1
1.933814928E1,3.165234375E1
1.935604936E1,3.169140625E1
1.937394115E1,3.167578125E1
1.939183574E1,3.164843750E1
1.940973259E1,3.166406250E1
1.942762450E1,3.167187500E1
1.944551860E1,3.168359375E1
1.946341313E1,3.166796875E1
1.948130742E1,3.165625000E1
1.949919005E1,3.167187500E1
1.951709429E1,3.166406250E1
1.953499053E1,3.164062500E1
1.955288506E1,3.168359375E1
1.957077959E1,3.166015625E1
1.958867412E1,3.166406250E1
1.960657134E1,3.164843750E1
1.962446269E1,3.167968750E1
1.964235729E1,3.162890625E1
1.966023485E1,3.165625000E1
1.967814311E1,3.164843750E1
1.969604332E1,3.164843750E1
1.971393450E1,3.167968750E1
1.973182915E1,3.167187500E1
1.974972338E1,3.167187500E1
1.976761797E1,3.166406250E1
1.978551457E1,3.162890625E1
1.980339482E1,3.162109375E1
1.982130132E1,3.164062500E1
1.983918376E1,3.167187500E1
1.985708721E1,3.164843750E1
1.987498747E1,3.167187500E1
1.989287877E1,3.162109375E1
1.991077324E1,3.166406250E1
1.992866753E1,3.164062500E1
1.994656200E1,3.167187500E1
1.996445659E1,3.166406250E1
1.998235063E1,3.164843750E1
2.000022417E1,3.165625000E1
2.001813670E1,3.167187500E1
2.003603691E1,3.162890625E1
2.005392851E1,3.166406250E1
2.007182573E1,3.168359375E1
2.008971715E1,3.167578125E1
2.010761186E1,3.162109375E1
2.012550615E1,3.167968750E1
2.014340044E1,3.164062500E1
2.016129472E1,3.162109375E1
2.017917510E1,3.164843750E1
2.019708061E1,3.167968750E1
2.021497789E1,3.165625000E1
2.023287236E1,3.162890625E1
2.025076995E1,3.162890625E1
2.026864952E1,3.169140625E1
2.028655571E1,3.160156250E1
2.030445000E1,3.165625000E1
2.032234459E1,3.164843750E1
2.034022478E1,3.167187500E1
2.035813042E1,3.168359375E1
2.037603063E1,3.166015625E1
2.039392192E1,3.162890625E1
2.041181645E1,3.162890625E1
2.042971074E1,3.164062500E1
2.044760527E1,3.166406250E1
2.046549687E1,3.168359375E1
2.048339403E1,3.165234375E1
2.050127715E1,3.164843750E1
2.051917113E1,3.164843750E1
2.053706523E1,3.166406250E1
2.055497148E1,3.161328125E1
2.057286919E1,3.162109375E1
2.059076061E1,3.164062500E1
2.060865556E1,3.168359375E1
2.062654936E1,3.164453125E1
2.064444341E1,3.166406250E1
2.066233818E1,3.161328125E1
2.068022032E1,3.162890625E1
2.069812432E1,3.164062500E1
2.071602434E1,3.161328125E1
2.073390361E1,3.166406250E1
2.075181017E1,3.166406250E1
2.076970439E1,3.164062500E1
2.078759886E1,3.162890625E1
2.080549321E1,3.164843750E1
2.082338774E1,3.162890625E1
2.084127794E1,3.162109375E1
2.085917564E1,3.166406250E1
2.087706792E1,3.164843750E1
2.089496514E1,3.167187500E1
2.091285960E1,3.165625000E1
2.093075127E1,3.164843750E1
2.094864848E1,3.166406250E1
2.096654296E1,3.165625000E1
2.098443730E1,3.165625000E1
2.100231944E1,3.167187500E1
2.102022374E1,3.164062500E1
