"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.682831458E0,-2.440587580E-1,-6.890075654E-2,1.825171411E-1
2.692786458E0,-1.670933962E-1,-2.473223396E-2,1.715595573E-1
2.702741458E0,-1.171995699E-1,-6.990883499E-2,1.643596590E-1
2.712696458E0,-1.005209908E-1,-1.533781737E-1,1.576247811E-1
2.722652458E0,-8.015919477E-2,-2.269626558E-1,1.534175724E-1
2.732607458E0,-5.278749019E-2,-3.101789653E-1,1.449532509E-1
2.742562458E0,-3.586663678E-2,-3.464761376E-1,1.246893480E-1
2.752517458E0,-3.258429095E-2,-2.813328207E-1,9.142512828E-2
2.762472458E0,-4.005067796E-2,-2.174266726E-1,6.828750670E-2
2.772427458E0,-5.613989383E-2,-1.729843765E-1,6.645658612E-2
2.782382458E0,-8.163408190E-2,-1.650408357E-1,8.773964643E-2
2.792337458E0,-7.755012065E-2,-1.762948185E-1,9.615443647E-2
2.802292458E0,-7.441937923E-2,-1.542820930E-1,8.292595297E-2
2.812247458E0,-7.632140815E-2,-9.504088759E-2,8.447511494E-2
2.822202458E0,-8.294398338E-2,-2.415876463E-2,8.837226033E-2
2.832157458E0,-1.039011925E-1,4.727147520E-2,8.953872323E-2
2.842112458E0,-1.044734865E-1,1.502031088E-1,7.091546804E-2
2.852067458E0,-1.130584553E-1,1.767138094E-1,2.965644561E-2
2.862022458E0,-1.332116276E-1,1.039250195E-1,-1.693560928E-2
2.871978458E0,-1.807895303E-1,1.092264056E-2,-3.072412685E-2
2.881933458E0,-2.269636542E-1,-5.388266221E-2,-7.339134067E-2
2.891888458E0,-2.504010797E-1,-6.600616872E-2,-1.143765897E-1
2.901843458E0,-2.629859149E-1,-3.389062360E-2,-1.100709215E-1
2.911798458E0,-2.928405106E-1,6.570281088E-2,-9.675858170E-2
2.921753458E0,-3.220847547E-1,1.420619935E-1,-1.045833603E-1
2.931708458E0,-3.486748040E-1,1.452106535E-1,-1.297464967E-1
2.941663458E0,-3.666167259E-1,1.932877600E-1,-1.313205361E-1
2.951618458E0,-3.854484558E-1,4.048175812E-1,-1.280355155E-1
2.961573458E0,-3.752757907E-1,6.374933720E-1,-1.223467961E-1
2.971528458E0,-3.114752173E-1,6.756045818E-1,-1.369259953E-1
2.981483458E0,-2.046598941E-1,4.890679419E-1,-1.771405786E-1
2.991438458E0,-1.109437943E-1,2.413676083E-1,-2.144245654E-1
3.001393458E0,-8.893993497E-2,2.270118333E-2,-2.421639562E-1
3.011349458E0,-1.443603188E-1,-1.353827268E-1,-2.676405311E-1
3.021304458E0,-2.507156730E-1,-2.041758150E-1,-2.605901062E-1
3.031259458E0,-3.257691562E-1,-1.790619344E-1,-2.299914658E-1
3.041214458E0,-3.368212581E-1,-6.453055888E-2,-2.017968446E-1
3.051169458E0,-3.082455397E-1,1.260369867E-1,-1.724301726E-1
3.061122542E0,-2.861662805E-1,2.251411974E-1,-1.310161054E-1
3.071077542E0,-2.979283929E-1,1.919701844E-1,-1.115334854E-1
3.081032542E0,-3.379519284E-1,9.646389633E-2,-1.298706383E-1
3.090987542E0,-4.037761986E-1,-9.669200517E-3,-1.552614868E-1
3.100942542E0,-4.538474083E-1,-4.895680398E-2,-1.957353204E-1
3.110897542E0,-3.994528949E-1,-8.011500351E-3,-1.982946098E-1
3.120852542E0,-3.007623255E-1,3.478897363E-2,-1.284042597E-1
3.130807542E0,-1.439551413E-1,1.520772427E-1,-2.204266936E-2
3.140762542E0,-2.548411489E-2,-2.659719884E-1,2.376309335E-1
3.150717542E0,-7.324205339E-2,-8.151310086E-1,5.323062539E-1
3.160673542E0,-1.642954201E-1,-6.468232274E-1,6.662332416E-1
3.170628542E0,-1.211026683E-1,1.532598585E-1,6.075289249E-1
3.180583542E0,-1.455247775E-2,7.837749720E-1,5.292677283E-1
3.190538542E0,-7.334495336E-2,8.953169584E-1,4.536674917E-1
3.200493542E0,-2.607946098E-1,8.760373592E-1,3.294661343E-1
3.210448542E0,-4.106922150E-1,9.108725786E-1,1.581713557E-1
3.220403542E0,-4.511451125E-1,9.288468957E-1,5.343575776E-2
3.230358542E0,-4.302563369E-1,8.759178519E-1,2.503794059E-2
3.240313542E0,-3.933952451E-1,7.102641463E-1,4.761989787E-2
3.250268542E0,-3.510680199E-1,3.802713156E-1,7.836022973E-2
3.260223542E0,-3.088446856E-1,-2.251834795E-2,1.261068583E-1
3.270178542E0,-2.448736727E-1,-2.696916759E-1,1.722575724E-1
3.280133542E0,-1.839692742E-1,-2.754620910E-1,2.123974711E-1
3.290088542E0,-1.361258477E-1,-6.481428444E-2,2.507459223E-1
3.300043542E0,-9.447109699E-2,2.590265572E-1,2.447347939E-1
3.309999542E0,-6.470894068E-2,5.121672153E-1,1.706927866E-1
3.319954542E0,-5.806599557E-2,6.954712868E-1,1.647349894E-1
3.329909542E0,-9.258269519E-2,7.650104165E-1,1.477733105E-1
3.339864542E0,-1.195718274E-1,4.981136322E-1,-3.386541829E-2
3.349819542E0,-9.375460446E-2,1.757973731E-1,-2.239629179E-1
3.359774542E0,-5.024322495E-2,1.970241964E-2,-3.067854345E-1
3.369729542E0,-4.575233907E-2,-7.610080391E-2,-3.274885714E-1
3.379684542E0,-4.983860627E-2,-2.086127251E-1,-3.446021676E-1
3.389639542E0,-6.825809181E-2,-3.406884670E-1,-3.865240514E-1
3.399594542E0,-7.795669883E-2,-3.856713474E-1,-4.275928140E-1
3.409549542E0,-5.079778284E-2,-3.392657638E-1,-4.106785357E-1
3.419504542E0,6.571851205E-3,-2.824489176E-1,-3.376613259E-1
3.429459542E0,4.856404290E-2,-2.109582126E-1,-2.758858204E-1
3.439414542E0,7.266426086E-2,-1.536124945E-1,-2.184301764E-1
3.449369542E0,9.796881676E-2,-1.099052206E-1,-1.689353287E-1
3.459325542E0,1.095541865E-1,-8.732863516E-2,-1.566823721E-1
3.469280542E0,1.171828136E-1,5.864426494E-3,-1.660044938E-1
3.479235542E0,1.211767197E-1,1.092034057E-1,-1.665075272E-1
3.489190542E0,1.190483198E-1,1.294104010E-1,-1.545190364E-1
3.499145542E0,1.063047796E-1,6.511665881E-2,-1.075811461E-1
3.509100542E0,8.935349435E-2,-7.891321927E-2,-4.336114600E-2
