"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.701859527174000E9,"2023-12-06 19:45:27.174 UTC+09:00"
"PAUSE",1.781487279625027E3,1.701861308614000E9,"2023-12-06 20:15:08.614 UTC+09:00"
