"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.032711167E0,-2.407309209E0,1.902607082E0,8.407053575E-3
2.042669167E0,-1.707738388E0,2.531958106E0,1.825828171E-1
2.052627167E0,-7.667874885E-1,3.220944005E0,-8.139675021E-2
2.062585167E0,-1.562465485E0,3.710362387E0,6.370073676E-1
2.072543167E0,-2.369554322E0,3.268289202E0,1.401613845E0
2.082500167E0,-2.077414564E0,2.031685245E0,1.403605406E0
2.092458167E0,-2.822899477E0,1.828894158E0,1.739053152E0
2.102416167E0,-2.931972853E0,2.143077042E0,2.174202940E0
2.112374167E0,-2.485443213E0,2.325023682E0,1.765860296E0
2.122332167E0,-2.173754459E0,1.910901650E0,8.128003979E-1
2.132290167E0,-1.587393919E0,1.389361881E0,-9.271836305E-1
2.142247167E0,-1.459385505E0,2.172021052E0,-2.446010760E0
2.152205167E0,-1.983569677E0,1.418333665E0,-1.698676958E0
2.162163167E0,-1.357284933E0,-6.498969698E-1,-3.810596819E-1
2.172121167E0,-3.037757170E-1,-2.218023729E0,1.103449116E0
2.182079167E0,-1.106182104E-1,-2.632540448E0,1.530142661E0
2.192037167E0,-2.406322199E-1,-2.817425314E0,5.650350134E-1
2.201994167E0,-1.788329977E-1,-3.328735671E0,-1.276809704E-1
2.211952167E0,-4.824654579E-2,-2.529263124E0,-4.115517421E-1
2.221910167E0,2.946289176E-1,-1.701869830E0,-1.161560061E0
2.231868167E0,1.453708443E0,-2.483895747E0,-1.604598913E0
2.241826167E0,2.452335693E0,-2.291945983E0,-1.329527031E0
2.251784167E0,1.960877802E0,3.914044297E-1,-4.743846059E-2
2.261742167E0,1.513326654E0,8.246027103E-1,-3.145569594E-1
2.271699167E0,8.294240320E-1,4.170848161E-1,-8.751292317E-1
2.281657167E0,2.252183747E-1,-4.157779634E-2,-8.970831876E-1
2.291615167E0,-2.288132429E-2,-4.679930145E-1,-7.106669359E-1
2.301573167E0,-2.713254243E-1,-9.270813042E-1,-5.870908570E-1
2.311531167E0,-4.897633678E-1,-1.344593552E0,5.283997223E-2
2.321489167E0,-9.901984888E-1,-1.493430333E0,-5.852291036E-1
2.331446167E0,-1.198439473E0,-1.370844626E0,-9.086815783E-1
2.341404167E0,-9.417291641E-1,-1.270421621E0,-4.780242053E-1
2.351362167E0,-6.379265499E-1,-1.207020847E0,9.343850613E-2
2.361320167E0,-2.030369622E-1,-1.175598494E0,1.436077626E-1
2.371278167E0,-1.974604726E-3,-7.718120009E-1,4.361569718E-2
2.381236167E0,-5.829440117E-2,-2.071680200E-1,3.693007851E-1
2.391193167E0,-1.203234190E-1,1.142861688E-1,8.069201455E-1
2.401151167E0,-3.424147028E-1,8.500331283E-2,1.154953730E0
2.411109167E0,-4.354041427E-1,-6.467020512E-2,1.279720448E0
2.421067167E0,2.175924361E-2,-1.874880463E-1,1.031830080E0
2.431025167E0,3.191205651E-1,-1.546875054E-1,5.415525953E-1
2.440983167E0,4.314537638E-1,1.313892746E-1,-3.666087270E-2
2.450940167E0,6.665931094E-1,6.996912736E-1,-3.784576710E-1
2.460898167E0,1.190318860E0,1.486216623E0,-7.356441946E-1
2.470856167E0,3.182079316E0,3.978641412E0,-9.467633244E-1
2.480814167E0,3.405823023E0,4.229962927E0,-8.027616057E-1
2.490772167E0,1.944517293E0,2.680416865E0,-3.077623487E-1
2.500730167E0,5.995419180E-1,1.138927681E0,4.967152686E-1
2.510687167E0,9.021727502E-2,-2.290922720E0,9.821205604E-1
2.520645167E0,-2.169901729E-3,-4.902782736E0,3.431836116E-1
2.530603167E0,-5.291133749E-1,-3.562490396E0,-7.018554743E-1
2.540561167E0,-8.345625651E-1,-6.083618581E-2,-7.110307789E-1
2.550519167E0,3.222757226E-1,2.319333757E0,-3.767920916E-1
2.560477167E0,1.789244481E0,3.217648514E0,-8.746864513E-2
2.570435167E0,1.224296445E0,2.378063775E0,1.157818866E-1
2.580392167E0,1.677887768E-1,1.795535501E0,-2.710042660E-1
2.590350167E0,-3.470965683E-2,2.211220493E0,-6.206901276E-1
2.600308167E0,-1.758257747E-3,3.262132961E0,-1.043808393E-1
2.610266167E0,-9.618108416E-1,3.009035062E0,5.748621364E-1
2.620224167E0,-2.094235834E0,1.506259124E0,7.274347039E-1
2.630182167E0,-2.741476414E0,-3.110046297E-1,4.485901988E-1
2.640139167E0,-2.428270308E0,-1.924032158E-1,3.377994955E-1
2.650097167E0,-1.539623337E0,2.130341222E0,4.687081289E-1
2.660055167E0,-1.612488707E0,3.287420415E0,5.371627982E-1
2.670013167E0,-1.562385086E0,3.849393387E0,5.665507579E-1
2.679971167E0,-1.107769916E0,4.485206169E0,5.348224501E-1
2.689929167E0,-4.801104918E-1,6.112045990E0,3.795427680E-2
