"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.733976417E0,-1.484134293E1,4.252777863E1,1.555926514E1
1.743934417E0,-1.486146927E1,4.260784149E1,1.566755676E1
1.753892417E0,-1.468490219E1,4.284965515E1,1.537803650E1
1.763850417E0,-1.462147141E1,4.262080383E1,1.491539001E1
1.773807417E0,-1.425011826E1,4.244377899E1,1.531106567E1
1.783765417E0,-1.406911850E1,4.259168243E1,1.555566406E1
1.793723417E0,-1.378694534E1,4.274266815E1,1.581072998E1
1.803681417E0,-1.343524551E1,4.260825348E1,1.595483398E1
1.813639417E0,-1.344760513E1,4.261508179E1,1.642909241E1
1.823597417E0,-1.355309677E1,4.231864929E1,1.709565735E1
1.833555417E0,-1.361587143E1,4.188130951E1,1.726907349E1
1.843512417E0,-1.377157211E1,4.181304932E1,1.801142883E1
1.853470417E0,-1.411835861E1,4.143107605E1,1.862733459E1
1.863428417E0,-1.420637894E1,4.140740204E1,1.882301331E1
1.873386417E0,-1.469533157E1,4.114106750E1,1.888156128E1
1.883344167E0,-1.528094101E1,4.076177979E1,1.882397461E1
1.893302167E0,-1.606231308E1,4.052793884E1,1.957226562E1
1.903259167E0,-1.690607071E1,3.980294037E1,1.976547241E1
1.913217167E0,-1.829893875E1,3.929757690E1,1.945060730E1
1.923175167E0,-1.934126663E1,3.886930847E1,1.987593079E1
1.933133167E0,-2.058992386E1,3.814889526E1,2.000543213E1
1.943091167E0,-2.160474777E1,3.757256317E1,1.987893677E1
1.953049167E0,-2.285905838E1,3.692810059E1,2.008123779E1
1.963006167E0,-2.413951492E1,3.640037537E1,1.984614563E1
1.972964167E0,-2.499877548E1,3.582118225E1,1.970088196E1
1.982922167E0,-2.572495651E1,3.544031525E1,1.906224060E1
1.992880167E0,-2.597837448E1,3.532923889E1,1.881130981E1
2.002838167E0,-2.605133438E1,3.529062653E1,1.845173645E1
2.012796167E0,-2.625392532E1,3.557384491E1,1.806375122E1
2.022753167E0,-2.608115005E1,3.573299408E1,1.750444031E1
2.032711167E0,-2.625989151E1,3.611758423E1,1.725582886E1
2.042669167E0,-2.627959824E1,3.613465881E1,1.734486389E1
2.052627167E0,-2.622546005E1,3.597133636E1,1.734382629E1
2.062585167E0,-2.661194992E1,3.585792542E1,1.759165955E1
2.072543167E0,-2.694619370E1,3.549751282E1,1.774244690E1
2.082500167E0,-2.697398758E1,3.542769623E1,1.783186340E1
2.092458167E0,-2.706893539E1,3.526282501E1,1.791488647E1
2.102416167E0,-2.697395706E1,3.519389343E1,1.797373962E1
2.112374167E0,-2.676863480E1,3.513593292E1,1.792749023E1
2.122332167E0,-2.668823624E1,3.529933167E1,1.807708740E1
2.132290167E0,-2.652472305E1,3.572760773E1,1.810841370E1
2.142247167E0,-2.608953476E1,3.589770508E1,1.822042847E1
2.152205167E0,-2.560586166E1,3.585969543E1,1.849862671E1
2.162163167E0,-2.490273666E1,3.608512115E1,1.878498840E1
2.172121167E0,-2.473116684E1,3.629444885E1,1.862403870E1
2.182079167E0,-2.439920425E1,3.681220245E1,1.906175232E1
2.192037167E0,-2.431147385E1,3.695320892E1,1.808992004E1
2.201994167E0,-2.387182999E1,3.766392517E1,1.797415161E1
2.211952167E0,-2.353311539E1,3.765660095E1,1.788035583E1
2.221910167E0,-2.311914444E1,3.830287170E1,1.770605469E1
2.231868167E0,-2.290542221E1,3.851499176E1,1.733744812E1
2.241826167E0,-2.229070663E1,3.898559570E1,1.709236145E1
2.251784167E0,-2.150322342E1,3.926730347E1,1.651545715E1
2.261742167E0,-2.053934097E1,3.987817383E1,1.631738281E1
2.271699167E0,-1.930157852E1,4.030492401E1,1.633396912E1
2.281657167E0,-1.848958969E1,4.113992310E1,1.628610229E1
2.291615167E0,-1.723857498E1,4.133797455E1,1.666825867E1
2.301573167E0,-1.624805069E1,4.186019897E1,1.707878113E1
2.311531167E0,-1.525857925E1,4.202123260E1,1.717446899E1
2.321489167E0,-1.423484421E1,4.233744049E1,1.786669922E1
2.331446167E0,-1.346850204E1,4.225945282E1,1.808232117E1
2.341404167E0,-1.241725540E1,4.262476349E1,1.849572754E1
2.351362167E0,-1.165505600E1,4.264117432E1,1.858064270E1
2.361320167E0,-1.079986191E1,4.260961914E1,1.913880920E1
2.371278167E0,-1.002115250E1,4.262922668E1,1.947856140E1
2.381236167E0,-9.465961456E0,4.258876038E1,1.947677612E1
2.391193167E0,-8.945331573E0,4.257424164E1,1.928709412E1
2.401151167E0,-8.784420013E0,4.284668732E1,1.936595154E1
2.411109167E0,-8.262607574E0,4.270793152E1,1.943421936E1
2.421067167E0,-8.051654816E0,4.290661621E1,1.922308350E1
2.431025167E0,-7.402667999E0,4.326917267E1,1.903849792E1
2.440983167E0,-6.654903412E0,4.346005249E1,1.883456421E1
2.450940167E0,-6.216381073E0,4.374741364E1,1.844442749E1
2.460898167E0,-5.865207672E0,4.382455444E1,1.851850891E1
2.470856167E0,-5.119915009E0,4.398597717E1,1.814295959E1
2.480814167E0,-4.957378387E0,4.385548401E1,1.785249329E1
2.490772167E0,-4.909954071E0,4.407538605E1,1.735841370E1
2.500730167E0,-5.170009613E0,4.431901550E1,1.684341431E1
2.510687167E0,-5.350826263E0,4.432331848E1,1.644746399E1
2.520645167E0,-5.420162201E0,4.446179962E1,1.605966187E1
2.530603167E0,-4.804996490E0,4.467955780E1,1.568154907E1
2.540561167E0,-4.262973785E0,4.461687469E1,1.528721619E1
2.550519167E0,-3.333484650E0,4.455895233E1,1.544966125E1
2.560477167E0,-2.612049103E0,4.457908630E1,1.527526855E1
2.570435167E0,-1.755687714E0,4.475050354E1,1.551782227E1
2.580392167E0,-1.302486420E0,4.469666290E1,1.532200623E1
2.590350167E0,-6.305122375E-1,4.492734528E1,1.515069580E1
2.600308167E0,-4.155883789E-1,4.502712250E1,1.485089111E1
2.610266167E0,-1.420021057E-1,4.503967285E1,1.453483582E1
2.620224167E0,1.821594238E-1,4.524467468E1,1.394187927E1
2.630182167E0,3.883056641E-1,4.513829803E1,1.367910767E1
2.640139167E0,1.284561157E0,4.535350037E1,1.286236572E1
2.650097167E0,2.563968658E0,4.555432129E1,1.282485962E1
2.660055167E0,3.840892792E0,4.546623230E1,1.220288086E1
2.670013167E0,5.134536743E0,4.545532990E1,1.195928955E1
2.679971167E0,6.551059723E0,4.532443237E1,1.161161804E1
2.689929167E0,7.834972382E0,4.548505402E1,1.104786682E1
