"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.219874475E2,3.466798387E1,1.353932062E2,1.387355008E1,2.777441716E-2,NaN,4.745398688E0,3.362399191E0
2.229874464E2,3.466798180E1,1.353932073E2,1.404374209E1,1.070743196E-1,NaN,4.759812714E0,3.341963489E0
2.239874456E2,3.466798242E1,1.353932075E2,1.426059409E1,0.000000000E0,NaN,4.764033097E0,3.335944496E0
2.249874452E2,3.466798242E1,1.353932075E2,1.426059409E1,0.000000000E0,NaN,4.767545593E0,3.330922702E0
2.259874448E2,3.466798182E1,1.353932085E2,1.414472258E1,2.201433123E-2,NaN,4.751041305E0,3.354421493E0
2.269874440E2,3.466798094E1,1.353932066E2,1.444852583E1,5.457822369E-2,NaN,4.754932195E0,3.348903829E0
2.279874430E2,3.466798089E1,1.353932041E2,1.424455598E1,4.761195232E-2,NaN,4.751554996E0,3.353693807E0
2.289874430E2,3.466798047E1,1.353932035E2,1.421651754E1,4.116452149E-2,NaN,4.751544505E0,3.353708671E0
2.299874425E2,3.466797913E1,1.353932065E2,1.438940491E1,6.022842697E-2,NaN,4.751606824E0,3.353620376E0
2.309874412E2,3.466797778E1,1.353932076E2,1.431672411E1,5.347757928E-2,NaN,4.747414764E0,3.359552067E0
2.319874412E2,3.466797446E1,1.353932088E2,1.445489448E1,3.788929899E-2,NaN,4.746391822E0,3.360997130E0
2.329874403E2,3.466797667E1,1.353932085E2,1.431009096E1,3.942901966E-2,NaN,4.743929678E0,3.364471465E0
2.339874402E2,3.466797746E1,1.353932085E2,1.461179653E1,4.584120756E-2,NaN,4.745470239E0,3.362298209E0
2.349874396E2,3.466797746E1,1.353932088E2,1.461749990E1,7.296536220E-2,NaN,4.750007682E0,3.355884988E0
2.359874393E2,3.466797266E1,1.353932100E2,1.467023815E1,4.874595839E-2,NaN,4.741374686E0,3.368071127E0
2.369874386E2,3.466797826E1,1.353932070E2,1.446213430E1,4.053281625E-1,NaN,4.738826193E0,3.371655876E0
2.379874375E2,3.466797902E1,1.353932098E2,1.413279565E1,3.643218191E-1,NaN,4.741530925E0,3.367851173E0
2.389874368E2,3.466797733E1,1.353932075E2,1.400645917E1,3.733065442E-1,NaN,4.747155040E0,3.359919056E0
2.399874363E2,3.466797343E1,1.353932102E2,1.403473122E1,2.376650293E-1,NaN,4.755932932E0,3.347482484E0
