"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
3.105739617E1,3.510165663E1,1.373581634E2,4.214413931E2,1.202551079E1,1.197800446E2,4.961860657E1,6.388516617E1
3.205712380E1,3.510160127E1,1.373583253E2,4.271388896E2,1.132312870E1,1.226707993E2,4.335230637E1,4.412263870E1
3.305139296E1,3.510154135E1,1.373583952E2,4.262029922E2,1.132312870E1,1.226707993E2,4.429026031E1,4.083650208E1
3.429251556E1,3.510140719E1,1.373584755E2,4.344183286E2,1.115475941E1,1.226707993E2,4.056830978E1,3.737456131E1
3.633385918E1,3.510115160E1,1.373585430E2,4.465089944E2,1.022633743E1,1.226707993E2,4.046003342E1,3.287193680E1
3.733386518E1,3.510101957E1,1.373585627E2,4.452617388E2,1.045123863E1,1.423032532E2,3.986918640E1,3.179431343E1
3.833388818E1,3.510090880E1,1.373585781E2,4.431928731E2,1.081190777E1,1.499588776E2,3.893928146E1,3.121850967E1
