"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.642640106E0,3.184676170E-4,-5.427259952E-3,-2.262878418E-2
1.660537324E0,-1.775938272E-2,-2.858173102E-3,-3.063201904E-2
1.678434360E0,8.387029171E-3,7.528338581E-3,-3.956222534E-2
1.696325719E0,-6.832420826E-3,1.307703555E-3,-2.418327332E-2
1.714210120E0,5.504846573E-3,-3.380067647E-4,-2.753162384E-2
1.732094095E0,-4.246950150E-3,-5.779340863E-4,-3.315162659E-2
1.750008463E0,-6.504654884E-3,-8.351128548E-3,-2.637767792E-2
1.767902875E0,-3.032445908E-3,-2.678744495E-3,-2.325534821E-2
1.785797103E0,-4.759907722E-3,-1.822762191E-3,-2.578353882E-2
1.803691087E0,-1.585233212E-2,2.440564334E-3,-2.797698975E-2
1.821585619E0,-7.284283638E-4,-1.546598971E-3,-3.465461731E-2
1.839479908E0,-3.377795219E-3,-9.812775999E-3,-2.657032013E-2
1.857374258E0,2.425909042E-5,-5.882509053E-3,-2.818202972E-2
1.875268303E0,-1.128274202E-2,-2.719983459E-4,-2.135181427E-2
1.893162836E0,-3.790974617E-3,-2.034973353E-3,-1.697540283E-2
1.911056758E0,-6.655514240E-3,-6.256915629E-3,-1.581096649E-2
1.928951169E0,5.901157856E-3,-3.639943898E-4,-2.854061127E-2
1.946845398E0,-1.870924234E-2,3.395609558E-3,-2.587699890E-2
1.964739626E0,5.468130112E-3,3.318380564E-3,-3.206062317E-2
1.982637089E0,-5.816757679E-3,1.051750034E-3,-2.772712708E-2
2.000528325E0,-3.389358521E-3,-4.851706326E-3,-2.292537689E-2
2.018422980E0,-1.076447964E-2,2.272084355E-3,-2.692699432E-2
2.036316903E0,4.627108574E-3,-2.225298434E-3,-2.465057373E-2
2.054211192E0,3.693282604E-3,-8.742660284E-4,-2.190208435E-2
2.072096448E0,-3.837943077E-3,-5.398534238E-3,-6.583213806E-3
2.089999708E0,-1.637428999E-2,-5.710259080E-3,-2.018737793E-2
2.107893814E0,2.163708210E-3,-6.980214268E-3,-2.980518341E-2
2.125790972E0,-6.924748421E-3,5.584657192E-3,-2.016448975E-2
2.143667073E0,-1.019716263E-3,4.895776510E-4,-2.774810791E-2
2.161576681E0,-1.868164539E-2,-1.439254731E-3,-3.536415100E-2
2.179471153E0,-8.468031883E-4,-4.544481635E-5,-2.014636993E-2
2.197365442E0,-3.516077995E-4,3.470726311E-3,-2.373123169E-2
2.215245082E0,-6.911933422E-3,-2.544887364E-3,-2.672386169E-2
2.233153776E0,-9.847462177E-3,1.718778163E-3,-2.567195892E-2
2.251048064E0,6.479144096E-3,3.784019500E-3,-2.674102783E-2
2.268948151E0,-1.581811905E-2,-5.798853934E-3,-2.297973633E-2
2.286836703E0,1.524329185E-3,-3.052897751E-3,-3.653335571E-2
2.304730932E0,-2.109587193E-3,-1.213567331E-2,-2.819442749E-2
2.322621315E0,6.051540375E-3,-4.564896226E-4,-2.116584778E-2
2.340519753E0,-6.353139877E-3,-1.312013716E-3,-3.563880920E-2
2.358416606E0,-6.249308586E-3,-6.093561649E-3,-4.308700562E-2
2.376308148E0,3.555297852E-3,1.574464142E-3,-2.832889557E-2
2.394202376E0,-1.428753138E-2,7.905993611E-3,-2.155303955E-2
2.412096726E0,5.389928818E-3,-1.228835434E-3,-3.839969635E-2
2.429990709E0,-1.815074682E-2,-5.202330649E-4,-3.066158295E-2
2.447885242E0,-2.615094185E-3,5.197037011E-3,-2.172374725E-2
2.465782828E0,-1.268917322E-2,-9.351816028E-3,-2.881717682E-2
2.483673760E0,2.954542637E-3,-1.305995136E-2,-3.767395020E-2
2.501564874E0,-2.045392990E-2,-1.292105764E-3,-3.339099884E-2
2.519462703E0,-3.602325916E-3,1.134768128E-3,-2.261924744E-2
2.537356748E0,3.361105919E-4,-1.073554158E-4,-1.925373077E-2
2.555253784E0,-6.029427052E-3,4.346285015E-3,-1.788425446E-2
2.573134340E0,-1.640915871E-3,3.027178347E-3,-2.353954315E-2
2.591039614E0,-1.303577423E-2,1.227915287E-3,-1.317596436E-2
2.608937810E0,-7.020592690E-3,-2.547468990E-3,-1.604747772E-2
2.626827338E0,-3.499984741E-3,-1.442741603E-3,-1.706981659E-2
2.644722177E0,-1.113128662E-2,-6.964735687E-3,-2.051830292E-2
2.662614696E0,-4.227876663E-3,7.598605007E-3,-1.814270020E-2
2.680511059E0,-4.941344261E-3,1.904614270E-2,-8.478164673E-3
2.698408034E0,-9.041786194E-3,3.962381929E-2,-1.361179352E-2
2.716284439E0,-1.761597395E-2,3.823134303E-2,-1.262855530E-2
2.734193682E0,3.027379513E-3,4.801681265E-2,-1.658725739E-2
2.752088215E0,-1.177936792E-2,4.530746117E-2,-1.063728333E-2
2.769982137E0,-1.336622238E-2,4.477597401E-2,-2.045345306E-2
2.787876487E0,-8.486449718E-3,6.681055576E-2,-6.471633911E-3
2.805770776E0,3.110289574E-3,8.196136355E-2,5.307197571E-3
2.823665005E0,-1.277327538E-2,8.478976786E-2,-1.623058319E-2
2.841559354E0,-1.116025448E-2,1.065288335E-1,4.477500916E-3
2.859453948E0,-2.133625746E-2,1.158341542E-1,-1.974391937E-2
2.877347932E0,-9.676218033E-4,1.244214326E-1,-1.093864441E-2
2.895244113E0,5.957722664E-3,1.225385293E-1,-2.246856689E-2
2.913136815E0,-1.522272825E-2,1.339570880E-1,-3.271484375E-2
2.931030798E0,-5.465990305E-2,1.238209605E-1,2.023029327E-2
2.948913430E0,4.063850641E-2,1.060606390E-1,-7.445240021E-2
2.966819621E0,-3.180664778E-2,1.229573190E-1,-4.385948181E-2
2.984713971E0,-3.330349922E-2,1.013127714E-1,9.799957275E-3
3.002607955E0,-3.154927492E-2,9.573718905E-2,-6.281948090E-2
3.020502243E0,4.960680008E-2,1.137425601E-1,-5.807876587E-3
3.038399828E0,-7.740080357E-3,1.236138940E-1,-5.755615234E-2
3.056290882E0,-4.701894522E-2,9.188561141E-2,-4.838562012E-2
3.074185354E0,-1.953756809E-2,6.443096697E-2,-5.675315857E-2
3.092079704E0,-2.387708426E-2,4.120982066E-2,-6.920528412E-2
3.109973931E0,2.612853050E-2,1.778747514E-2,-3.284072876E-2
3.127868221E0,-7.452523708E-2,3.409665078E-3,-4.960536957E-2
3.145762022E0,1.985377073E-2,8.988767862E-3,-3.909587860E-2
3.163656494E0,5.076587200E-3,8.014287800E-3,-3.954124451E-2
3.181548096E0,-2.603816986E-2,3.660684451E-2,-3.986549377E-2
3.199445742E0,-4.672175646E-2,5.398909748E-2,-2.271652222E-2
3.217339909E0,-1.970088482E-2,6.001873314E-2,-1.079177856E-2
3.235237494E0,3.184986115E-2,9.918308258E-2,-3.430652618E-2
3.253128304E0,-3.614127636E-2,1.143558249E-1,-7.724761963E-3
3.271022592E0,-7.705032825E-3,1.355493069E-1,-1.758098602E-2
3.288904858E0,-7.997632027E-3,1.602099240E-1,-1.468658447E-2
3.306809279E0,1.411533356E-2,1.749135405E-1,-1.154899597E-2
3.324705399E0,-2.925872803E-2,2.001298070E-1,-9.200096130E-3
3.342599749E0,3.796696663E-3,2.318404019E-1,3.795623779E-4
3.360494037E0,-2.645182610E-2,2.587486506E-1,4.050254822E-3
3.378376790E0,2.753674984E-2,2.850586176E-1,1.217174530E-2
3.396282615E0,-2.005219460E-3,2.936235964E-1,1.139068604E-2
3.414176904E0,5.314400792E-2,3.094827533E-1,-7.139682770E-2
3.432071438E0,-6.577169895E-2,3.055338264E-1,7.114410400E-3
3.449965421E0,1.493164897E-2,3.291604519E-1,-2.818965912E-2
3.467859771E0,-7.314324379E-3,3.303857744E-1,5.891799927E-3
3.485753999E0,5.472832918E-2,3.294129670E-1,-1.103115082E-2
3.503648471E0,-4.656082392E-2,3.246884942E-1,-6.171131134E-2
3.521542820E0,3.781229258E-2,3.403200805E-1,-5.717468262E-2
3.539437353E0,-5.406105518E-2,3.228783906E-1,-3.812217712E-2
3.557331459E0,3.434866667E-2,3.258988857E-1,-2.758312225E-2
3.575225687E0,1.178264618E-2,3.221112490E-1,-4.816722870E-2
3.593120038E0,1.348331571E-2,3.040510416E-1,-6.200027466E-2
3.611014326E0,-2.558690310E-2,3.053650558E-1,-5.496788025E-2
3.628896896E0,3.125500679E-2,3.359748125E-1,-7.415199280E-2
3.646802904E0,-2.770596743E-2,3.426217735E-1,-6.671047211E-2
3.664694385E0,3.219139576E-2,3.606963754E-1,-6.045722961E-2
3.682591482E0,2.958476543E-3,3.657100499E-1,-7.266807556E-2
3.700486014E0,-1.855671406E-3,3.575054407E-1,-7.716751099E-2
3.718368767E0,1.352912188E-2,3.580918312E-1,-8.596134186E-2
3.736274593E0,4.003599286E-2,3.528296351E-1,-5.028629303E-2
3.754168821E0,-3.560185432E-4,3.523007631E-1,-5.908966064E-2
3.772063232E0,2.473592758E-4,3.619640172E-1,-5.780792236E-2
3.789957398E0,-1.559960842E-2,3.653513193E-1,-6.120586395E-2
3.807840884E0,4.057639837E-2,3.572639227E-1,-4.740524292E-2
3.825745854E0,6.779670715E-3,3.458037674E-1,-6.622695923E-2
3.843640204E0,1.168251038E-2,3.676025569E-1,-5.758190155E-2
3.861534614E0,-3.844207525E-2,3.461298943E-1,-1.327800751E-2
3.879429148E0,5.562275648E-3,3.354558349E-1,-5.774879456E-2
3.897323132E0,-2.286010981E-2,3.351318240E-1,-2.969074249E-2
3.915217726E0,1.433449984E-2,3.427428007E-1,-5.744457245E-2
3.933104874E0,-4.421609640E-2,3.668084741E-1,-3.434371948E-2
3.951006303E0,-3.035128117E-3,3.714997172E-1,1.992321014E-2
3.968888812E0,4.599887133E-2,3.582202196E-1,-6.465053558E-2
3.986794576E0,-5.980908871E-3,3.762719333E-1,-1.557350159E-2
4.004689170E0,-1.708269119E-3,3.467704654E-1,-1.398944855E-2
4.022585168E0,-9.413301945E-3,3.749854267E-1,-6.443119049E-2
4.040477931E0,1.646387577E-2,3.672557473E-1,3.864383698E-2
4.058372769E0,2.342197299E-2,3.981421590E-1,-4.110431671E-2
4.076266326E0,-4.208511114E-2,4.015253782E-1,-2.732276917E-3
4.094160859E0,6.220835447E-2,3.844427466E-1,-8.242607117E-3
4.112052218E0,-5.432409048E-2,4.050623178E-1,-2.015209198E-2
4.129949436E0,6.621500850E-2,4.257385135E-1,-3.261566162E-3
4.147843786E0,-6.858795881E-2,4.305621386E-1,-2.751350403E-2
4.165741006E0,4.961195588E-2,4.596186280E-1,-3.408432007E-3
4.183632243E0,-3.973734379E-2,4.651625156E-1,-2.811241150E-2
4.201526531E0,2.056947351E-2,4.793911278E-1,-9.671211243E-3
4.219424055E0,-1.933473349E-2,4.762298167E-1,-2.666473389E-2
4.237315414E0,-1.027178764E-2,4.954746366E-1,-2.197360992E-2
4.255209642E0,4.083633423E-3,4.976820350E-1,-3.193283081E-2
4.273095081E0,-2.462953329E-2,4.972721934E-1,-2.900981903E-2
4.290998219E0,-3.114145994E-2,5.127332211E-1,-4.169178009E-2
4.308880607E0,-2.471947670E-2,5.077771544E-1,-3.237342834E-2
4.326783868E0,-3.592556715E-2,5.358389616E-1,-2.751445770E-2
4.344669612E0,6.746709347E-3,5.375078321E-1,-2.698421478E-2
4.362569821E0,-2.515292168E-2,5.640101433E-1,-4.620075226E-2
4.380458189E0,-1.466012001E-2,5.838172436E-1,-3.996944427E-2
4.398365296E0,-3.497147560E-2,5.757129788E-1,-4.044151306E-2
4.416258608E0,-2.467721701E-2,5.924452543E-1,-1.323318481E-2
4.434152775E0,1.242214441E-2,5.987373590E-1,-4.288291931E-2
4.452047126E0,-3.490179777E-2,5.913999677E-1,-2.863121033E-2
4.469941353E0,-5.313140154E-2,6.257805228E-1,-4.189205170E-2
4.487836130E0,-6.810557842E-2,6.320395470E-1,-3.132247925E-2
4.505732922E0,2.715361118E-2,6.367809772E-1,-3.095531464E-2
4.523624525E0,-3.665381670E-2,6.669672728E-1,-1.535129547E-2
4.541518447E0,-2.167814970E-2,6.580264568E-1,-1.721382141E-2
4.559401567E0,-4.057025909E-2,6.648777127E-1,-4.549503326E-2
4.577307330E0,1.384079456E-2,6.587495804E-1,-2.199172974E-2
4.595201620E0,-1.534718275E-2,6.496234536E-1,-1.776790619E-2
4.613081504E0,-1.542162895E-2,6.548961401E-1,-4.451656342E-2
4.630990136E0,-2.604931593E-2,6.633797288E-1,-2.594757080E-2
4.648873255E0,-3.416484594E-2,6.660963297E-1,-2.798652649E-2
4.666775845E0,4.820585251E-3,6.577301621E-1,-1.252174377E-2
4.684673308E0,-4.184740782E-2,6.486405730E-1,-1.793575287E-2
4.702567536E0,-1.380217075E-2,6.452486515E-1,-1.444816589E-2
4.720461885E0,-2.921730280E-2,6.473143697E-1,-3.272628784E-2
4.738357884E0,-2.736538649E-2,6.779321432E-1,-3.344249725E-2
4.756250525E0,-3.091585636E-2,7.010530829E-1,-2.311801910E-2
4.774145119E0,-2.424222231E-2,7.252675891E-1,-2.434539795E-2
4.792039408E0,-6.684124470E-3,7.267097235E-1,-3.180885315E-2
4.809933574E0,-3.960150480E-2,7.117447853E-1,-1.687908173E-2
4.827827924E0,-1.015037298E-2,7.049121261E-1,-3.842735291E-2
4.845725204E0,-2.674871683E-2,7.006236911E-1,-2.045917511E-2
4.863616380E0,-2.823334932E-2,7.031009197E-1,-3.157520294E-2
4.881511096E0,-1.155954599E-2,7.176072598E-1,-2.727508545E-2
4.899408376E0,-3.003257513E-2,7.051563263E-1,-1.337528229E-2
4.917299613E0,-1.043921709E-2,7.129108906E-1,-2.441215515E-2
4.935193902E0,-3.286081553E-2,6.961836815E-1,-2.648639679E-2
4.953088130E0,4.093289375E-3,6.973315477E-1,-4.456424713E-2
4.970967525E0,-1.872092485E-2,6.944518089E-1,-2.626514435E-2
4.988865477E0,-1.297175884E-2,6.783415079E-1,-4.097843170E-2
5.006771241E0,9.722590446E-3,6.831660271E-1,-4.174613953E-2
5.024665530E0,-2.055358887E-2,6.699389219E-1,-2.655506134E-2
5.042559819E0,2.144899964E-2,6.688081026E-1,-3.248023987E-2
5.060454412E0,-1.881432533E-2,6.669046879E-1,-3.151035309E-2
5.078350715E0,5.884379148E-3,6.645288467E-1,-4.040145874E-2
5.096230966E0,-1.927229762E-2,6.613231897E-1,-3.671646118E-2
5.114125805E0,1.131755114E-2,6.458755732E-1,-5.410480499E-2
5.132031813E0,-1.060765982E-2,6.791141033E-1,-5.561256409E-2
5.149925857E0,-7.458418608E-3,6.693145633E-1,-2.562236786E-2
5.167820390E0,1.566848159E-2,6.504945755E-1,-5.222034454E-2
5.185717609E0,-3.441154957E-3,6.189994812E-1,-2.633762360E-2
5.203608907E0,-6.003022194E-3,5.921185017E-1,-1.874256134E-2
5.221500204E0,-3.656640649E-2,5.833482146E-1,-6.010150909E-2
5.239397789E0,3.892695904E-2,6.325812936E-1,-4.650211334E-2
5.257292079E0,-3.992384672E-2,6.309671402E-1,-6.643486023E-2
5.275186368E0,1.219335198E-2,6.514889002E-1,-3.603363037E-2
5.293080657E0,-1.939368248E-2,6.474794149E-1,-3.414916992E-2
5.310976776E0,1.215586066E-2,6.285492778E-1,-4.130172729E-2
5.328857515E0,1.207873225E-2,6.306080818E-1,-6.168937683E-2
5.346763645E0,1.097914577E-2,6.390773058E-1,-4.862213135E-2
5.364657995E0,-7.487356663E-3,6.481179595E-1,-5.551433563E-2
5.382552406E0,2.934944630E-2,6.497463584E-1,-5.680847168E-2
5.400446634E0,3.855943680E-3,6.490230560E-1,-5.922126770E-2
5.418345562E0,3.237643838E-2,6.391522884E-1,-4.017353058E-2
5.436235456E0,8.799135685E-4,6.459363103E-1,-4.505157471E-2
5.454129440E0,1.282066107E-3,6.339901090E-1,-4.446697235E-2
5.472024095E0,1.355564594E-2,6.318317652E-1,-4.434585571E-2
5.489918322E0,-6.732612848E-3,6.439020634E-1,-5.202198029E-2
5.507812856E0,2.714195848E-2,6.255669594E-1,-4.625034332E-2
5.525710136E0,-3.853797913E-3,6.406660080E-1,-5.504608154E-2
5.543601373E0,3.668993711E-3,6.244809628E-1,-4.987335205E-2
5.561492548E0,2.917948365E-2,6.480149627E-1,-3.855800629E-2
5.579390255E0,-2.380609512E-3,6.437524557E-1,-5.341815948E-2
5.597284300E0,1.654341817E-2,6.460794210E-1,-4.821872711E-2
5.615178772E0,-4.225432873E-3,6.465290785E-1,-4.482555389E-2
