"Time (s)","X (hPa)"
-5.518361667E-1,1.008956985E3
4.557518333E-1,1.008955383E3
1.463418833E0,1.008953781E3
2.471113833E0,1.008952332E3
3.478765833E0,1.008952332E3
3.827579833E0,1.008954849E3
4.902392833E0,1.008956985E3
5.977179833E0,1.008957596E3
7.051989833E0,1.008963013E3
8.126843833E0,1.008964005E3
9.201656833E0,1.008964691E3
1.027643283E1,1.008964081E3
1.135126683E1,1.008964081E3
1.242605883E1,1.008961182E3
1.350087883E1,1.008960266E3
1.457566983E1,1.008959885E3
1.565049083E1,1.008958359E3
1.672526983E1,1.008957367E3
1.780009583E1,1.008957367E3
1.887493483E1,1.008958130E3
1.994980783E1,1.008963623E3
2.102471983E1,1.008970642E3
2.209964183E1,1.008977585E3
2.317445183E1,1.008984909E3
2.424925783E1,1.008992462E3
2.532406583E1,1.008995819E3
2.639897183E1,1.008996887E3
2.747381983E1,1.008996887E3
2.854868883E1,1.008996429E3
2.962355383E1,1.008992920E3
3.069840183E1,1.008989944E3
3.177323883E1,1.008987198E3
3.284807183E1,1.008987198E3
3.392293583E1,1.008990021E3
3.499774683E1,1.008992310E3
3.607253983E1,1.008996735E3
3.714734783E1,1.009001083E3
3.822214883E1,1.009006195E3
3.929700283E1,1.009009552E3
4.037184783E1,1.009013977E3
4.144670483E1,1.009013977E3
4.252153383E1,1.009011993E3
4.359644183E1,1.009006958E3
4.467128483E1,1.009000092E3
4.574607983E1,1.008991394E3
4.682093783E1,1.008983841E3
4.789572883E1,1.008978119E3
4.897057083E1,1.008973160E3
5.004543783E1,1.008972855E3
5.112027583E1,1.008972855E3
5.219511383E1,1.008975220E3
5.326996983E1,1.008977814E3
5.434487683E1,1.008981781E3
5.541969583E1,1.008985367E3
5.649452383E1,1.008987274E3
5.756939383E1,1.008991470E3
5.864424383E1,1.008996429E3
5.971907583E1,1.009001389E3
6.079383483E1,1.009007416E3
6.186865483E1,1.009010849E3
6.294353783E1,1.009013748E3
6.401835183E1,1.009015427E3
6.509324383E1,1.009015427E3
6.616813483E1,1.009014969E3
6.724299983E1,1.009013367E3
6.831777383E1,1.009009705E3
6.939257083E1,1.009007034E3
7.046738783E1,1.009002151E3
7.154220383E1,1.008998108E3
7.261703683E1,1.008994598E3
7.369183583E1,1.008994217E3
7.476664183E1,1.008994217E3
7.584143283E1,1.008994141E3
7.691631783E1,1.008994446E3
7.799121783E1,1.008994370E3
7.906603683E1,1.008994370E3
8.014085383E1,1.008992844E3
8.121576283E1,1.008990173E3
8.229060883E1,1.008989792E3
8.336547383E1,1.008988876E3
8.444031683E1,1.008988495E3
8.551516783E1,1.008988495E3
8.659003483E1,1.008988495E3
8.766499683E1,1.008989563E3
8.873988383E1,1.008991623E3
8.981479583E1,1.008995667E3
9.088971483E1,1.008997116E3
9.196457383E1,1.009001083E3
9.303939583E1,1.009005737E3
9.411426683E1,1.009007874E3
9.518916083E1,1.009009781E3
9.626399983E1,1.009010773E3
9.733886983E1,1.009010773E3
9.841372983E1,1.009008102E3
9.948859583E1,1.009005356E3
1.005634318E2,1.009000320E3
1.016382938E2,1.008995590E3
1.027132048E2,1.008990631E3
1.037881078E2,1.008987198E3
1.048629308E2,1.008984528E3
1.059377838E2,1.008978119E3
1.070126598E2,1.008974609E3
1.080875558E2,1.008970108E3
1.091624698E2,1.008963470E3
1.102373998E2,1.008960266E3
1.113122628E2,1.008960266E3
1.123871688E2,1.008963394E3
1.134620968E2,1.008967819E3
1.145369478E2,1.008974152E3
1.156118758E2,1.008981171E3
1.166868018E2,1.008984451E3
1.177616608E2,1.008984756E3
1.188364868E2,1.008984756E3
1.199113318E2,1.008983459E3
1.209862028E2,1.008979568E3
1.220610868E2,1.008976898E3
1.231359728E2,1.008976898E3
1.242109068E2,1.008979034E3
1.252858308E2,1.008983002E3
1.263607488E2,1.008987427E3
1.274356508E2,1.008992004E3
1.285105498E2,1.008992004E3
1.295854368E2,1.008992004E3
1.306603058E2,1.008987808E3
1.317351718E2,1.008983841E3
1.328100458E2,1.008976440E3
1.338848898E2,1.008969269E3
1.349597498E2,1.008967590E3
1.360346778E2,1.008965912E3
1.371095838E2,1.008965912E3
1.381844178E2,1.008969116E3
1.392592698E2,1.008975220E3
1.403340918E2,1.008979263E3
1.414089038E2,1.008985291E3
1.424838288E2,1.008987656E3
1.435587228E2,1.008988724E3
1.446335978E2,1.008989334E3
1.457084778E2,1.008989563E3
1.467833698E2,1.008989563E3
1.478582428E2,1.008988953E3
1.489331238E2,1.008988724E3
1.500080068E2,1.008988953E3
1.510828738E2,1.008989716E3
1.521577178E2,1.008990860E3
1.532325508E2,1.008993073E3
1.543074178E2,1.008995819E3
1.553822438E2,1.008998413E3
1.564570928E2,1.009003067E3
1.575319688E2,1.009004440E3
1.586068528E2,1.009005356E3
1.596817138E2,1.009006119E3
1.607566458E2,1.009006958E3
1.618315328E2,1.009006958E3
1.629064088E2,1.009006958E3
1.639813008E2,1.009008026E3
1.650562548E2,1.009008026E3
1.661311298E2,1.009007492E3
1.672059948E2,1.009006195E3
1.682808998E2,1.009004517E3
1.693558318E2,1.009001389E3
1.704306978E2,1.009000854E3
1.715055828E2,1.008999405E3
1.725804618E2,1.008997803E3
1.736552638E2,1.008994446E3
1.747300928E2,1.008991241E3
1.758049918E2,1.008983459E3
1.768799048E2,1.008976898E3
1.779548248E2,1.008969955E3
1.790297208E2,1.008962326E3
1.801046198E2,1.008954239E3
1.811795078E2,1.008949585E3
1.822543498E2,1.008944931E3
1.833292158E2,1.008941116E3
1.844040968E2,1.008939896E3
1.854790098E2,1.008939896E3
1.865539148E2,1.008943024E3
1.876288108E2,1.008945923E3
1.887037498E2,1.008950577E3
1.897786908E2,1.008955002E3
1.908535928E2,1.008959885E3
1.919284658E2,1.008962021E3
1.930033268E2,1.008967285E3
1.940782188E2,1.008974991E3
1.951531248E2,1.008980713E3
1.962279928E2,1.008985596E3
1.973028038E2,1.008992844E3
1.983776268E2,1.008996735E3
1.994524428E2,1.009000015E3
2.005272828E2,1.009003220E3
2.016020898E2,1.009003677E3
2.026769238E2,1.009003677E3
2.037518158E2,1.009003601E3
2.048266678E2,1.009002762E3
2.059015118E2,1.009002762E3
2.069763618E2,1.009003067E3
2.080512178E2,1.009003448E3
2.091260748E2,1.009003830E3
2.102009618E2,1.009003906E3
2.112758598E2,1.009003906E3
2.123507048E2,1.009002151E3
2.134255528E2,1.009000473E3
2.145004048E2,1.008994598E3
2.155752708E2,1.008987885E3
2.166501528E2,1.008983612E3
2.177249688E2,1.008978653E3
2.187997828E2,1.008978119E3
2.198746028E2,1.008978119E3
2.209494338E2,1.008982010E3
2.220243378E2,1.008986206E3
2.230991678E2,1.008991394E3
2.241739438E2,1.008994980E3
2.252488418E2,1.008994980E3
2.263236078E2,1.008994980E3
2.273983928E2,1.008994827E3
2.284732768E2,1.008994141E3
2.295481548E2,1.008994141E3
2.306230378E2,1.008994598E3
2.316979388E2,1.008994751E3
2.327727508E2,1.008996506E3
2.338476358E2,1.008994751E3
2.349225148E2,1.008993988E3
2.359974408E2,1.008993912E3
2.370722828E2,1.008993912E3
2.381471028E2,1.008998108E3
2.392219098E2,1.008998795E3
2.402967348E2,1.009005814E3
2.413716008E2,1.009009705E3
2.424464438E2,1.009013138E3
2.435213018E2,1.009016113E3
2.445961578E2,1.009018021E3
2.456710328E2,1.009018402E3
2.467458598E2,1.009021530E3
2.478206908E2,1.009023209E3
2.488955548E2,1.009024963E3
2.499703958E2,1.009024963E3
2.510452158E2,1.009024887E3
2.521200918E2,1.009019241E3
2.531949588E2,1.009013596E3
2.542697868E2,1.009003601E3
2.553445528E2,1.008995285E3
2.564194158E2,1.008989105E3
2.574943128E2,1.008983917E3
2.585691838E2,1.008982620E3
2.596440258E2,1.008980103E3
2.607188728E2,1.008978119E3
2.617937548E2,1.008974380E3
2.628685158E2,1.008971405E3
2.639432948E2,1.008969574E3
2.650180948E2,1.008969574E3
2.660928658E2,1.008971024E3
2.671676678E2,1.008975830E3
2.682424898E2,1.008981552E3
2.693173818E2,1.008984756E3
2.703922508E2,1.008989105E3
2.714670808E2,1.008995590E3
2.725419358E2,1.009000702E3
2.736167808E2,1.009003830E3
2.746916158E2,1.009006424E3
2.757665168E2,1.009006424E3
2.768414118E2,1.009004745E3
2.779162678E2,1.009001999E3
2.789911008E2,1.008997498E3
2.800660148E2,1.008995285E3
2.811408248E2,1.008995285E3
2.822156588E2,1.008998947E3
2.832904928E2,1.009002228E3
2.843653398E2,1.009006424E3
2.854402088E2,1.009006424E3
2.865150958E2,1.009006195E3
2.875899268E2,1.009002609E3
2.886647808E2,1.009001083E3
2.897396088E2,1.009001083E3
2.908144358E2,1.009002151E3
2.918892778E2,1.009005127E3
2.929640738E2,1.009011002E3
2.940388738E2,1.009015884E3
2.951137048E2,1.009020309E3
2.961885568E2,1.009025269E3
2.972633768E2,1.009025269E3
2.983382378E2,1.009024429E3
2.994131258E2,1.009023438E3
3.004880248E2,1.009022827E3
3.015628888E2,1.009020538E3
3.026377648E2,1.009020538E3
3.037126238E2,1.009023056E3
3.047875058E2,1.009023819E3
3.058624068E2,1.009024963E3
3.069372558E2,1.009024963E3
3.080121548E2,1.009026413E3
3.090869928E2,1.009026413E3
3.101618358E2,1.009023590E3
3.112365978E2,1.009023209E3
3.123114098E2,1.009019699E3
3.133861988E2,1.009016495E3
3.144610848E2,1.009009781E3
3.155359478E2,1.009001999E3
3.166108078E2,1.008996658E3
3.176856758E2,1.008990784E3
3.187605418E2,1.008989182E3
3.198354178E2,1.008986588E3
3.209102968E2,1.008986588E3
3.219851768E2,1.008986740E3
3.230599788E2,1.008991852E3
3.241347828E2,1.008994217E3
3.252096318E2,1.008999405E3
3.262844328E2,1.009004211E3
3.273592898E2,1.009007492E3
3.284340958E2,1.009007492E3
3.295088998E2,1.009005966E3
3.305837488E2,1.009004974E3
3.316585818E2,1.009004974E3
3.327334398E2,1.009004974E3
3.338083018E2,1.009007034E3
3.348831718E2,1.009008484E3
3.359580288E2,1.009011917E3
3.370328818E2,1.009013290E3
3.381077248E2,1.009016647E3
3.391825528E2,1.009016647E3
3.402574208E2,1.009016495E3
3.413322948E2,1.009011078E3
3.424071528E2,1.009006195E3
3.434820138E2,1.008999100E3
3.445568658E2,1.008992004E3
3.456317328E2,1.008989944E3
3.467066028E2,1.008989944E3
3.477814898E2,1.008990555E3
3.488563228E2,1.008992462E3
3.499312318E2,1.008993378E3
3.510060448E2,1.008993530E3
3.520808598E2,1.008993912E3
3.531556218E2,1.008993912E3
3.542303818E2,1.008991241E3
3.553051548E2,1.008988647E3
3.563799638E2,1.008985519E3
3.574547578E2,1.008979797E3
3.585295988E2,1.008975601E3
3.596044288E2,1.008972931E3
3.606792038E2,1.008969955E3
3.617539878E2,1.008967590E3
3.628288018E2,1.008967590E3
3.639035698E2,1.008969498E3
3.649784208E2,1.008971405E3
3.660532248E2,1.008974380E3
3.671280398E2,1.008979263E3
3.682028298E2,1.008980713E3
3.692776668E2,1.008981171E3
3.703524638E2,1.008981171E3
3.714272988E2,1.008980255E3
3.725021758E2,1.008976440E3
3.735770158E2,1.008976288E3
3.746517538E2,1.008976288E3
3.757265838E2,1.008976746E3
3.768014258E2,1.008982391E3
3.778763148E2,1.008989944E3
3.789511788E2,1.008994370E3
3.800260328E2,1.009000092E3
3.811009098E2,1.009004211E3
3.821757868E2,1.009005585E3
3.832507318E2,1.009005585E3
3.843256478E2,1.009005585E3
3.854005858E2,1.009004517E3
3.864754888E2,1.009003830E3
3.875503778E2,1.009000549E3
3.886252588E2,1.008997955E3
3.897001868E2,1.008997116E3
3.907750538E2,1.008994217E3
3.918499848E2,1.008992691E3
3.929248748E2,1.008992691E3
3.939997728E2,1.008995056E3
3.950746778E2,1.008995819E3
3.961495688E2,1.009000092E3
3.972243698E2,1.009008026E3
3.982992698E2,1.009008026E3
3.993741718E2,1.009007797E3
4.004490718E2,1.009007416E3
4.015239518E2,1.009005814E3
4.025988388E2,1.009003906E3
4.036736968E2,1.009003906E3
4.047485388E2,1.009004974E3
4.058234038E2,1.009006424E3
4.068982638E2,1.009007645E3
4.079731438E2,1.009007797E3
4.090479708E2,1.009007797E3
4.101229238E2,1.009004669E3
4.111978378E2,1.009003372E3
4.122727228E2,1.008998108E3
4.133476658E2,1.008995438E3
4.144225578E2,1.008993607E3
4.154974088E2,1.008993149E3
4.165722988E2,1.008984070E3
4.176471458E2,1.008980942E3
4.187219698E2,1.008976898E3
4.197967728E2,1.008972702E3
4.208716348E2,1.008972702E3
4.219465038E2,1.008973923E3
4.230213528E2,1.008977280E3
4.240962508E2,1.008982697E3
4.251711558E2,1.008989944E3
4.262460108E2,1.008993988E3
4.273208498E2,1.008998947E3
4.283957198E2,1.009000092E3
4.294705358E2,1.009000092E3
4.305454628E2,1.008998413E3
4.316203878E2,1.008996429E3
4.326952958E2,1.008992462E3
4.337702238E2,1.008991699E3
4.348450748E2,1.008991623E3
4.359200118E2,1.008991623E3
4.369949908E2,1.008992920E3
4.380699048E2,1.008996124E3
4.391448228E2,1.008996277E3
4.402196958E2,1.008997116E3
4.412944998E2,1.008997803E3
4.423693788E2,1.008998566E3
