"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.417424660E2,3.564353748E1,1.397938591E2,1.660929108E1,NaN,NaN,3.500000000E1,8.788890839E0
4.499384500E2,3.564351513E1,1.397938356E2,1.660929108E1,NaN,NaN,3.500000000E1,8.857708931E0
4.571882780E2,3.564351258E1,1.397938316E2,1.660929108E1,NaN,NaN,3.500000000E1,8.794970512E0
4.653913310E2,3.564351382E1,1.397938342E2,1.660929108E1,NaN,NaN,3.500000000E1,8.866306305E0
4.726250269E2,3.564352176E1,1.397938368E2,1.660929108E1,NaN,NaN,3.500000000E1,8.801721573E0
4.808386589E2,3.564352821E1,1.397938304E2,1.660929108E1,NaN,NaN,3.500000000E1,8.875076294E0
4.882411209E2,3.564353240E1,1.397938614E2,1.660929108E1,NaN,NaN,3.500000000E1,8.823597908E0
5.119674280E2,3.564351787E1,1.397938369E2,1.660929108E1,NaN,NaN,3.500000000E1,9.279781342E0
5.201146330E2,3.564354651E1,1.397938693E2,1.660929108E1,NaN,NaN,3.500000000E1,8.883540154E0
5.274149389E2,3.564351547E1,1.397938363E2,1.660929108E1,NaN,NaN,3.500000000E1,8.840772629E0
5.495293430E2,3.564342115E1,1.397937350E2,1.660929108E1,NaN,NaN,4.332197921E2,9.274355888E0
5.504792379E2,3.564352466E1,1.397938405E2,1.660929108E1,NaN,NaN,3.500000000E1,7.502032280E0
5.639773699E2,3.564348730E1,1.397938001E2,1.660929108E1,NaN,NaN,4.009730532E2,9.111343384E0
5.964906559E2,3.564360855E1,1.397940618E2,1.660929108E1,NaN,NaN,2.000000000E3,6.684487343E0
5.983331909E2,3.564352914E1,1.397938549E2,1.660929108E1,NaN,NaN,3.500000000E1,7.650786877E0
5.985556890E2,3.564352915E1,1.397938550E2,1.660929108E1,NaN,NaN,3.500000000E1,6.372066975E0
6.139747250E2,3.564352460E1,1.397938260E2,1.660929108E1,NaN,NaN,3.500000000E1,9.192703247E0
6.359223650E2,3.564353516E1,1.397938083E2,1.660929108E1,NaN,NaN,3.500000000E1,9.244224548E0
6.513097039E2,3.564352780E1,1.397938501E2,1.660929108E1,NaN,NaN,3.500000000E1,9.217206001E0
6.701065019E2,3.564351755E1,1.397939031E2,1.660929108E1,NaN,NaN,3.804325846E2,9.297508240E0
6.750377460E2,3.564351299E1,1.397938261E2,1.660929108E1,NaN,NaN,3.500000000E1,8.678768158E0
6.823404490E2,3.564352473E1,1.397938405E2,1.660929108E1,NaN,NaN,3.500000000E1,8.897720337E0
6.984392689E2,3.564351833E1,1.397938363E2,1.660929108E1,NaN,NaN,3.500000000E1,9.240634918E0
7.289923470E2,3.564351674E1,1.397938262E2,1.660929108E1,NaN,NaN,3.500000000E1,9.368409157E0
7.417757499E2,3.564352453E1,1.397938402E2,1.660929108E1,NaN,NaN,3.500000000E1,8.988441467E0
7.491561689E2,3.564352502E1,1.397938411E2,1.660929108E1,NaN,NaN,3.500000000E1,8.638066292E0
7.578489400E2,3.564352476E1,1.397938261E2,1.660929108E1,NaN,NaN,3.500000000E1,9.014737129E0
7.652438849E2,3.564353289E1,1.397938449E2,1.660929108E1,NaN,NaN,3.500000000E1,8.936866760E0
7.812502880E2,3.564353402E1,1.397938344E2,1.660929108E1,NaN,NaN,3.500000000E1,9.032816887E0
7.885506500E2,3.564352851E1,1.397938298E2,1.660929108E1,NaN,NaN,3.500000000E1,8.943037987E0
7.968145300E2,3.564353158E1,1.397938559E2,1.660929108E1,NaN,NaN,3.500000000E1,8.767784119E0
8.041938319E2,3.564352232E1,1.397938380E2,1.660929108E1,NaN,NaN,3.500000000E1,8.952888489E0
8.128812480E2,3.564352797E1,1.397938299E2,1.660929108E1,NaN,NaN,3.500000000E1,9.056123734E0
8.201932590E2,3.564352517E1,1.397938402E2,1.660929108E1,NaN,NaN,3.500000000E1,8.966403961E0
8.228794290E2,3.564352130E1,1.397938372E2,1.660929108E1,NaN,NaN,3.500000000E1,8.282613754E0
8.265304660E2,3.564352689E1,1.397938247E2,1.660929108E1,NaN,NaN,3.500000000E1,8.466490746E0
8.273307199E2,3.564352792E1,1.397938230E2,1.660929108E1,NaN,NaN,3.500000000E1,7.297301292E0
8.315311689E2,3.564353196E1,1.397938126E2,1.660929108E1,NaN,NaN,7.289090618E1,8.529911041E0
