"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.507958339E-3,9.509874115E0,-2.594105530E-1,2.004631348E0
1.146395830E-2,9.432185669E0,-1.311273193E-1,1.201401672E0
2.142095834E-2,9.936936035E0,-2.457888794E-1,1.530866547E0
3.137695830E-2,9.614656219E0,-6.601272583E-2,2.226470032E0
4.133295832E-2,9.293723602E0,1.923500061E-1,2.699785767E0
5.128995830E-2,9.242380371E0,2.330653381E-1,2.829416199E0
6.124595832E-2,9.224866791E0,1.402583313E-1,2.868484955E0
7.120195834E-2,9.273665314E0,6.960525513E-2,2.916385345E0
8.115795831E-2,9.292526093E0,9.430389404E-3,2.871179352E0
9.111495834E-2,9.173523560E0,-5.104385376E-2,2.817441101E0
1.010709583E-1,9.132808228E0,-1.001417542E-1,2.735261993E0
1.110269583E-1,9.345366211E0,-7.080276489E-2,2.559677124E0
1.209839583E-1,9.426347809E0,-2.439926147E-2,2.582579498E0
1.309399583E-1,9.412277069E0,2.963836670E-2,2.759361877E0
1.408959583E-1,9.445957031E0,4.805007935E-2,2.870281219E0
1.508529583E-1,9.491312714E0,3.697311401E-2,2.907553711E0
1.608089583E-1,9.419312439E0,-3.622467041E-2,2.967129822E0
1.707649583E-1,9.310339050E0,-8.637039185E-2,2.951861572E0
1.807219583E-1,9.247469788E0,-1.279838562E-1,2.848576355E0
1.906779583E-1,9.221124573E0,-1.372645569E-1,2.747686157E0
2.006339583E-1,9.214388580E0,-8.083190918E-2,2.741249542E0
2.105899583E-1,9.259744263E0,-4.580474854E-2,2.771786041E0
2.205469583E-1,9.402247925E0,-5.149291992E-2,2.787503357E0
2.305029583E-1,9.511670380E0,-6.601272583E-2,2.814746704E0
2.404589583E-1,9.494007111E0,-6.825805664E-2,2.866239624E0
2.504159583E-1,9.429491272E0,-5.792953491E-2,2.871329041E0
2.603719583E-1,9.346414032E0,-8.277786255E-2,2.888094177E0
2.703279583E-1,9.275910645E0,-1.017883301E-1,2.888992310E0
2.802849583E-1,9.256301422E0,-1.053808594E-1,2.928061066E0
2.902409583E-1,9.256451111E0,-1.016386414E-1,2.993175659E0
3.001969583E-1,9.238039398E0,-6.765930176E-2,2.984344025E0
3.101529583E-1,9.219028931E0,-6.481521606E-2,2.968027954E0
3.201099583E-1,9.197174377E0,-1.960922241E-2,2.931653595E0
3.300659583E-1,9.203461304E0,3.442840576E-3,2.924169159E0
3.400219583E-1,9.311087494E0,2.110610962E-2,2.940634918E0
3.499789583E-1,9.362730103E0,1.990859985E-2,2.997965698E0
3.599349583E-1,9.394763489E0,-1.631607056E-2,3.082390137E0
3.698909583E-1,9.445358276E0,-5.059478760E-2,3.187471619E0
3.798479583E-1,9.301657104E0,-8.666976929E-2,3.035387878E0
3.898039583E-1,9.249415741E0,-1.540296936E-1,2.863994293E0
3.997599583E-1,9.260792084E0,-1.395098877E-1,2.830014954E0
4.097169583E-1,9.231902161E0,-3.742218018E-2,2.918031921E0
4.196729583E-1,9.239685974E0,4.311035156E-2,2.970273285E0
4.296289583E-1,9.276509399E0,5.523513794E-2,2.948718109E0
4.395849583E-1,9.324409790E0,3.532653809E-2,2.889740753E0
4.495419583E-1,9.337432709E0,9.580078125E-3,2.853366394E0
4.594979583E-1,9.348060608E0,-2.395019531E-2,2.845881958E0
4.694539583E-1,9.380093994E0,4.640350342E-3,2.863844604E0
4.794109583E-1,9.364676056E0,4.640350342E-2,2.875670013E0
4.893669583E-1,9.334738312E0,3.203338623E-2,2.857857056E0
4.993229583E-1,9.323811035E0,-1.317260742E-2,2.806962891E0
5.092799583E-1,9.326655121E0,-4.266128540E-2,2.765648804E0
5.192359583E-1,9.328601074E0,-6.616241455E-2,2.723735962E0
5.291919583E-1,9.338031464E0,-5.224136353E-2,2.720891876E0
5.391479583E-1,9.325756989E0,-7.035369873E-3,2.741099854E0
5.491049583E-1,9.334289246E0,5.044509888E-2,2.728526001E0
5.590609583E-1,9.343120880E0,1.026864624E-1,2.741548920E0
5.690169583E-1,9.334738312E0,1.239422607E-1,2.773282928E0
5.789739583E-1,9.355694733E0,1.197509766E-1,2.820584564E0
5.889299583E-1,9.334888000E0,1.004411316E-1,2.834804993E0
5.988859583E-1,9.330247650E0,6.646179199E-2,2.834954681E0
6.088429583E-1,9.350006561E0,5.059478760E-2,2.801574097E0
6.187989583E-1,9.331445160E0,1.107696533E-2,2.785258026E0
6.287549583E-1,9.316625977E0,-1.466949463E-2,2.769391022E0
6.387119583E-1,9.362580414E0,-3.832031250E-2,2.728226624E0
6.486679583E-1,9.407936096E0,-7.364685059E-2,2.695893860E0
6.586239583E-1,9.423354034E0,-1.070274353E-1,2.663710785E0
6.685799583E-1,9.429042206E0,-9.595046997E-2,2.642305298E0
6.785372083E-1,9.445058899E0,-8.367599487E-2,2.649340668E0
6.884932083E-1,9.448651428E0,-6.825805664E-2,2.624642029E0
6.984492083E-1,9.427545319E0,-5.239105225E-2,2.614912262E0
7.084062083E-1,9.435179443E0,-2.859054565E-2,2.650837555E0
7.183622083E-1,9.446406097E0,-3.996688843E-2,2.674188995E0
7.283182083E-1,9.453591156E0,-5.298980713E-2,2.710713043E0
7.382752083E-1,9.437275085E0,-7.229965210E-2,2.709814911E0
7.482312083E-1,9.408085785E0,-7.409591675E-2,2.678829346E0
7.581872083E-1,9.373657379E0,-5.239105225E-2,2.672392731E0
7.681432083E-1,9.430539093E0,-6.436614990E-2,2.667303314E0
7.781002083E-1,9.401798859E0,-7.349716187E-2,2.774330750E0
7.880562083E-1,9.416318665E0,-4.640350342E-3,2.882705383E0
7.980122083E-1,9.494755554E0,8.457412720E-2,2.885848846E0
8.079692083E-1,9.533225555E0,1.624122620E-1,2.720891876E0
8.179252083E-1,9.576934662E0,1.803749084E-1,2.490970001E0
8.278812083E-1,9.503736877E0,1.414558411E-1,2.443368988E0
8.378382083E-1,9.376950531E0,8.681945801E-2,2.500849457E0
8.477942083E-1,9.234596558E0,7.484436035E-2,2.582878876E0
8.577502083E-1,9.234446869E0,1.616638184E-2,2.634072418E0
8.677072083E-1,9.288334808E0,-8.472381592E-2,2.603236542E0
8.776632083E-1,9.308542786E0,-1.829196167E-1,2.577789459E0
8.876192083E-1,9.358089752E0,-2.421963501E-1,2.584675140E0
8.975752083E-1,9.426497498E0,-2.817141724E-1,2.597997437E0
9.075322083E-1,9.455088043E0,-2.930905151E-1,2.587219849E0
9.174882083E-1,9.423803101E0,-2.878514099E-1,2.603236542E0
9.274442083E-1,9.539662170E0,-3.138972473E-1,2.581531677E0
9.374012083E-1,9.628427582E0,-3.409909058E-1,2.563119965E0
9.473572083E-1,9.562714233E0,-3.341052246E-1,2.571951599E0
9.573132083E-1,9.481433258E0,-2.725831604E-1,2.536175995E0
9.672702083E-1,9.400152283E0,-1.793270874E-1,2.482587433E0
9.772262083E-1,9.355545044E0,-1.190025330E-1,2.443219299E0
9.871822083E-1,9.342971191E0,-4.370910645E-2,2.471211090E0
9.971382083E-1,9.430688782E0,1.631607056E-2,2.536175995E0
1.007095208E0,9.441616058E0,3.637435913E-2,2.671344910E0
1.017051208E0,9.467661896E0,4.819976807E-2,2.772983551E0
1.027007208E0,9.458081818E0,4.236190796E-2,2.823728027E0
1.036964208E0,9.467661896E0,1.930984497E-2,2.795436859E0
1.046920208E0,9.445507965E0,1.616638184E-2,2.743345184E0
1.056876208E0,9.386530609E0,1.002914429E-2,2.704575806E0
1.066833208E0,9.369466095E0,-3.293151855E-3,2.726280670E0
1.076789208E0,9.370513916E0,-3.757186890E-2,2.761756897E0
1.086745208E0,9.363777924E0,-7.723937988E-2,2.718047791E0
1.096701208E0,9.307644653E0,-1.112187195E-1,2.595003662E0
1.106658208E0,9.234596558E0,-1.284329224E-1,2.521805878E0
1.116614208E0,9.365424500E0,-1.383123779E-1,2.464325409E0
1.126570208E0,9.511969757E0,-1.363664246E-1,2.474055176E0
1.136527208E0,9.468859406E0,-8.487350464E-2,2.578537903E0
1.146483208E0,9.341923370E0,2.275268555E-2,2.626438293E0
1.156439208E0,9.182504883E0,7.334747314E-2,2.396067352E0
1.166396208E0,9.092991028E0,1.272354126E-1,2.062411194E0
1.176352208E0,9.113049316E0,2.594105530E-1,1.815574493E0
1.186308208E0,9.064250793E0,4.448748779E-1,1.930984497E0
1.196265208E0,8.896000671E0,6.150709534E-1,2.288890228E0
1.206221208E0,8.710985413E0,6.792874146E-1,2.614612885E0
1.216177208E0,8.472231903E0,5.586383057E-1,2.856809235E0
1.226133208E0,8.407117310E0,3.372486877E-1,2.956801300E0
1.236090208E0,8.535699921E0,8.652008057E-2,2.964585114E0
1.246046208E0,8.779542847E0,-1.390608215E-1,2.994822235E0
1.256002208E0,9.051227875E0,-2.296224976E-1,3.069367218E0
1.265959208E0,9.495503998E0,-2.204914856E-1,3.129991150E0
1.275915208E0,9.950557709E0,-1.160087585E-1,3.261717224E0
1.285871208E0,1.032028885E1,7.334747314E-3,3.515439606E0
1.295828208E0,1.052626053E1,9.520202637E-2,3.821553040E0
1.305784208E0,1.053928345E1,1.595681763E-1,4.061054993E0
1.315740208E0,1.044108765E1,1.607656860E-1,4.090393982E0
1.325696208E0,1.023047562E1,1.215472412E-1,3.902085571E0
1.335653208E0,9.864786072E0,9.160949707E-2,3.726351013E0
1.345609208E0,9.450597382E0,1.481918335E-2,3.617826691E0
1.355565208E0,9.036259003E0,5.089416504E-3,3.552263031E0
1.365522208E0,8.776549072E0,2.245330811E-2,3.423830109E0
1.375478208E0,8.717571716E0,-5.583389282E-2,3.302133179E0
1.385434208E0,8.833430786E0,-1.594184875E-1,3.255130920E0
1.395391208E0,9.057215424E0,-1.707948303E-1,3.234922943E0
1.405347208E0,9.221423950E0,-4.281097412E-2,3.347189484E0
1.415303208E0,9.266629944E0,1.445993042E-1,3.586392059E0
1.425260208E0,9.236841888E0,3.848497009E-1,3.707490234E0
1.435216208E0,9.129365387E0,6.634204102E-1,3.568579102E0
1.445172208E0,8.943901062E0,8.954379272E-1,3.297642517E0
1.455128208E0,8.677455139E0,1.081201630E0,3.130440216E0
1.465085208E0,8.472680969E0,1.196611633E0,3.060086517E0
1.475041208E0,8.488697662E0,1.184187469E0,3.053799591E0
1.484997208E0,8.568032684E0,1.118474121E0,3.132984924E0
