"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.146395830E-2,1.647700071E-1,1.335191578E-1,2.954710275E-2
2.142095834E-2,7.135090232E-2,7.321856171E-2,1.560573466E-2
3.137695830E-2,4.725196585E-2,7.665084302E-2,1.336654834E-2
4.133295832E-2,4.591674358E-2,9.297631681E-2,1.401539240E-2
5.128995830E-2,5.384444445E-2,9.780995548E-2,2.156731859E-2
6.124595832E-2,8.079591393E-2,8.561902493E-2,1.820817031E-2
7.120195834E-2,1.130233556E-1,6.840088964E-2,7.007713430E-3
8.115795831E-2,1.346171498E-1,6.069776043E-2,7.467842195E-3
9.111495834E-2,1.398611814E-1,4.021032527E-2,1.802940667E-2
1.010709583E-1,1.027433127E-1,3.716511279E-2,1.561244484E-2
1.110269583E-1,5.902219564E-2,3.912067413E-2,1.747825556E-2
1.209839583E-1,3.654709831E-2,3.564757854E-2,1.343413442E-2
1.309399583E-1,3.974581882E-2,2.444259450E-2,9.672686458E-3
1.408959583E-1,3.683319688E-2,3.086407483E-2,-2.380665392E-4
1.508529583E-1,4.555265233E-2,4.120113701E-2,-4.262369592E-3
1.608089583E-1,6.455966085E-2,4.872307181E-2,-7.042143960E-3
1.707649583E-1,7.908853143E-2,3.918229416E-2,-5.716955755E-3
1.807219583E-1,7.592002302E-2,3.090546653E-2,-2.552671824E-3
1.906779583E-1,6.616086513E-2,2.091568150E-2,7.226988208E-3
2.006339583E-1,5.579214916E-2,2.088172548E-2,7.228008471E-3
2.105899583E-1,4.690678045E-2,1.660495624E-2,9.621923789E-3
2.205469583E-1,3.111287951E-2,2.421369590E-2,4.680902231E-3
2.305029583E-1,1.894196682E-2,3.160822764E-2,-1.930927858E-3
2.404589583E-1,1.227370277E-2,3.623850271E-2,-8.173344657E-3
2.504159583E-1,1.428777468E-3,4.250092432E-2,-1.008762512E-2
2.603719583E-1,4.633562639E-6,3.106984869E-2,-5.717994180E-3
2.703279583E-1,-6.461521611E-3,2.256717347E-2,-6.855963264E-3
2.802849583E-1,-9.355870076E-3,1.802037470E-2,-7.857129909E-3
2.902409583E-1,-9.323645383E-3,6.999682169E-3,-9.755963460E-3
3.001969583E-1,-4.209070001E-3,-1.202158816E-2,-1.756973751E-2
3.101529583E-1,-3.629566170E-3,-1.764458604E-2,-1.478353702E-2
3.201099583E-1,-7.095126435E-3,-8.132814430E-3,-2.572974004E-2
3.300659583E-1,-5.758752115E-3,-1.745414361E-2,-1.483181864E-2
3.400219583E-1,-1.055334136E-2,-3.079735860E-2,-1.094519533E-2
3.499789583E-1,-7.126119453E-3,-4.093308374E-2,-1.256013568E-2
3.599349583E-1,7.427764125E-3,-2.590351738E-2,-2.581717074E-2
3.698909583E-1,1.587530971E-2,-4.288236145E-3,-2.280007303E-2
3.798479583E-1,-1.337979920E-3,-1.030202582E-2,-1.794951595E-2
3.898039583E-1,-2.789262682E-2,-3.579220921E-2,-1.608956419E-2
3.997599583E-1,-3.998079151E-2,-5.471989512E-2,-1.733053289E-2
4.097169583E-1,-3.421371430E-2,-6.546627730E-2,-1.750683412E-2
4.196729583E-1,-3.707530349E-2,-6.944815069E-2,-1.854579151E-2
4.296289583E-1,-3.921169043E-2,-6.481771171E-2,-1.855484769E-2
4.395849583E-1,-4.306048155E-2,-6.211491302E-2,-2.121225186E-2
4.495419583E-1,-5.337037891E-2,-6.519885361E-2,-1.813230664E-2
4.594979583E-1,-5.671359599E-2,-7.408376038E-2,-2.044403926E-2
4.694539583E-1,-5.818499252E-2,-7.280970365E-2,-2.920877188E-2
4.794109583E-1,-5.664379522E-2,-7.076201588E-2,-3.528175876E-2
4.893669583E-1,-5.223360285E-2,-7.323049754E-2,-3.702293336E-2
4.993229583E-1,-4.960239679E-2,-7.937873900E-2,-3.586927801E-2
5.092799583E-1,-5.776658282E-2,-8.540707082E-2,-3.432730958E-2
5.192359583E-1,-6.610999256E-2,-8.731554449E-2,-3.244642168E-2
5.291919583E-1,-7.211674750E-2,-8.677358925E-2,-3.348398954E-2
5.391479583E-1,-7.782299072E-2,-8.621145785E-2,-3.755474091E-2
5.491049583E-1,-8.111279458E-2,-8.435550332E-2,-4.079314321E-2
5.590609583E-1,-8.538332582E-2,-8.586797863E-2,-3.882944211E-2
5.690169583E-1,-8.774767816E-2,-9.599864483E-2,-3.618571907E-2
5.789739583E-1,-9.524871409E-2,-8.904042095E-2,-3.689939156E-2
5.889299583E-1,-1.000631750E-1,-8.364832401E-2,-3.054987825E-2
5.988859583E-1,-1.022970974E-1,-8.767693490E-2,-3.021726385E-2
6.088429583E-1,-1.023381054E-1,-1.002747491E-1,-3.671431169E-2
6.187989583E-1,-9.635812044E-2,-1.173633039E-1,-4.139982536E-2
6.287549583E-1,-8.977052569E-2,-1.279597580E-1,-4.261315987E-2
6.387119583E-1,-8.409416676E-2,-1.321747601E-1,-4.404807836E-2
6.486679583E-1,-8.275859058E-2,-1.276878715E-1,-4.122033343E-2
6.586239583E-1,-8.157043904E-2,-1.206567213E-1,-3.633969277E-2
6.685799583E-1,-7.543718070E-2,-1.069358513E-1,-3.172550350E-2
6.785372083E-1,-6.628368795E-2,-9.773839265E-2,-3.028341383E-2
6.884932083E-1,-6.095790118E-2,-9.056010842E-2,-2.888818458E-2
6.984492083E-1,-5.723112077E-2,-8.229108155E-2,-2.889096551E-2
7.084062083E-1,-6.284533441E-2,-6.532594562E-2,-3.091336973E-2
7.183622083E-1,-6.183936074E-2,-5.357264355E-2,-3.046277165E-2
7.283182083E-1,-6.133628264E-2,-4.529021308E-2,-2.646137029E-2
7.382752083E-1,-5.185807124E-2,-3.659268469E-2,-2.466128021E-2
7.482312083E-1,-3.996306285E-2,-1.972502097E-2,-2.121754736E-2
7.581872083E-1,-3.079000488E-2,-2.641757950E-2,-2.478353307E-2
7.681432083E-1,-3.642046079E-2,-2.428092621E-2,-2.280427143E-2
7.781002083E-1,-4.129309207E-2,-1.928442530E-2,-1.566792652E-2
7.880562083E-1,-3.200798109E-2,-1.626093872E-2,-8.563413285E-3
7.980122083E-1,-2.085465007E-2,-2.673535841E-3,-8.869780228E-3
8.079692083E-1,-1.819921285E-2,-1.216743886E-2,-1.607629471E-2
8.179252083E-1,-4.493132606E-2,-2.498121932E-2,-2.713905834E-2
8.278812083E-1,-7.631108910E-2,-4.322653264E-2,-3.813977540E-2
8.378382083E-1,-9.891985357E-2,-6.036200002E-2,-4.388240352E-2
8.477942083E-1,-1.011949927E-1,-7.755510509E-2,-5.159784853E-2
8.577502083E-1,-9.042185545E-2,-7.883588225E-2,-5.640763044E-2
8.677072083E-1,-8.181771636E-2,-7.599189132E-2,-5.925054848E-2
8.776632083E-1,-7.236032188E-2,-7.199306786E-2,-5.844767019E-2
8.876192083E-1,-6.322807819E-2,-8.384732902E-2,-5.298765749E-2
8.975752083E-1,-4.546420276E-2,-7.743538916E-2,-4.975720122E-2
9.075322083E-1,-2.962371893E-2,-5.529626459E-2,-4.148915038E-2
9.174882083E-1,-1.746041514E-2,-4.144902900E-2,-3.438743576E-2
9.274442083E-1,-5.765941925E-3,-3.229974210E-2,-2.906351350E-2
9.374012083E-1,1.312964223E-2,-1.292851195E-2,-2.170380019E-2
9.473572083E-1,3.294382617E-2,-1.614338951E-3,-1.750905626E-2
9.573132083E-1,4.761338234E-2,-6.069423165E-3,-1.385729015E-2
9.672702083E-1,5.789771304E-2,-1.745843142E-2,-6.448908709E-3
9.772262083E-1,5.744575709E-2,-2.719456889E-2,-4.235159606E-3
9.871822083E-1,4.639630392E-2,-4.031809047E-2,-7.004315034E-3
9.971382083E-1,3.662704304E-2,-2.601403184E-2,-1.307163201E-2
1.007095208E0,2.386437543E-2,-2.064225264E-3,-1.846826077E-2
1.017051208E0,1.310496405E-2,1.251455676E-2,-2.708461881E-2
1.027007208E0,1.002155617E-2,1.358860917E-2,-2.905402705E-2
1.036964208E0,1.671505533E-2,1.787182130E-2,-3.385284916E-2
1.046920208E0,1.815502718E-2,1.863881201E-2,-4.355101660E-2
1.056876208E0,1.808096655E-2,2.000723407E-2,-4.660705104E-2
1.066833208E0,1.423429698E-2,3.247082606E-2,-5.131125823E-2
1.076789208E0,5.093262531E-3,4.836750031E-2,-5.135812983E-2
1.086745208E0,-5.047023296E-4,6.999263167E-2,-4.989765212E-2
1.096701208E0,-6.672925316E-3,1.019840539E-1,-4.201196879E-2
1.106658208E0,-5.730166100E-3,1.065250114E-1,-3.668618202E-2
1.116614208E0,-7.930977736E-4,8.850863576E-2,-4.513136297E-2
1.126570208E0,5.933514331E-3,6.832399964E-2,-4.964834824E-2
1.136527208E0,7.500329055E-3,4.495643079E-2,-6.255941838E-2
1.146483208E0,-7.953728549E-3,1.569814421E-2,-6.309391558E-2
1.156439208E0,-5.485584959E-2,3.370748833E-3,-6.444045901E-2
