"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.530874362E0,-2.661951542E0,-4.124958515E-1,-3.728804111E0
1.548768588E0,-1.172746468E1,-3.126146078E0,-6.612895489E0
1.566663180E0,-7.170658588E0,-2.154862881E0,-1.152152061E0
1.584557346E0,-2.070351601E0,-1.331611156E0,3.730951309E0
1.602451755E0,1.677613735E0,-3.857712746E-1,3.155445576E0
1.620343539E0,1.917463779E0,-4.489674568E-1,2.029930115E0
1.638240573E0,8.870997429E-1,-3.105118275E-1,-2.400107861E0
1.656134921E0,-2.634482861E0,1.028294802E0,-4.582667351E0
1.674029086E0,-2.567253113E0,7.201764584E-1,-6.920274734E0
1.691913669E0,-1.089639425E0,-1.427686214E-1,-1.059397697E1
1.709817905E0,-2.847671807E-1,2.231514454E-1,-8.475039482E0
1.727712131E0,1.702764750E0,6.068658829E-1,-6.059122086E0
1.745606540E0,2.460182428E0,4.724335670E-1,-2.350130081E-1
1.763501010E0,-6.866247654E-1,-1.804676056E-1,3.226611137E0
1.781395236E0,-1.224509716E0,2.552693844E0,4.640691757E0
1.799289340E0,-1.606348991E0,4.525061607E0,-2.216849327E-1
1.817183810E0,-3.309712648E0,2.495152473E0,5.613250732E-1
1.835078159E0,-3.986074209E0,-2.904477119E-1,5.414855480E0
1.852972751E0,1.036432266E0,-4.044699669E-1,1.037583542E1
1.870866977E0,1.551408768E0,2.318720818E-1,6.473609924E0
1.888761447E0,1.735400558E0,-6.200160980E-1,3.642892838E-1
1.906655795E0,1.989548683E0,-5.198059082E-1,-2.724348307E0
1.924549899E0,2.628685951E0,-4.309434891E-1,-2.793933392E0
1.942432712E0,1.490137458E0,1.407649040E0,-2.585161686E0
1.960338596E0,-6.129678488E-1,1.772280693E0,-2.794982672E0
1.978218539E0,-2.407029152E0,2.627692223E0,-4.443084717E0
1.996127536E0,-1.318157077E0,4.287923813E0,-5.987784863E0
2.014022739E0,1.211683035E0,4.526451111E0,-5.028240681E0
2.031904575E0,1.499549627E0,9.912118912E-1,-7.994098663E-1
2.049810458E0,5.665778160E0,-6.883497238E-1,7.057944298E0
2.067704929E0,8.284830093E0,-2.655760765E0,8.723273277E0
2.085599277E0,5.359952450E0,-3.311019421E0,5.823587418E0
2.103478976E0,3.736416817E0,-2.119145870E0,4.330215454E-1
2.121388095E0,1.771745682E0,-2.621897697E0,-2.161749601E0
2.139282565E0,-2.551654816E0,-3.796815872E0,-2.790616035E0
2.157176547E0,-1.666991234E0,-9.360203743E-1,-2.919201136E0
2.175070834E0,9.191923141E-1,1.718698025E0,-1.066625118E0
2.192962314E0,2.022360802E0,3.083909988E0,-9.639632702E-1
2.210859653E0,-8.094606400E-1,7.269229889E-1,-1.750229597E0
2.228753879E0,-6.723632812E-1,-1.575516224E0,-3.927975893E-1
2.246648471E0,2.893076420E0,-4.296693802E-1,8.184302330E0
2.264529696E0,5.098533154E0,4.617142677E-1,9.327439308E0
2.282436984E0,2.659931183E0,-9.769806862E-1,7.515648842E0
2.300331516E0,-4.458007812E-1,-3.075906754E0,6.789711952E0
2.318225864E0,-1.591148376E0,-2.445501328E0,3.529163361E0
2.336120090E0,6.249771118E-1,-1.143262863E0,1.117304325E0
2.354016391E0,1.118953705E0,7.767457962E-1,2.504346371E0
2.371894564E0,-2.937704086E0,-1.165909290E0,-8.309703827E0
2.389803256E0,-4.521393299E0,-2.253868580E0,-1.319016838E1
2.407697543E0,-1.282279968E0,-1.843426228E0,-2.722029686E0
2.425592197E0,-8.141717911E-1,-5.106792450E0,-1.433753967E-1
2.443486545E0,-1.567459106E-2,-1.559740067E0,1.321643114E0
2.461380588E0,7.259321213E-1,5.621485710E-1,2.149044275E0
2.479274936E0,2.430647850E0,-8.152523041E-1,9.845471382E-2
2.497169528E0,1.891754150E0,-1.849037170E0,8.594956398E-1
2.515063754E0,1.653866768E0,-2.207592964E0,1.715666294E0
2.532961277E0,3.505503654E0,-2.210127354E0,6.991212368E-1
2.550852573E0,3.336492538E0,-9.028491974E-1,1.128212929E0
2.568735080E0,1.300960064E0,1.580089569E0,3.672177792E-1
2.586641147E0,7.772083282E-1,1.699102879E0,9.635353088E-2
2.604523776E0,-4.246820450E0,2.495766640E0,-1.150388002E0
2.622420993E0,-8.569546700E0,3.527170658E0,-4.747079849E0
2.640324252E0,-4.692954540E0,3.381348372E0,-2.957828283E0
2.658218784E0,-3.397534847E0,2.855468750E0,-2.497014284E0
2.676112888E0,-4.253336906E0,1.406560898E0,-4.087087631E0
2.694003025E0,-3.835817814E0,1.162163734E0,-4.046914577E0
2.711886691E0,-1.793194771E0,6.565914154E-1,-2.851902008E0
2.729796176E0,7.136664391E-1,9.573087692E-1,1.989979267E0
2.747690463E0,2.323366165E0,1.775312424E-1,5.854444027E0
2.765584689E0,3.155565739E0,-2.829123974E0,6.499638557E0
2.783479282E0,3.276740551E0,-3.962491989E0,3.615565538E0
2.801373569E0,3.690759182E0,-2.050367832E0,-2.335390329E0
2.819255832E0,3.614450455E0,-1.252399921E0,-4.882583141E0
2.837162448E0,4.345040321E0,-1.553640842E0,-1.688679338E0
2.855056491E0,2.874223709E0,-3.057958603E0,-6.995470524E-1
2.872950961E0,7.996869087E-1,-3.261250973E0,-7.399234772E-1
2.890845370E0,-3.988718987E-1,-1.412718296E0,-1.531058788E0
2.908742771E0,-1.670980453E-2,1.038053036E0,-5.725268841E0
2.926634128E0,-6.655144691E-1,1.469988823E0,-3.217515945E0
2.944528232E0,-3.668477058E0,3.354344368E-1,-9.628396034E-1
2.962422641E0,-4.072035789E0,-1.057529926E0,1.655743361E0
2.980317111E0,-2.935491562E0,-6.956543922E-1,4.438777924E0
2.998211520E0,-1.653121948E0,3.548622131E-1,6.256262779E0
3.016105685E0,4.853000641E-1,9.374952316E-1,5.625802994E0
3.033989169E0,3.228955746E0,-2.063384056E-1,7.223866463E0
3.051879977E0,3.696719170E0,-1.038707733E0,8.327497482E0
3.069789096E0,3.939355850E0,1.881780624E-1,4.918816566E0
3.087683322E0,3.400637627E0,1.192070961E0,2.518210888E0
3.105577914E0,9.144968987E-1,1.709503174E0,3.080954552E-1
3.123475193E0,-2.526328087E0,6.676530838E-2,-4.652468204E0
3.141366489E0,-5.969305038E0,-4.402747154E-1,-1.033840752E1
3.159260776E0,-5.503788471E0,1.997413635E-1,-6.271536350E0
3.177155368E0,-2.278467178E0,2.972412109E-2,-6.354929924E0
3.195049411E0,-5.504515648E0,-7.670865059E-1,-6.631469250E0
3.212943881E0,-8.091539383E0,-1.841629505E0,-5.450648785E0
3.230838351E0,-8.093458176E0,-2.777296066E0,-4.446294308E-1
3.248732455E0,-1.261011600E0,-3.306720257E0,2.846303463E0
3.266626926E0,7.472002029E0,-1.591377258E0,1.126394987E0
3.284521274E0,6.259854317E0,-1.448676586E0,-2.806746960E0
3.302415500E0,1.652383804E0,-4.159222603E0,-2.123753071E0
3.320310336E0,4.242137909E0,-1.010863304E0,4.099355698E0
3.338204379E0,1.129123497E1,3.040791035E0,2.021156788E0
3.356095981E0,1.537224770E0,2.808796883E0,-1.350152493E0
3.373981174E0,1.548296928E0,2.317764759E0,-7.160977721E-1
3.391872592E0,9.392292500E-1,1.169769287E0,-8.648713231E-1
3.409781772E0,-9.048550129E-1,2.027721405E-1,-3.912550211E-2
3.427679294E0,-2.339354753E0,-1.347100258E0,6.494461298E-1
3.445571628E0,7.503962517E-2,-9.765672684E-1,-1.249974012E0
3.463465121E0,1.303642273E0,-3.954238892E-1,-1.640650153E0
3.481356418E0,1.862422943E0,-1.905145645E0,-4.546450078E-1
3.499253635E0,1.823241711E-1,-3.352816582E0,1.360203981E0
3.517148227E0,-1.196911573E0,-1.265080452E0,4.490204334E0
3.535042514E0,-2.795194626E0,-1.642975807E0,3.435957909E0
3.552936984E0,-3.296926022E0,-1.822977066E0,1.117747784E0
3.570831393E0,-2.608939171E0,-1.176570892E0,-2.043886662E0
3.588728549E0,-1.232495666E0,-4.896621704E-1,-1.989328980E0
3.606622837E0,1.504767537E0,4.619874954E-1,1.680290699E-2
3.624514377E0,1.250905275E0,4.881811142E-1,2.823203802E-2
3.642408725E0,1.305810213E0,2.067253590E0,-2.451231718E0
3.660302890E0,2.447104692E0,3.819595337E0,-3.024470329E0
3.678197787E0,4.709326267E0,4.571487427E0,-1.845490932E0
3.696091769E0,5.872212887E0,4.546288490E0,-1.099982500E0
3.713974155E0,5.737942696E0,3.899852753E0,-2.849860191E-1
