"Time (s)","X (hPa)"
-5.795749167E-1,1.008801956E3
4.281840833E-1,1.008803558E3
1.436017083E0,1.008805084E3
2.443762083E0,1.008805695E3
3.451509083E0,1.008806839E3
3.800115083E0,1.008810806E3
4.875034083E0,1.008814163E3
5.949957083E0,1.008817520E3
7.024931083E0,1.008819504E3
8.099862083E0,1.008819504E3
9.174734083E0,1.008815231E3
1.024960308E1,1.008808136E3
1.132452408E1,1.008800049E3
1.239939708E1,1.008791504E3
1.347431108E1,1.008788681E3
1.454927808E1,1.008785553E3
1.562424408E1,1.008785553E3
1.669920708E1,1.008787231E3
1.777414208E1,1.008790436E3
1.884906408E1,1.008794022E3
1.992400608E1,1.008798141E3
2.099897308E1,1.008799286E3
2.207389808E1,1.008799820E3
2.314889008E1,1.008803406E3
2.422381508E1,1.008803635E3
2.529870708E1,1.008805771E3
2.637359208E1,1.008810272E3
2.744846808E1,1.008813095E3
2.852342508E1,1.008815002E3
2.959836308E1,1.008815002E3
3.067330308E1,1.008813095E3
3.174828508E1,1.008810425E3
3.282329608E1,1.008805542E3
3.389824208E1,1.008799591E3
3.497316708E1,1.008793488E3
3.604806308E1,1.008790970E3
3.712297708E1,1.008789749E3
3.819792608E1,1.008789749E3
3.927285508E1,1.008793793E3
4.034783308E1,1.008801193E3
4.142276508E1,1.008807449E3
4.249774308E1,1.008813400E3
4.357269608E1,1.008817825E3
4.464758408E1,1.008817825E3
4.572250708E1,1.008817520E3
4.679740408E1,1.008812485E3
4.787238908E1,1.008808060E3
4.894738708E1,1.008803253E3
5.002235208E1,1.008798370E3
5.109728908E1,1.008795700E3
5.217227908E1,1.008795090E3
5.324728108E1,1.008793488E3
5.432225208E1,1.008791428E3
5.539719408E1,1.008789520E3
5.647214908E1,1.008788757E3
5.754713508E1,1.008788757E3
5.862207908E1,1.008789749E3
5.969697908E1,1.008794327E3
6.077196008E1,1.008800049E3
6.184689208E1,1.008805542E3
6.292179108E1,1.008811646E3
6.399670208E1,1.008819656E3
6.507166508E1,1.008825607E3
6.614656008E1,1.008832321E3
6.722143608E1,1.008835831E3
6.829636108E1,1.008839035E3
6.937130108E1,1.008841553E3
7.044620408E1,1.008842392E3
7.152107708E1,1.008844070E3
7.259595008E1,1.008844681E3
7.367086208E1,1.008844910E3
7.474586208E1,1.008845749E3
7.582074908E1,1.008845901E3
7.689560308E1,1.008846664E3
7.797050108E1,1.008848038E3
7.904538908E1,1.008848877E3
8.012030608E1,1.008852310E3
8.119524508E1,1.008852310E3
8.227015708E1,1.008852081E3
8.334513708E1,1.008850327E3
8.442010008E1,1.008847809E3
8.549510008E1,1.008843918E3
8.657008808E1,1.008842239E3
8.764505708E1,1.008840103E3
8.872002008E1,1.008840103E3
8.979496308E1,1.008840942E3
9.086994708E1,1.008842239E3
9.194488008E1,1.008843079E3
