"Time (s)","Distance (cm)"
3.679333313E-3,5.000000000E0
7.891641668E-2,0.000000000E0
5.305503750E-1,5.000000000E0
5.807763333E-1,0.000000000E0
1.015690167E0,5.000000000E0
1.601186750E0,0.000000000E0
1.835402125E0,5.000000000E0
2.002636042E0,0.000000000E0
3.023000333E0,5.000000000E0
3.183851917E0,0.000000000E0
1.778407307E3,5.000000000E0
