"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.155779980E2,3.564351634E1,1.397938301E2,1.660929108E1,NaN,NaN,3.500000000E1,1.009190178E1
6.233052080E2,3.564352122E1,1.397938372E2,1.660929108E1,NaN,NaN,3.500000000E1,1.002925491E1
6.315586259E2,3.564352248E1,1.397938373E2,1.660929108E1,NaN,NaN,3.500000000E1,1.008080006E1
6.388692690E2,3.564352621E1,1.397938416E2,1.660929108E1,NaN,NaN,3.500000000E1,9.997713089E0
6.621553730E2,3.564353387E1,1.397938326E2,1.660929108E1,NaN,NaN,3.500000000E1,1.062749958E1
6.752939080E2,3.564353648E1,1.397938243E2,1.660929108E1,NaN,NaN,2.711521858E2,1.039303303E1
6.815963010E2,3.564353756E1,1.397938209E2,1.660929108E1,NaN,NaN,3.207053147E2,9.912094116E0
7.295137430E2,3.564352171E1,1.397938375E2,1.660929108E1,NaN,NaN,3.500000000E1,1.037081528E1
7.377738429E2,3.564353384E1,1.397938330E2,1.660929108E1,NaN,NaN,3.500000000E1,1.012859631E1
7.450722760E2,3.564352249E1,1.397938371E2,1.660929108E1,NaN,NaN,3.500000000E1,1.003519058E1
7.533369340E2,3.564352148E1,1.397938375E2,1.660929108E1,NaN,NaN,3.500000000E1,1.007030106E1
7.623474810E2,3.564352772E1,1.397938309E2,1.660929108E1,NaN,NaN,3.500000000E1,1.006747532E1
7.708295649E2,3.564352107E1,1.397938502E2,1.660929108E1,NaN,NaN,3.500000000E1,9.630074501E0
7.858528080E2,3.564351956E1,1.397938541E2,1.660929108E1,NaN,NaN,3.500000000E1,7.269109249E0
7.948025860E2,3.564352811E1,1.397938576E2,1.660929108E1,NaN,NaN,3.500000000E1,9.990434647E0
8.032438240E2,3.564353623E1,1.397938608E2,1.660929108E1,NaN,NaN,3.500000000E1,9.412321091E0
8.267515800E2,3.564353176E1,1.397938628E2,1.660929108E1,NaN,NaN,3.500000000E1,1.062999535E1
8.349969920E2,3.564352907E1,1.397938553E2,1.660929108E1,NaN,NaN,3.500000000E1,1.017730808E1
8.423029590E2,3.564351476E1,1.397938292E2,1.660929108E1,NaN,NaN,3.500000000E1,1.007926178E1
8.505608799E2,3.564352421E1,1.397938400E2,1.660929108E1,NaN,NaN,3.500000000E1,1.017178917E1
8.579406620E2,3.564351442E1,1.397938352E2,1.660929108E1,NaN,NaN,3.500000000E1,1.009506893E1
8.812246950E2,3.564352172E1,1.397938376E2,1.660929108E1,NaN,NaN,3.500000000E1,1.073278999E1
8.893226529E2,3.564353407E1,1.397938324E2,1.660929108E1,NaN,NaN,3.500000000E1,1.019586849E1
8.966760290E2,3.564352866E1,1.397938304E2,1.660929108E1,NaN,NaN,3.500000000E1,1.011220264E1
9.047793280E2,3.564352083E1,1.397938529E2,1.660929108E1,NaN,NaN,3.500000000E1,1.018641758E1
9.209413050E2,3.564352181E1,1.397938347E2,1.660929108E1,NaN,NaN,3.500000000E1,1.059141636E1
9.290354750E2,3.564352477E1,1.397938404E2,1.660929108E1,NaN,NaN,3.500000000E1,1.020062542E1
9.443333369E2,3.564352177E1,1.397938376E2,1.660929108E1,NaN,NaN,3.500000000E1,1.057918549E1
9.525611950E2,3.564352466E1,1.397938406E2,1.660929108E1,NaN,NaN,3.500000000E1,1.022533512E1
9.598115029E2,3.564352500E1,1.397938407E2,1.660929108E1,NaN,NaN,3.500000000E1,1.012419128E1
9.816208880E2,3.564352497E1,1.397938398E2,1.660929108E1,NaN,NaN,4.258048738E2,1.076439476E1
9.816242729E2,3.564352497E1,1.397938398E2,1.660929108E1,NaN,NaN,4.258048848E2,7.766921043E0
9.831255140E2,3.564352826E1,1.397938302E2,1.660929108E1,NaN,NaN,3.500000000E1,8.342525482E0
9.914153050E2,3.564352838E1,1.397938266E2,1.660929108E1,NaN,NaN,3.500000000E1,1.019222832E1
9.987210029E2,3.564353929E1,1.397938601E2,1.660929108E1,NaN,NaN,3.500000000E1,1.014889336E1
1.007098387E3,3.564352241E1,1.397938388E2,1.660929108E1,NaN,NaN,3.500000000E1,1.025562954E1
1.014475533E3,3.564352134E1,1.397938339E2,1.660929108E1,NaN,NaN,3.500000000E1,1.016759300E1
1.022586617E3,3.564352173E1,1.397938373E2,1.660929108E1,NaN,NaN,3.500000000E1,1.024025249E1
1.029926773E3,3.564352892E1,1.397938543E2,1.660929108E1,NaN,NaN,3.500000000E1,1.017061996E1
1.038195908E3,3.564351613E1,1.397938309E2,1.660929108E1,NaN,NaN,3.500000000E1,1.024598503E1
1.066844677E3,3.564351785E1,1.397938455E2,1.660929108E1,NaN,NaN,3.500000000E1,1.086425114E1
1.074995049E3,3.564353933E1,1.397938583E2,1.660929108E1,NaN,NaN,3.500000000E1,1.027804375E1
1.082300408E3,3.564353034E1,1.397938644E2,1.660929108E1,NaN,NaN,3.500000000E1,1.018168449E1
1.090438843E3,3.564353919E1,1.397938586E2,1.660929108E1,NaN,NaN,3.500000000E1,1.026487160E1
1.097747463E3,3.564352015E1,1.397938378E2,1.660929108E1,NaN,NaN,3.500000000E1,1.018878651E1
1.121346626E3,3.564353389E1,1.397938324E2,1.660929108E1,NaN,NaN,3.500000000E1,1.085833645E1
1.129722806E3,3.564352518E1,1.397938406E2,1.660929108E1,NaN,NaN,3.500000000E1,1.032752514E1
1.137102184E3,3.564352768E1,1.397938310E2,1.660929108E1,NaN,NaN,3.500000000E1,1.022128487E1
1.145359270E3,3.564352835E1,1.397938300E2,1.660929108E1,NaN,NaN,3.500000000E1,1.029118824E1
1.160674756E3,3.564352182E1,1.397938374E2,1.660929108E1,NaN,NaN,3.500000000E1,1.067764282E1
1.168852391E3,3.564353938E1,1.397938584E2,1.660929108E1,NaN,NaN,3.500000000E1,1.031062412E1
1.176102996E3,3.564352282E1,1.397938383E2,1.660929108E1,NaN,NaN,3.500000000E1,1.021134472E1
1.184302786E3,3.564352443E1,1.397938400E2,1.660929108E1,NaN,NaN,3.500000000E1,1.030667973E1
1.191557384E3,3.564353229E1,1.397938597E2,1.660929108E1,NaN,NaN,3.500000000E1,1.021886063E1
1.199867742E3,3.564353404E1,1.397938336E2,1.660929108E1,NaN,NaN,3.500000000E1,1.032480240E1
1.215011049E3,3.564351982E1,1.397938324E2,1.660929108E1,NaN,NaN,3.500000000E1,1.070317745E1
1.238158694E3,3.564352169E1,1.397938374E2,1.660929108E1,NaN,NaN,3.500000000E1,1.090671444E1
1.246256976E3,3.564353293E1,1.397938456E2,1.660929108E1,NaN,NaN,3.500000000E1,1.034858513E1
1.253605606E3,3.564351825E1,1.397938321E2,1.660929108E1,NaN,NaN,3.500000000E1,1.026062202E1
1.263492348E3,3.564353018E1,1.397938563E2,1.660929108E1,NaN,NaN,3.500000000E1,1.047254562E1
1.294385323E3,3.564353416E1,1.397938324E2,1.660929108E1,NaN,NaN,3.500000000E1,1.103262234E1
1.302618777E3,3.564352427E1,1.397938453E2,1.660929108E1,NaN,NaN,3.500000000E1,1.038905144E1
1.309867866E3,3.564353907E1,1.397938616E2,1.660929108E1,NaN,NaN,3.500000000E1,1.027525425E1
1.342434198E3,3.564352071E1,1.397938339E2,1.660929108E1,NaN,NaN,3.500000000E1,1.090933037E1
1.350415314E3,3.564352128E1,1.397938341E2,1.660929108E1,NaN,NaN,3.500000000E1,1.037862682E1
1.357772191E3,3.564353379E1,1.397938323E2,1.660929108E1,NaN,NaN,3.500000000E1,1.030194664E1
1.365896514E3,3.564352536E1,1.397938404E2,1.660929108E1,NaN,NaN,3.500000000E1,1.038092518E1
1.374072526E3,3.564354641E1,1.397938699E2,1.660929108E1,NaN,NaN,3.500000000E1,1.039477444E1
1.382878606E3,3.564351555E1,1.397938299E2,1.660929108E1,NaN,NaN,3.500000000E1,1.044332409E1
1.390293981E3,3.564352693E1,1.397938292E2,1.660929108E1,NaN,NaN,3.500000000E1,1.031926918E1
1.422831140E3,3.564352181E1,1.397938374E2,1.660929108E1,NaN,NaN,3.500000000E1,1.111945915E1
1.431808981E3,3.564352165E1,1.397938345E2,1.660929108E1,NaN,NaN,3.500000000E1,1.049966145E1
1.439111562E3,3.564353388E1,1.397938323E2,1.660929108E1,NaN,NaN,3.500000000E1,1.033143044E1
1.447455843E3,3.564352521E1,1.397938406E2,1.660929108E1,NaN,NaN,3.500000000E1,1.043484688E1
1.454709455E3,3.564352786E1,1.397938309E2,1.660929108E1,NaN,NaN,3.500000000E1,1.033211803E1
1.473304332E3,3.564353708E1,1.397938054E2,1.660929108E1,NaN,NaN,3.501835712E2,1.092921066E1
1.482490266E3,3.564354073E1,1.397937953E2,1.660929108E1,NaN,NaN,4.349617292E2,1.052949715E1
1.504583438E3,3.564349061E1,1.397939569E2,1.660929108E1,NaN,NaN,8.097478183E2,1.102554131E1
1.508809609E3,3.564352170E1,1.397938377E2,1.660929108E1,NaN,NaN,3.500000000E1,9.936632156E0
1.516352987E3,3.564352800E1,1.397938233E2,1.660929108E1,NaN,NaN,3.500000000E1,1.037361717E1
1.524702091E3,3.564352254E1,1.397938227E2,1.660929108E1,NaN,NaN,3.500000000E1,1.046754646E1
1.531949306E3,3.564355584E1,1.397938811E2,1.660929108E1,NaN,NaN,3.500000000E1,1.036818409E1
1.540265502E3,3.564353534E1,1.397938348E2,1.660929108E1,NaN,NaN,3.500000000E1,1.047825241E1
1.549615423E3,3.564353837E1,1.397938535E2,1.660929108E1,NaN,NaN,3.500000000E1,1.045782089E1
1.557874807E3,3.564352846E1,1.397938276E2,1.660929108E1,NaN,NaN,3.500000000E1,1.048138046E1
1.565485697E3,3.564352175E1,1.397938335E2,1.660929108E1,NaN,NaN,3.500000000E1,1.042277908E1
1.573736257E3,3.564352780E1,1.397938235E2,1.660929108E1,NaN,NaN,3.500000000E1,1.047310162E1
1.581051247E3,3.564352502E1,1.397938399E2,1.660929108E1,NaN,NaN,3.500000000E1,1.039944839E1
1.589185690E3,3.564352794E1,1.397938239E2,1.660929108E1,NaN,NaN,3.500000000E1,1.046907520E1
1.596642709E3,3.564352818E1,1.397938295E2,1.660929108E1,NaN,NaN,3.500000000E1,1.040631580E1
1.628116139E3,3.564353376E1,1.397938325E2,1.660929108E1,NaN,NaN,3.500000000E1,1.120197678E1
1.643450776E3,3.564352734E1,1.397938357E2,1.660929108E1,NaN,NaN,3.500000000E1,1.091727829E1
1.651637176E3,3.564353390E1,1.397938322E2,1.660929108E1,NaN,NaN,3.500000000E1,1.052346802E1
1.659018959E3,3.564352188E1,1.397938384E2,1.660929108E1,NaN,NaN,3.500000000E1,1.043280888E1
1.674159293E3,3.564352453E1,1.397938409E2,1.660929108E1,NaN,NaN,3.500000000E1,1.091630268E1
1.682534472E3,3.564353376E1,1.397938326E2,1.660929108E1,NaN,NaN,3.500000000E1,1.055485630E1
1.689917611E3,3.564353415E1,1.397938323E2,1.660929108E1,NaN,NaN,3.500000000E1,1.044831657E1
1.700240948E3,3.564352185E1,1.397938346E2,1.660929108E1,NaN,NaN,3.500000000E1,1.069774437E1
1.707526589E3,3.564351977E1,1.397938324E2,1.660929108E1,NaN,NaN,3.500000000E1,1.044843674E1
1.715677422E3,3.564352200E1,1.397938367E2,1.660929108E1,NaN,NaN,3.500000000E1,1.053386307E1
1.722976465E3,3.564352209E1,1.397938370E2,1.660929108E1,NaN,NaN,3.500000000E1,1.045110416E1
1.754280394E3,3.564353791E1,1.397938592E2,1.660929108E1,NaN,NaN,3.500000000E1,1.127271271E1
1.769434764E3,3.564351984E1,1.397938328E2,1.660929108E1,NaN,NaN,3.500000000E1,1.097724819E1
1.777668267E3,3.564352439E1,1.397938405E2,1.660929108E1,NaN,NaN,3.500000000E1,1.057181358E1
