"Time (s)","Temperature (°C)"
1.913044452E1,2.590625000E1
1.914832111E1,2.592578125E1
1.916622699E1,2.595312500E1
1.918411835E1,2.598437500E1
1.920200977E1,2.592187500E1
1.921989917E1,2.595312500E1
1.923779224E1,2.596875000E1
1.925568665E1,2.594921875E1
1.927357495E1,2.596875000E1
1.929146607E1,2.599218750E1
1.930935742E1,2.598437500E1
1.932724860E1,2.589843750E1
1.934513990E1,2.591015625E1
1.936303095E1,2.596093750E1
1.938092438E1,2.592187500E1
1.939881378E1,2.598828125E1
1.941670502E1,2.594921875E1
1.943459613E1,2.592968750E1
1.945247559E1,2.595312500E1
1.947037867E1,2.594921875E1
1.948826990E1,2.592187500E1
1.950616132E1,2.593359375E1
1.952405249E1,2.594531250E1
1.954193158E1,2.592187500E1
1.955983521E1,2.593750000E1
1.957772602E1,2.594921875E1
1.959561969E1,2.594140625E1
1.961349433E1,2.592187500E1
1.963140027E1,2.595312500E1
1.964929151E1,2.592187500E1
1.966718286E1,2.593359375E1
1.968507392E1,2.593359375E1
1.970296515E1,2.594531250E1
1.972085663E1,2.594921875E1
1.973874811E1,2.597656250E1
1.975663910E1,2.592968750E1
1.977452759E1,2.596093750E1
1.979242163E1,2.595703125E1
1.981031299E1,2.587500000E1
1.982820111E1,2.591796875E1
1.984609540E1,2.596093750E1
1.986398682E1,2.597656250E1
1.988187818E1,2.596875000E1
1.989976935E1,2.592968750E1
1.991766236E1,2.593359375E1
1.993555194E1,2.595312500E1
1.995344281E1,2.595703125E1
1.997133441E1,2.593359375E1
1.998922553E1,2.594140625E1
2.000711689E1,2.595703125E1
2.002500830E1,2.594921875E1
2.004289942E1,2.597656250E1
2.006079071E1,2.595703125E1
2.007868189E1,2.595703125E1
2.009657477E1,2.594921875E1
2.011444989E1,2.596875000E1
2.013235895E1,2.593359375E1
2.015023554E1,2.593359375E1
2.016814142E1,2.594140625E1
2.018603003E1,2.594140625E1
2.020391077E1,2.597656250E1
2.022181232E1,2.594140625E1
2.023970368E1,2.590625000E1
2.025759473E1,2.598828125E1
2.027547144E1,2.593359375E1
2.029337763E1,2.595703125E1
2.031126850E1,2.595703125E1
2.032915992E1,2.597656250E1
2.034705426E1,2.594921875E1
2.036494257E1,2.595703125E1
2.038283374E1,2.594921875E1
2.040072699E1,2.594921875E1
2.041861640E1,2.596875000E1
2.043650757E1,2.598437500E1
2.045439893E1,2.595703125E1
2.047228998E1,2.597656250E1
2.049016944E1,2.600000000E1
2.050805823E1,2.596875000E1
2.052595191E1,2.594140625E1
2.054384375E1,2.594140625E1
2.056173499E1,2.592187500E1
2.057964081E1,2.595312500E1
2.059752094E1,2.599218750E1
2.061540515E1,2.595703125E1
2.063331165E1,2.600781250E1
2.065120282E1,2.592187500E1
2.066908246E1,2.595312500E1
2.068698822E1,2.597656250E1
2.070487763E1,2.598437500E1
2.072276776E1,2.598437500E1
2.074065845E1,2.600000000E1
2.075855054E1,2.594140625E1
2.077643000E1,2.595703125E1
2.079433295E1,2.594140625E1
2.081222455E1,2.596875000E1
2.083011054E1,2.596875000E1
2.084800391E1,2.598437500E1
2.086589838E1,2.595703125E1
2.088378925E1,2.595703125E1
2.090168097E1,2.594921875E1
2.091957202E1,2.595703125E1
2.093746338E1,2.595703125E1
2.095535468E1,2.597656250E1
2.097324310E1,2.593359375E1
2.099113697E1,2.594921875E1
2.100901483E1,2.597656250E1
2.102692279E1,2.595703125E1
2.104481079E1,2.593359375E1
2.106270215E1,2.595703125E1
2.108058728E1,2.594921875E1
2.109848487E1,2.597656250E1
2.111637616E1,2.589843750E1
2.113426728E1,2.601953125E1
2.115215796E1,2.594921875E1
2.117004486E1,2.594921875E1
2.118793830E1,2.592968750E1
2.120583252E1,2.598828125E1
2.122372357E1,2.595703125E1
2.124161499E1,2.599218750E1
2.125950629E1,2.598437500E1
2.127739789E1,2.596875000E1
2.129528876E1,2.597656250E1
2.131318036E1,2.596875000E1
2.133107123E1,2.592187500E1
2.134895038E1,2.592578125E1
2.136685401E1,2.591015625E1
2.138474536E1,2.593750000E1
2.140264038E1,2.594140625E1
2.142052777E1,2.592968750E1
2.143841889E1,2.588671875E1
2.145631024E1,2.593750000E1
2.147420166E1,2.599218750E1
2.149209534E1,2.594921875E1
2.150998407E1,2.597656250E1
2.152787085E1,2.596875000E1
2.154576691E1,2.597656250E1
2.156365387E1,2.599218750E1
2.158154926E1,2.595703125E1
2.159944068E1,2.597656250E1
2.161733466E1,2.596875000E1
2.163522339E1,2.597656250E1
2.165311426E1,2.595703125E1
2.167100556E1,2.597656250E1
2.168888367E1,2.593359375E1
2.170678626E1,2.597656250E1
2.172467938E1,2.597656250E1
2.174257074E1,2.595703125E1
2.176046216E1,2.596875000E1
2.177835645E1,2.598437500E1
2.179624463E1,2.595703125E1
2.181413562E1,2.597656250E1
2.183202704E1,2.598437500E1
2.184991840E1,2.592968750E1
2.186780945E1,2.589453125E1
2.188570111E1,2.600390625E1
2.190359522E1,2.594140625E1
2.192148365E1,2.597656250E1
2.193937470E1,2.600000000E1
2.195726612E1,2.597656250E1
2.197515747E1,2.593359375E1
2.199304901E1,2.600000000E1
2.201093988E1,2.596875000E1
2.202883130E1,2.597656250E1
2.204672132E1,2.594921875E1
2.206461371E1,2.595703125E1
2.208250513E1,2.592968750E1
2.210039649E1,2.596093750E1
2.211829084E1,2.597656250E1
2.213617890E1,2.595703125E1
2.215407019E1,2.594921875E1
2.217196137E1,2.599218750E1
2.218985279E1,2.598437500E1
2.220774543E1,2.597656250E1
2.222563550E1,2.595703125E1
2.224352680E1,2.595703125E1
2.226141748E1,2.597656250E1
2.227931226E1,2.593359375E1
2.229719739E1,2.597656250E1
2.231509180E1,2.594921875E1
2.233298316E1,2.597656250E1
2.235087421E1,2.593359375E1
2.236876587E1,2.598437500E1
2.238665753E1,2.598437500E1
2.240454828E1,2.597656250E1
2.242243940E1,2.594140625E1
2.244031885E1,2.590625000E1
2.245822217E1,2.593750000E1
2.247611328E1,2.592968750E1
2.249400464E1,2.594531250E1
2.251189594E1,2.596875000E1
2.252978742E1,2.596875000E1
2.254767816E1,2.594921875E1
2.256556946E1,2.595703125E1
2.258346088E1,2.593359375E1
2.260135205E1,2.598437500E1
2.261924366E1,2.597656250E1
2.263713605E1,2.594140625E1
2.265502613E1,2.598437500E1
2.267291748E1,2.595703125E1
2.269080854E1,2.598437500E1
2.270868793E1,2.594921875E1
2.272659125E1,2.598437500E1
2.274448236E1,2.602343750E1
2.276237354E1,2.596875000E1
2.278025611E1,2.595703125E1
2.279814179E1,2.599218750E1
2.281604761E1,2.598437500E1
2.283393872E1,2.595703125E1
2.285183026E1,2.599218750E1
2.286972144E1,2.594921875E1
2.288761273E1,2.596875000E1
2.290550415E1,2.595703125E1
2.292339514E1,2.594140625E1
2.294128656E1,2.599218750E1
2.295917792E1,2.599218750E1
2.297706934E1,2.595703125E1
2.299496039E1,2.597656250E1
2.301285175E1,2.594921875E1
2.303074286E1,2.597656250E1
2.304863459E1,2.593359375E1
2.306652564E1,2.600000000E1
