"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.158523400E2,3.564352456E1,1.397938396E2,1.660929108E1,NaN,NaN,3.500000000E1,9.635708809E0
8.239990931E2,3.564352458E1,1.397938266E2,1.660929108E1,NaN,NaN,3.500000000E1,9.675358772E0
8.328874950E2,3.564352185E1,1.397938340E2,1.660929108E1,NaN,NaN,3.500000000E1,9.723391533E0
8.410730780E2,3.564352182E1,1.397938346E2,1.660929108E1,NaN,NaN,3.500000000E1,9.681797981E0
8.484531790E2,3.564353373E1,1.397938327E2,1.660929108E1,NaN,NaN,3.500000000E1,9.615753174E0
8.546912270E2,3.564352487E1,1.397938324E2,1.660929108E1,NaN,NaN,3.500000000E1,9.510077477E0
8.663826290E2,3.564350800E1,1.397938322E2,1.660929108E1,NaN,NaN,1.991933932E2,9.890769958E0
8.958354630E2,3.564342977E1,1.397940051E2,1.660929108E1,NaN,NaN,8.109104052E2,1.026841831E1
8.979789439E2,3.564352169E1,1.397938345E2,1.660929108E1,NaN,NaN,3.500000000E1,8.735187531E0
9.063351220E2,3.564352805E1,1.397938305E2,1.660929108E1,NaN,NaN,3.500000000E1,9.693482399E0
9.144262940E2,3.564352223E1,1.397938341E2,1.660929108E1,NaN,NaN,3.500000000E1,9.701011658E0
9.218895640E2,3.564352423E1,1.397938401E2,1.660929108E1,NaN,NaN,3.500000000E1,9.558216095E0
9.304617840E2,3.564353111E1,1.397938587E2,1.660929108E1,NaN,NaN,3.500000000E1,9.283968925E0
9.410831090E2,3.564352523E1,1.397938415E2,1.660929108E1,NaN,NaN,3.500000000E1,9.648866653E0
9.559828600E2,3.564352074E1,1.397938343E2,1.660929108E1,NaN,NaN,3.500000000E1,9.480557442E0
9.642602860E2,3.564352169E1,1.397938375E2,1.660929108E1,NaN,NaN,3.500000000E1,9.657710075E0
9.723570729E2,3.564353357E1,1.397938330E2,1.660929108E1,NaN,NaN,3.500000000E1,9.738515854E0
9.799370700E2,3.564352187E1,1.397938388E2,1.660929108E1,NaN,NaN,3.500000000E1,9.700410843E0
9.893628750E2,3.564353340E1,1.397938329E2,1.660929108E1,NaN,NaN,3.500000000E1,9.833908081E0
9.966106840E2,3.564352711E1,1.397938410E2,1.660929108E1,NaN,NaN,3.500000000E1,9.671751976E0
1.011913896E3,3.564354688E1,1.397938705E2,1.660929108E1,NaN,NaN,3.500000000E1,1.008897686E1
1.020146116E3,3.564352255E1,1.397938355E2,1.660929108E1,NaN,NaN,3.500000000E1,9.774663925E0
1.035173998E3,3.564352123E1,1.397938337E2,1.660929108E1,NaN,NaN,3.500000000E1,9.252997398E0
1.042911819E3,3.564352447E1,1.397938397E2,1.660929108E1,NaN,NaN,3.500000000E1,9.344470024E0
